# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5           3       1.73205
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5        2.75          1.75
     30         3         1          -144    -151.2    -136.8         2.5         0           5           6       2.44949
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5        3.75       2.01556
     32         5         1        -115.2    -122.4      -108         2.5         0           5        4.75          2.25
     33         6         1        -100.8      -108     -93.6         2.5         0           5           4             2
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5           1             1
     35         8         1           -72     -79.2     -64.8         2.5         0           5           2       1.41421
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5           0             0
     37        10         1         -43.2     -50.4       -36         2.5         0           5           2       1.41421
     38        11         1         -28.8       -36     -21.6         2.5         0           5           2       1.41421
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5           2       1.41421
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5           1             1
     41        14         1          14.4       7.2      21.6         2.5         0           5           2       1.41421
     42        15         1          28.8      21.6        36         2.5         0           5           3       1.73205
     43        16         1          43.2        36      50.4         2.5         0           5           0             0
     44        17         1          57.6      50.4      64.8         2.5         0           5           3       1.73205
     45        18         1            72      64.8      79.2         2.5         0           5           5       2.23607
     46        19         1          86.4      79.2      93.6         2.5         0           5           3       1.73205
     47        20         1         100.8      93.6       108         2.5         0           5        1.75       1.43614
     48        21         1         115.2       108     122.4         2.5         0           5        2.75          1.75
     49        22         1         129.6     122.4     136.8         2.5         0           5        3.75       2.01556
     50        23         1           144     136.8     151.2         2.5         0           5           6       2.44949
     51        24         1         158.4     151.2     165.6         2.5         0           5           2       1.41421
     52        25         1         172.8     165.6       180         2.5         0           5           6       2.44949
     55         1         2        -172.8      -180    -165.6         7.5         5          10          18       4.38748
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10       13.75          3.75
     57         3         2          -144    -151.2    -136.8         7.5         5          10        13.5       3.75832
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10       15.25       4.02337
     59         5         2        -115.2    -122.4      -108         7.5         5          10         9.5       3.18198
     60         6         2        -100.8      -108     -93.6         7.5         5          10           8       2.82843
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10           7       2.64575
     62         8         2           -72     -79.2     -64.8         7.5         5          10         7.5       2.85044
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10        4.75          2.25
     64        10         2         -43.2     -50.4       -36         7.5         5          10           4             2
     65        11         2         -28.8       -36     -21.6         7.5         5          10           2       1.41421
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10           1             1
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10           3       1.73205
     68        14         2          14.4       7.2      21.6         7.5         5          10           2       1.41421
     69        15         2          28.8      21.6        36         7.5         5          10       -0.25          0.25
     70        16         2          43.2        36      50.4         7.5         5          10           4             2
     71        17         2          57.6      50.4      64.8         7.5         5          10           7       2.64575
     72        18         2            72      64.8      79.2         7.5         5          10        4.75          2.25
     73        19         2          86.4      79.2      93.6         7.5         5          10        9.75       3.17214
     74        20         2         100.8      93.6       108         7.5         5          10        9.25       3.19179
     75        21         2         115.2       108     122.4         7.5         5          10       11.25       3.49106
     76        22         2         129.6     122.4     136.8         7.5         5          10       11.25       3.49106
     77        23         2           144     136.8     151.2         7.5         5          10        13.5       3.75832
     78        24         2         158.4     151.2     165.6         7.5         5          10        12.5       3.79144
     79        25         2         172.8     165.6       180         7.5         5          10        13.5       3.75832
     82         1         3        -172.8      -180    -165.6        12.5        10          15        45.5       6.88295
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15       42.75       6.65676
     84         3         3          -144    -151.2    -136.8        12.5        10          15       36.25       6.09816
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15        23.5       4.91172
     86         5         3        -115.2    -122.4      -108        12.5        10          15          19           4.5
     87         6         3        -100.8      -108     -93.6        12.5        10          15          19        4.3589
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15          20       4.47214
     89         8         3           -72     -79.2     -64.8        12.5        10          15         5.5       2.47487
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15           7       2.64575
     91        10         3         -43.2     -50.4       -36        12.5        10          15        2.75          1.75
     92        11         3         -28.8       -36     -21.6        12.5        10          15        2.75          1.75
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15           1             1
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15           0             0
     95        14         3          14.4       7.2      21.6        12.5        10          15        0.75       1.03078
     96        15         3          28.8      21.6        36        12.5        10          15           4             2
     97        16         3          43.2        36      50.4        12.5        10          15        2.75          1.75
     98        17         3          57.6      50.4      64.8        12.5        10          15        6.75       2.65754
     99        18         3            72      64.8      79.2        12.5        10          15        8.75        3.0104
    100        19         3          86.4      79.2      93.6        12.5        10          15          19        4.3589
    101        20         3         100.8      93.6       108        12.5        10          15          13       3.77492
    102        21         3         115.2       108     122.4        12.5        10          15        31.5       5.66789
    103        22         3         129.6     122.4     136.8        12.5        10          15       31.75       5.66238
    104        23         3           144     136.8     151.2        12.5        10          15       29.25       5.49432
    105        24         3         158.4     151.2     165.6        12.5        10          15       38.75          6.25
    106        25         3         172.8     165.6       180        12.5        10          15          27       5.31507
    109         1         4        -172.8      -180    -165.6        17.5        15          20       50.75       7.23274
    110         2         4        -158.4    -165.6    -151.2        17.5        15          20        47.5       7.02673
    111         3         4          -144    -151.2    -136.8        17.5        15          20       49.75       7.16327
    112         4         4        -129.6    -136.8    -122.4        17.5        15          20        33.5       5.84166
    113         5         4        -115.2    -122.4      -108        17.5        15          20        43.5       6.64267
    114         6         4        -100.8      -108     -93.6        17.5        15          20        28.5       5.39676
    115         7         4         -86.4     -93.6     -79.2        17.5        15          20          16       4.15331
    116         8         4           -72     -79.2     -64.8        17.5        15          20        11.5        3.4821
    117         9         4         -57.6     -64.8     -50.4        17.5        15          20           3       1.73205
    118        10         4         -43.2     -50.4       -36        17.5        15          20           4             2
    119        11         4         -28.8       -36     -21.6        17.5        15          20           1             1
    120        12         4         -14.4     -21.6      -7.2        17.5        15          20           1             1
    121        13         4   1.42109e-14      -7.2       7.2        17.5        15          20           0             0
    122        14         4          14.4       7.2      21.6        17.5        15          20           1             1
    123        15         4          28.8      21.6        36        17.5        15          20           0             0
    124        16         4          43.2        36      50.4        17.5        15          20           2       1.41421
    125        17         4          57.6      50.4      64.8        17.5        15          20         4.5       2.26385
    126        18         4            72      64.8      79.2        17.5        15          20          10       3.16228
    127        19         4          86.4      79.2      93.6        17.5        15          20       15.25       4.02337
    128        20         4         100.8      93.6       108        17.5        15          20       21.25       4.84123
    129        21         4         115.2       108     122.4        17.5        15          20          34       5.93717
    130        22         4         129.6     122.4     136.8        17.5        15          20       52.25       7.29298
    131        23         4           144     136.8     151.2        17.5        15          20       32.25       5.86835
    132        24         4         158.4     151.2     165.6        17.5        15          20       38.75        6.4469
    133        25         4         172.8     165.6       180        17.5        15          20       53.75       7.43724
    136         1         5        -172.8      -180    -165.6        22.5        20          25          45       6.89202
    137         2         5        -158.4    -165.6    -151.2        22.5        20          25        55.5       7.49166
    138         3         5          -144    -151.2    -136.8        22.5        20          25       33.75       6.04669
    139         4         5        -129.6    -136.8    -122.4        22.5        20          25       44.75       6.80533
    140         5         5        -115.2    -122.4      -108        22.5        20          25        40.5       6.60492
    141         6         5        -100.8      -108     -93.6        22.5        20          25       26.75       5.32095
    142         7         5         -86.4     -93.6     -79.2        22.5        20          25           7       2.87228
    143         8         5           -72     -79.2     -64.8        22.5        20          25       10.75       3.32603
    144         9         5         -57.6     -64.8     -50.4        22.5        20          25        1.75       1.43614
    145        10         5         -43.2     -50.4       -36        22.5        20          25           2       1.41421
    146        11         5         -28.8       -36     -21.6        22.5        20          25           0             0
    147        12         5         -14.4     -21.6      -7.2        22.5        20          25           0             0
    148        13         5   1.42109e-14      -7.2       7.2        22.5        20          25           0             0
    149        14         5          14.4       7.2      21.6        22.5        20          25           0             0
    150        15         5          28.8      21.6        36        22.5        20          25           0             0
    151        16         5          43.2        36      50.4        22.5        20          25           0             0
    152        17         5          57.6      50.4      64.8        22.5        20          25        1.75       1.43614
    153        18         5            72      64.8      79.2        22.5        20          25       16.25       4.14578
    154        19         5          86.4      79.2      93.6        22.5        20          25       21.75       4.69707
    155        20         5         100.8      93.6       108        22.5        20          25       21.25       4.71036
    156        21         5         115.2       108     122.4        22.5        20          25       36.25       6.09816
    157        22         5         129.6     122.4     136.8        22.5        20          25       59.25       7.83821
    158        23         5           144     136.8     151.2        22.5        20          25       46.25       6.95971
