# Kaon Beam-Spin Asymmetry (KIN-15)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  3.000000  1.732050  4.750000  2.250000  -0.225806  0.354361 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  4.000000  2.000000  2.000000  1.414210  0.333333  0.384900 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  2.000000  1.414210  6.750000  2.657540  -0.542857  0.285410 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  1.000000  1.000000  2.000000  1.414210  -0.333333  0.544331 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  1.000000  1.000000  1.000000  1.000000  0.000000  0.707107 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  0.000000  0.000000  0.750000  1.030780  -1.000000  0.000000 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  1.000000  1.000000  1.000000  1.000000  0.000000  0.707107 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  1.000000  1.000000  3.000000  1.732050  -0.500000  0.433013 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  0.000000  0.000000  3.000000  1.732050  -1.000000  0.000000 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  3.000000  1.732050  2.000000  1.414210  0.200000  0.438177 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  3.000000  1.732050  0.000000  0.000000  1.000000  0.000000 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  4.000000  2.000000  8.000000  2.828430  -0.333333  0.272166 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  50.750000  7.145800  60.250000  7.822240  -0.085586  0.095061 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  38.500000  6.255000  48.750000  7.004460  -0.117479  0.106947 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  25.500000  5.111260  31.000000  5.567760  -0.097345  0.133293 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  31.000000  5.567760  22.500000  4.808850  0.158879  0.136063 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  8.000000  2.828430  12.000000  3.464100  -0.200000  0.219089 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  3.000000  1.732050  5.000000  2.236070  -0.250000  0.342327 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  1.000000  1.000000  4.750000  2.250000  -0.652174  0.317940 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  2.750000  1.750000  -0.250000  0.250000  1.200000  0.260768 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  5.000000  2.236070  3.000000  1.732050  0.250000  0.342327 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  13.000000  3.605550  10.750000  3.326030  0.094737  0.205891 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  18.500000  4.373210  18.000000  4.242640  0.013699  0.166879 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  37.000000  6.184660  38.750000  6.250000  -0.023102  0.116079 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  31.250000  5.673400  39.000000  6.245000  -0.110320  0.119565 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  53.750000  7.352720  41.500000  6.490380  0.128609  0.102171 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  161.500000  12.781800  176.250000  13.311200  -0.043671  0.054594 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  127.500000  11.374300  150.750000  12.290700  -0.083558  0.060005 
84  3  3  -144.00  -151.20  -136.80  12.50  10.00  15.00  94.500000  9.753200  97.000000  9.912110  -0.013055  0.072607 
85  4  3  -129.60  -136.80  -122.40  12.50  10.00  15.00  66.750000  8.189170  63.000000  7.937250  0.028902  0.087853 
86  5  3  -115.20  -122.40  -108.00  12.50  10.00  15.00  32.500000  5.755430  31.000000  5.567760  0.023622  0.126044 
87  6  3  -100.80  -108.00  -93.60  12.50  10.00  15.00  9.000000  3.000000  11.750000  3.473110  -0.132530  0.218843 
88  7  3  -86.40  -93.60  -79.20  12.50  10.00  15.00  2.000000  1.414210  1.000000  1.000000  0.333333  0.544331 
89  8  3  -72.00  -79.20  -64.80  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
90  9  3  -57.60  -64.80  -50.40  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
91  10  3  -43.20  -50.40  -36.00  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
92  11  3  -28.80  -36.00  -21.60  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
93  12  3  -14.40  -21.60  -7.20  12.50  10.00  15.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
94  13  3  0.00  -7.20  7.20  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
95  14  3  14.40  7.20  21.60  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
96  15  3  28.80  21.60  36.00  12.50  10.00  15.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
97  16  3  43.20  36.00  50.40  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
98  17  3  57.60  50.40  64.80  12.50  10.00  15.00  0.000000  0.000000  2.000000  1.414210  -1.000000  0.000000 
99  18  3  72.00  64.80  79.20  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
100  19  3  86.40  79.20  93.60  12.50  10.00  15.00  1.000000  1.000000  1.000000  1.000000  0.000000  0.707107 
101  20  3  100.80  93.60  108.00  12.50  10.00  15.00  9.000000  3.000000  12.750000  3.614210  -0.172414  0.212280 
102  21  3  115.20  108.00  122.40  12.50  10.00  15.00  22.500000  4.808850  22.750000  4.802340  -0.005525  0.150194 
103  22  3  129.60  122.40  136.80  12.50  10.00  15.00  54.500000  7.424620  54.000000  7.348470  0.004608  0.096276 
104  23  3  144.00  136.80  151.20  12.50  10.00  15.00  90.000000  9.552490  74.500000  8.739280  0.094225  0.078396 
