# Kaon Beam-Spin Asymmetry (KIN-8) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  189.750000  13.831580  175.500000  13.318219  0.039014  0.052533 
-158.40  165.000000  12.990380  171.000000  13.171939  -0.017857  0.055055 
-144.00  206.000000  14.439527  220.250000  14.956187  -0.033431  0.048742 
-129.60  261.250000  16.269223  261.250000  16.269187  0.000000  0.044035 
-115.20  317.000000  17.979180  327.000000  18.220887  -0.015528  0.039745 
-100.80  364.500000  19.238617  418.000000  20.597322  -0.068371  0.035935 
-86.40  510.750000  22.744490  457.000000  21.552278  0.055541  0.032331 
-72.00  459.750000  21.738520  470.500000  22.076533  -0.011556  0.033302 
-57.60  363.750000  19.340710  367.250000  19.414896  -0.004788  0.037489 
-43.20  295.250000  17.426607  322.250000  18.184841  -0.043725  0.040751 
-28.80  231.250000  15.522166  250.000000  16.046802  -0.038961  0.046366 
-14.40  188.750000  13.975425  202.500000  14.469799  -0.035144  0.051386 
0.00  183.000000  13.802176  203.250000  14.506466  -0.052427  0.051777 
14.40  209.000000  14.840819  214.250000  14.922718  -0.012404  0.049725 
28.80  241.250000  15.801505  223.750000  15.258197  0.037634  0.047210 
43.20  301.500000  17.737649  295.000000  17.571264  0.010897  0.041855 
57.60  376.000000  19.710422  357.250000  19.253223  0.025571  0.037567 
72.00  448.250000  21.428658  396.500000  20.331585  0.061261  0.034921 
86.40  405.000000  20.371560  394.250000  20.067043  0.013450  0.035774 
100.80  349.250000  18.879517  329.500000  18.272199  0.029098  0.038689 
115.20  299.500000  17.432025  275.250000  16.693931  0.042192  0.041955 
129.60  259.750000  16.203780  262.750000  16.372597  -0.005742  0.044085 
144.00  218.500000  14.887094  181.000000  13.546216  0.093867  0.050159 
158.40  200.500000  14.269721  168.500000  13.052775  0.086721  0.052202 
172.80  171.750000  13.164818  157.750000  12.621907  0.042489  0.055302 
