#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5251                  38.2214                  70.6599                 0.998414              0.000289494                 0.926695               0.00536056                        1                       -1                        1                       -1                   1.0043                       -1                  1.10926                       -1                  1326.88                       211.988                       3.26569                0.0726889               0.00999961                     4097                       65                        1                 0.999134              0.000306239                 0.997619              0.000507566                 0.927609               0.00780608                 0.925869               0.00756599
   5253                  38.3583                  71.2339                 0.998695              0.000261056                  0.92701               0.00533755                        1                       -1                        1                       -1                   1.0052                       -1                  1.00947                       -1                  1337.09                       213.626                       3.29936                 0.073549                0.0100003                     4097                       65                        1                 0.998705               0.00037381                 0.998617              0.000383651                 0.932556               0.00749376                 0.923742               0.00774281
   5254                   38.565                  71.8611                 0.998131              0.000311526                 0.947893               0.00446816                        1                       -1                        1                       -1                  1.00434                       -1                 0.969257                       -1                  1343.13                       214.879                       3.32284                0.0739016                0.0100008                     4097                       65                        1                 0.997537              0.000513637                 0.998627              0.000380895                 0.946964                0.0063848                 0.949153               0.00640618
   5255                  38.1649                  71.6176                 0.997654              0.000349768                 0.908415               0.00598711                        1                       -1                        1                       -1                  1.00451                       -1                  1.11201                       -1                  1340.38                        214.67                       3.31162                0.0740199                0.0100019                     4097                       65                        1                 0.997532              0.000514629                  0.99777               0.00048668                 0.911909               0.00847659                 0.903049               0.00870643
   5256                  38.4233                  70.7348                 0.998226              0.000304155                 0.929679               0.00515621                        1                       -1                        1                       -1                  1.00472                       -1                  1.10307                       -1                  1318.82                        211.02                       3.26606                0.0721077                0.0100018                     4097                       65                        1                 0.998282              0.000429553                 0.998087              0.000450817                 0.928287               0.00755923                  0.92868               0.00735612
   5257                  38.1386                  71.8661                 0.999006              0.000228107                 0.918438               0.00561494                        1                       -1                        1                       -1                  1.01613                       -1                 0.980403                       -1                  1344.19                       215.218                        3.3196                0.0738473                0.0100002                     4097                       65                        1                 0.998596              0.000389284                 0.999468              0.000238032                 0.919778               0.00798243                 0.916073               0.00815173
   5258                  37.9297                  66.0754                 0.998322              0.000301465                 0.933124               0.00512919                        1                       -1                        1                       -1                  1.00507                       -1                  1.38624                       -1                  1232.93                       195.704                       3.05528                0.0662779               0.00999935                     4097                       65                        1                 0.998111              0.000458174                 0.998554              0.000400973                  0.93199               0.00755668                 0.932558               0.00723053
   5259                  38.3299                  70.1795                 0.998219              0.000305509                 0.931373               0.00518775                        1                       -1                        1                       -1                  1.00469                       -1                   1.1071                       -1                   1307.8                       209.052                       3.24302                 0.071877                0.0100006                     4097                       65                        1                 0.997936              0.000473433                 0.998514              0.000397204                 0.934887               0.00723473                 0.927478               0.00764451
   5260                  37.5616                  69.5757                 0.998607              0.000273245                 0.927823               0.00539479                        1                       -1                        1                       -1                  1.00409                       -1                  1.45128                       -1                  1286.71                       205.249                       3.21134                0.0701618               0.00999878                     4097                       65                        1                 0.998252              0.000437015                 0.999016              0.000327941                 0.921811               0.00802205                 0.931348               0.00753551
   5261                  37.5054                  68.2103                 0.998591              0.000276295                 0.928543               0.00532608                        1                       -1                        1                       -1                  1.00572                       -1                  1.84285                       -1                  1246.21                       198.739                       3.14207                0.0670584               0.00999911                     4097                       65                        1                 0.998773              0.000369829                  0.99845              0.000414359                 0.929352               0.00770829                 0.925868               0.00764618
