# Kaon Beam-Spin Asymmetry (KIN-14)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  22.750000  4.802340  17.000000  4.123110  0.144654  0.157402 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  21.500000  4.703720  15.000000  3.872980  0.178082  0.163845 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  22.750000  4.802340  15.000000  3.872980  0.205298  0.159725 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  30.250000  5.584580  29.000000  5.385160  0.021097  0.130866 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  23.750000  4.905350  23.250000  4.918080  0.010638  0.147804 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  25.500000  5.111260  30.000000  5.590170  -0.081081  0.135939 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  26.500000  5.208170  22.500000  4.808850  0.081633  0.144209 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  32.000000  5.656850  26.750000  5.202160  0.089362  0.130356 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  30.000000  5.590170  37.000000  6.184660  -0.104478  0.123796 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  27.000000  5.315070  22.250000  4.815340  0.096447  0.144917 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  19.500000  4.486090  23.500000  4.911720  -0.093023  0.154066 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  20.500000  4.596190  26.750000  5.320950  -0.132275  0.147240 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  25.000000  5.000000  18.250000  4.380350  0.156069  0.152407 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  30.000000  5.590170  25.000000  5.123480  0.090909  0.137349 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  21.750000  4.697070  28.250000  5.402550  -0.130000  0.141794 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  17.000000  4.123110  21.500000  4.703720  -0.116883  0.161084 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  22.500000  4.808850  31.000000  5.678910  -0.158879  0.137193 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  24.500000  5.012480  28.250000  5.402550  -0.071090  0.139320 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  26.250000  5.214160  24.250000  5.018710  0.039604  0.143204 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  22.250000  4.815340  24.000000  5.024940  -0.037838  0.150345 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  25.500000  5.111260  27.750000  5.297410  -0.042254  0.138153 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  16.750000  4.130680  29.500000  5.488620  -0.275676  0.142722 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  12.000000  3.464100  25.250000  5.117370  -0.355705  0.154044 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  22.750000  4.802340  21.500000  4.703720  0.028249  0.151885 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  14.750000  3.881040  17.750000  4.250000  -0.092308  0.176363 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  36.500000  6.093030  40.500000  6.412880  -0.051948  0.114732 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  35.250000  6.015600  38.250000  6.259990  -0.040816  0.118027 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  38.500000  6.255000  39.500000  6.334430  -0.012821  0.114122 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  38.000000  6.264980  42.000000  6.576470  -0.050000  0.113403 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  53.250000  7.445640  62.750000  8.019510  -0.081897  0.094080 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  49.750000  7.163270  70.750000  8.503680  -0.174274  0.090931 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  51.250000  7.310100  61.000000  7.889870  -0.086860  0.095547 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  67.500000  8.329170  68.750000  8.385250  -0.009174  0.086743 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  63.250000  8.089340  69.750000  8.444670  -0.048872  0.087845 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  55.500000  7.656700  46.000000  6.964190  0.093596  0.101515 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  55.750000  7.570500  41.500000  6.585970  0.146530  0.102191 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  47.250000  7.031180  48.000000  7.193750  -0.007874  0.105593 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  31.000000  5.678910  31.750000  5.771700  -0.011952  0.129021 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  31.000000  5.787920  36.750000  6.289870  -0.084871  0.125730 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  44.000000  6.726810  34.500000  6.031170  0.121019  0.114418 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  52.750000  7.454030  53.750000  7.437240  -0.009390  0.098877 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  43.500000  6.919180  51.250000  7.310100  -0.081794  0.106110 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  51.000000  7.314370  59.250000  7.838210  -0.074830  0.097011 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  70.000000  8.514690  58.750000  7.846180  0.087379  0.089632 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  50.000000  7.158910  53.250000  7.361220  -0.031477  0.099413 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  43.000000  6.652070  55.750000  7.487490  -0.129114  0.100725 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  64.250000  8.073880  49.750000  7.075490  0.127193  0.093357 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  43.500000  6.642670  37.750000  6.169480  0.070769  0.111275 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  44.500000  6.717510  30.250000  5.584580  0.190635  0.114904 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  37.000000  6.184660  34.500000  5.926630  0.034965  0.119698 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  15.000000  3.872980  14.750000  3.881040  0.008403  0.184310 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  15.000000  3.872980  11.500000  3.482100  0.132075  0.195495 
