# Kaon Beam-Spin Asymmetry (KIN-14) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  75.000000  8.732122  72.250000  8.554972  0.018676  0.083001 
-158.40  74.500000  8.739273  66.750000  8.265135  0.054867  0.085026 
-144.00  83.250000  9.175376  82.750000  9.182185  0.003012  0.078198 
-129.60  107.750000  10.514871  116.250000  10.882894  -0.037946  0.067517 
-115.20  129.750000  11.513582  155.500000  12.644170  -0.090272  0.059688 
-100.80  149.250000  12.407147  190.500000  13.914921  -0.121413  0.054515 
-86.40  189.000000  13.973191  209.500000  14.667140  -0.051443  0.050775 
-72.00  199.750000  14.320004  201.750000  14.433031  -0.004981  0.050638 
-57.60  160.250000  12.939762  179.250000  13.699911  -0.055965  0.055417 
-43.20  135.750000  11.981757  102.500000  10.458247  0.139559  0.066142 
-28.80  96.000000  10.111873  77.500000  9.117291  0.106628  0.078056 
-14.40  85.000000  9.486830  99.500000  10.313828  -0.078591  0.075690 
0.00  69.750000  8.518364  64.250000  8.227239  0.041045  0.088327 
14.40  87.250000  9.653367  81.750000  9.397472  0.032544  0.079690 
28.80  94.750000  9.877371  110.000000  10.723809  -0.074481  0.070969 
43.20  123.750000  11.470074  123.000000  11.313709  0.003040  0.065290 
57.60  140.250000  12.142385  153.000000  12.619430  -0.043478  0.059675 
72.00  162.000000  13.019216  175.250000  13.460589  -0.039288  0.055498 
86.40  162.250000  13.016813  178.750000  13.612954  -0.048387  0.055179 
100.80  149.750000  12.402116  158.000000  12.718102  -0.026807  0.057704 
115.20  120.750000  11.171955  125.250000  11.288824  -0.018293  0.064561 
129.60  115.250000  10.836861  126.250000  11.277741  -0.045549  0.064714 
144.00  88.250000  9.443919  82.000000  9.124143  0.036711  0.077085 
158.40  84.250000  9.229703  70.750000  8.503678  0.087097  0.080697 
172.80  65.750000  8.204418  67.000000  8.261351  -0.009416  0.087705 
