# Pion Beam-Spin Asymmetry (KIN-14) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  275.250000  16.693988  292.750000  17.228238  -0.030810  0.042214 
-158.40  285.250000  16.990778  302.000000  17.449954  -0.028523  0.041459 
-144.00  343.250000  18.653051  362.250000  19.155579  -0.026931  0.037885 
-129.60  375.250000  19.491966  460.500000  21.560993  -0.102004  0.034602 
-115.20  456.500000  21.526125  540.000000  23.372029  -0.083793  0.031779 
-100.80  560.750000  23.870744  702.000000  26.636461  -0.111859  0.028156 
-86.40  622.250000  25.088637  756.000000  27.699286  -0.097043  0.026983 
-72.00  607.750000  24.835730  752.250000  27.603193  -0.106250  0.027151 
-57.60  480.000000  22.164200  561.750000  23.865499  -0.078474  0.031180 
-43.20  370.250000  19.427719  442.750000  21.226466  -0.089176  0.035255 
-28.80  302.750000  17.551734  329.000000  18.309862  -0.041551  0.040112 
-14.40  254.750000  16.126464  287.500000  17.120924  -0.060396  0.043297 
0.00  268.250000  16.482972  225.750000  15.200738  0.086032  0.045241 
14.40  259.000000  16.286504  271.500000  16.647070  -0.023563  0.043890 
28.80  297.750000  17.408711  273.250000  16.708934  0.042907  0.042224 
43.20  348.750000  18.915915  329.750000  18.338821  0.028003  0.038812 
57.60  442.500000  21.227898  394.250000  20.067102  0.057664  0.034856 
72.00  520.250000  22.965973  450.000000  21.389246  0.072404  0.032264 
86.40  504.750000  22.612224  460.000000  21.563855  0.046385  0.032351 
100.80  537.250000  23.306360  406.000000  20.273158  0.139147  0.032433 
115.20  396.250000  20.085712  397.250000  20.110624  -0.001260  0.035820 
129.60  404.250000  20.253102  349.250000  18.846396  0.072993  0.036621 
144.00  326.750000  18.188234  331.750000  18.325185  -0.007593  0.039208 
158.40  308.250000  17.725331  308.000000  17.656443  0.000406  0.040598 
172.80  304.250000  17.540996  272.250000  16.603823  0.055507  0.041833 
