#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5013                  15.0306                  58.8083                 0.995859              0.000427127                 0.954926               0.00323615                        1                       -1                        1                       -1                   1.0008                       -1                 0.981221                       -1                  676.326                       67.3662                        32.342                 0.253284                0.0100005                     1025                      513                        1                 0.995769              0.000623835                 0.995689              0.000622256                 0.952729               0.00479964                 0.955483               0.00456738
   5014                  15.1376                   54.833                 0.995647              0.000439684                 0.955508               0.00325358                        1                       -1                        1                       -1                   1.0049                       -1                  1.34082                       -1                   619.99                       61.7627                       30.1308                 0.228303                0.0100012                     1025                      513                        1                 0.995333              0.000653558                  0.99571              0.000625801                 0.953208               0.00475102                 0.959224               0.00450293
   5015                  14.7287                  54.8628                 0.996244              0.000412311                 0.958013               0.00317389                        1                       -1                        1                       -1                  1.00417                       -1                  2.24283                       -1                  624.065                       61.9613                       30.1661                 0.229521                0.0100014                     1025                      513                        1                 0.996516              0.000572819                 0.996295              0.000585824                 0.956543               0.00460644                 0.958583               0.00454612
   5017                  15.1215                  58.5019                 0.995788              0.000429905                 0.960027               0.00302164                        1                       -1                        1                       -1                  1.00063                       -1                 0.982592                       -1                  671.357                       66.4705                       32.1288                 0.250148                0.0100008                     1025                      513                        1                 0.995575              0.000632168                 0.995828              0.000615122                 0.965567                 0.004058                  0.95537               0.00455507
   5018                  15.1286                  58.5555                 0.996682              0.000383146                 0.951391               0.00337046                        1                       -1                        1                       -1                  1.00068                       -1                 0.983353                       -1                  677.545                       67.2483                       32.2134                 0.249452               0.00999757                     1025                      513                        1                 0.996655              0.000557517                  0.99676              0.000539957                 0.951965               0.00482769                 0.950835               0.00484434
   5019                  15.0621                  58.5574                 0.996203              0.000409449                 0.954441               0.00322956                        1                       -1                        1                       -1                   1.0005                       -1                 0.986392                       -1                  677.675                       67.2722                       32.2767                 0.250983               0.00999922                     1025                      513                        1                 0.996191              0.000587769                 0.996158              0.000592877                 0.954459               0.00464799                 0.955408               0.00459932
   5020                  14.3469                  48.4047                 0.996307              0.000418151                 0.954085               0.00336662                        1                       -1                        1                       -1                  1.01015                       -1                  2.66476                       -1                  569.507                        55.694                       26.7916                  0.19748                0.0100036                     1025                      513                        1                 0.996603              0.000574209                 0.996068              0.000614032                 0.946177               0.00520326                 0.960902               0.00442695
   5021                  14.9873                  52.3408                 0.996295              0.000406643                  0.95257               0.00332893                        1                       -1                        1                       -1                  1.02025                       -1                  1.30366                       -1                  607.606                        59.913                       28.8819                 0.215369                0.0100056                     1025                      513                        1                 0.996033              0.000598075                  0.99648              0.000571043                  0.95159               0.00479331                 0.954786               0.00466347
   5022                  15.0589                  52.1913                 0.996756              0.000379632                 0.944303               0.00358775                        1                       -1                        1                       -1                  1.01134                       -1                  1.45581                       -1                  604.182                       59.1297                       28.7607                 0.214825               0.00999887                     1025                      513                        1                 0.996997              0.000522708                 0.996495              0.000568516                 0.939118               0.00540241                 0.949144               0.00491639
   5023                  14.3315                  56.7516                 0.996478              0.000401398                 0.947292               0.00357807                        1                       -1                        1                       -1                  1.00082                       -1                  1.69295                       -1                  684.092                       67.7884                       31.6169                 0.251836               0.00999487                     1025                      513                        1                 0.996339              0.000586165                 0.996485              0.000577935                    0.944                0.0052915                 0.949673               0.00503271
   5024                  14.5248                  51.6561                 0.996552              0.000403571                 0.952496               0.00338454                        1                       -1                        1                       -1                  1.00184                       -1                  3.50391                       -1                  576.796                       57.4127                       28.3699                  0.20838                0.0100006                     1025                      513                        1                 0.996559              0.000581719                   0.9964              0.000591881                  0.95303               0.00487053                 0.949901               0.00498506
   5025                  14.6012                  56.7477                 0.996024              0.000428699                 0.951401               0.00341101                        1                       -1                        1                       -1                  1.00049                       -1                  3.11115                       -1                  627.834                       63.1004                       31.0357                 0.236194               0.00999996                     1025                      513                        1                 0.996284              0.000595045                 0.996079              0.000612388                 0.952736               0.00484915                 0.948343               0.00501736
   5026                  15.2489                  52.5839                 0.996787              0.000378706                 0.956391               0.00317206                        1                       -1                        1                       -1                  1.00158                       -1                  1.81248                       -1                  582.714                       58.1845                       28.7501                 0.214079                0.0100038                     1025                      513                        1                 0.996791              0.000542411                 0.996671              0.000554888                 0.951356                0.0047699                 0.960934               0.00431414
   5027                   14.302                   55.344                 0.995865              0.000435836                 0.952729               0.00339386                        1                       -1                        1                       -1                  1.00287                       -1                   1.2678                       -1                  677.489                       66.9621                       30.8902                 0.248301               0.00999921                     1025                      513                        1                 0.995897               0.00062565                  0.99576              0.000632074                 0.950642               0.00493583                 0.954522               0.00484797
   5031                  14.3704                  54.3811                 0.996197              0.000414919                 0.948762                0.0035274                        1                       -1                        1                       -1                  1.00076                       -1                  1.35339                       -1                   655.65                       64.8535                       30.3016                 0.243051                0.0100018                     1025                      513                        1                 0.996062              0.000607721                 0.996367              0.000581742                 0.950224                0.0049776                 0.948026               0.00509647
   5032                   17.175                  45.0618                 0.997111              0.000355616                 0.959991               0.00294948                        1                       -1                        1                       -1                  1.00095                       -1                 0.985834                       -1                  509.052                       48.6277                       24.7995                 0.157017                0.0100015                     1025                      513                        1                 0.997492              0.000473894                 0.996589              0.000553309                 0.965816               0.00394724                 0.954308               0.00445907
   5033                  15.9149                  48.2314                 0.997095              0.000360292                 0.952979               0.00327612                        1                       -1                        1                       -1                  1.00111                       -1                  1.16364                       -1                  577.872                       55.2358                       26.8224                 0.185483                0.0100009                     1025                      513                        1                 0.996961              0.000529063                 0.997252              0.000501761                 0.949326                0.0048537                 0.956543               0.00455558
   5038                    16.31                   46.321                 0.996375              0.000402757                 0.955247                0.0031645                        1                       -1                        1                       -1                  1.00389                       -1                   1.4108                       -1                  525.015                       50.5514                       25.3003                  0.17066               0.00999691                     1025                      513                        1                 0.996486              0.000569987                 0.996149              0.000594236                 0.954757               0.00459368                 0.957136               0.00442105
   5039                  16.4961                  48.8265                  0.99687              0.000371425                 0.959965                0.0029434                        1                       -1                        1                       -1                  1.00168                       -1                  1.29959                       -1                  546.924                       53.0184                       26.7218                 0.179283                0.0099985                     1025                      513                        1                 0.996901              0.000531439                 0.996669              0.000547553                 0.963717               0.00400681                 0.955405               0.00448193
   5311                  16.0724                  65.1119                 0.995947              0.000395513                 0.957642               0.00323921                        1                       -1                        1                       -1                  1.00103                       -1                  1.76752                       -1                  685.734                        73.559                       35.6248                 0.309278                0.0100023                     8193                      513                        1                 0.995979              0.000568642                 0.995893              0.000569552                 0.948875               0.00511247                 0.966803                0.0041176
   5312                  16.0199                  69.6748                 0.996138              0.000384331                 0.953137               0.00343618                        1                       -1                        1                       -1                   1.0005                       -1                  1.32971                       -1                  732.371                       78.9658                       38.0954                 0.338295               0.00999898                     8193                      513                        1                 0.996481               0.00052457                 0.995678              0.000588207                 0.950388               0.00506354                 0.956131               0.00481524
