#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4965                   12.077                  48.9419                 0.998138              0.000258213                 0.954981               0.00270491                        1                       -1                        1                       -1                  1.00216                       -1                  1.41474                       -1                  1118.05                       315.877                        7.9474                 0.253422                0.0100056                     4097                      129                        1                 0.998288              0.000357019                 0.998084              0.000375701                 0.954007               0.00394383                 0.955324               0.00387389
   4966                  13.4338                  40.3463                 0.998593              0.000228244                 0.958252               0.00250841                        1                       -1                        1                       -1                  1.00227                       -1                  1.24151                       -1                   935.08                       258.745                        6.5724                 0.174515               0.00999812                     4097                      129                        1                 0.998472               0.00034175                 0.998635              0.000321631                 0.959151               0.00359652                 0.956495               0.00362538
   4967                  14.8072                  31.9387                   0.9981              0.000268698                 0.968581               0.00211346                        1                       -1                        1                       -1                  1.00149                       -1                  1.05263                       -1                  746.098                       203.432                       5.19941                 0.115858               0.00999973                     4097                      129                        1                   0.9975              0.000442011                 0.998684              0.000319126                 0.964777               0.00317598                 0.971985               0.00287431
   4968                  12.7692                  45.3371                 0.998009              0.000268401                  0.95746               0.00258889                        1                       -1                        1                       -1                   1.0012                       -1                   1.1814                       -1                   1036.6                       291.169                       7.35109                  0.21667                0.0100018                     4097                      129                        1                 0.997828              0.000403353                 0.998064              0.000379702                 0.960543               0.00357224                  0.95456               0.00385414
   4969                  12.4994                  45.9689                 0.997747              0.000286088                 0.959494               0.00254659                        1                       -1                        1                       -1                  1.01502                       -1                  1.46801                       -1                  1057.95                       295.844                       7.47635                 0.219661                0.0100033                     4097                      129                        1                 0.997442              0.000438648                 0.997977              0.000389283                 0.957293               0.00374565                 0.960465               0.00362416
   4970                  12.1697                  51.1731                 0.998159              0.000255269                 0.953837                0.0026832                        1                       -1                        1                       -1                  1.00115                       -1                  1.06644                       -1                  1167.18                       330.523                       8.29497                 0.266783               0.00999936                     4097                      129                        1                 0.998549              0.000324397                 0.997809              0.000399973                 0.956579               0.00377932                 0.951557               0.00390364
   4971                  11.1555                  51.7416                 0.997728              0.000295804                  0.94668               0.00302835                        1                       -1                        1                       -1                  1.00094                       -1                  4.78999                       -1                  1174.55                       333.833                       8.38177                 0.271452                0.0100047                     4097                      129                        1                 0.997605              0.000437199                 0.997933              0.000405327                  0.94689               0.00439543                 0.944599               0.00439356
   4972                  11.4967                  55.7554                 0.998119              0.000255991                 0.947531               0.00292396                        1                       -1                        1                       -1                  1.00104                       -1                  1.08729                       -1                  1260.25                       361.486                       9.03859                 0.317974                     0.01                     4097                      129                        1                  0.99863              0.000314291                  0.99755              0.000420158                 0.946057                0.0042915                 0.948615                0.0041407
   4973                  10.6144                  63.1009                  0.99802              0.000260039                 0.935227               0.00334934                        1                       -1                        1                       -1                  1.00076                       -1                  1.14507                       -1                  1408.14                       411.035                       10.1721                 0.406818               0.00999923                     4097                      129                        1                 0.998075              0.000370439                 0.998109              0.000363902                 0.931818                0.0049595                 0.937231               0.00474489
   4974                  10.8942                  59.9506                 0.997134              0.000316522                 0.946349               0.00303253                        1                       -1                        1                       -1                  1.00073                       -1                  1.16667                       -1                   1348.2                       390.712                       9.71252                 0.370895                0.0100044                     4097                      129                        1                 0.997294              0.000444809                 0.997248              0.000446503                 0.943929               0.00447499                  0.95016               0.00421223
   4975                  10.7339                  65.2821                 0.997157              0.000312108                  0.93705               0.00328598                        1                       -1                        1                       -1                  1.00101                       -1                 0.964134                       -1                  1462.79                        425.92                       10.5684                 0.415737                0.0100047                     4097                      129                        1                 0.996631               0.00049141                 0.997665              0.000406436                 0.941391               0.00461907                 0.931954               0.00488544
