# Pion Beam-Spin Asymmetry (KIN-4) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  9404.250000  97.654686  9608.750000  98.674020  -0.010756  0.007301 
-158.40  9891.750000  100.141515  10245.500000  101.979785  -0.017567  0.007096 
-144.00  10517.750000  103.274199  11213.500000  106.614372  -0.032016  0.006827 
-129.60  10658.500000  104.009039  11382.000000  107.387132  -0.032826  0.006779 
-115.20  8969.000000  95.480310  9776.500000  99.591080  -0.043077  0.007353 
-100.80  5998.500000  78.136903  6459.500000  81.102575  -0.037004  0.009034 
-86.40  2889.250000  54.304142  3325.000000  58.212953  -0.070121  0.012780 
-72.00  1264.000000  35.989591  1339.000000  36.999969  -0.028813  0.019822 
-57.60  489.250000  22.336869  536.500000  23.390685  -0.046064  0.031497 
-43.20  246.250000  15.880432  270.000000  16.545456  -0.046005  0.044386 
-28.80  171.250000  13.169539  178.250000  13.432688  -0.020029  0.053814 
-14.40  147.000000  12.227013  128.750000  11.415449  0.066183  0.060520 
0.00  122.500000  11.263893  143.500000  12.057130  -0.078947  0.061890 
14.40  117.500000  10.925888  114.500000  10.787720  0.012931  0.066176 
28.80  170.500000  13.224065  152.500000  12.475008  0.055728  0.056189 
43.20  264.500000  16.359237  244.250000  15.738060  0.039803  0.044587 
57.60  594.750000  24.648783  529.500000  23.213709  0.058039  0.030063 
72.00  1456.250000  38.564117  1324.500000  36.913750  0.047379  0.019179 
86.40  3554.500000  60.198594  3227.500000  57.505457  0.048216  0.012262 
100.80  5999.500000  78.223291  5582.000000  75.362460  0.036049  0.009372 
115.20  8556.750000  93.224546  7871.250000  89.496909  0.041728  0.007860 
129.60  10323.750000  102.367263  9366.750000  97.548970  0.048602  0.007173 
144.00  10535.750000  103.458020  9895.500000  100.205409  0.031337  0.007046 
158.40  10096.000000  101.185479  9480.750000  98.118818  0.031428  0.007196 
172.80  9578.250000  98.611284  9457.750000  97.944190  0.006330  0.007301 
