# Kaon Beam-Spin Asymmetry (KIN-4) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  2052.750000  46.535572  2019.750000  46.179699  0.008103  0.016098 
-158.40  2077.250000  46.898171  2093.000000  47.055815  -0.003777  0.015931 
-144.00  2324.250000  49.575097  2235.750000  48.719233  0.019408  0.015241 
-129.60  2275.250000  49.116622  2415.000000  50.559385  -0.029796  0.015023 
-115.20  1942.750000  45.544629  2096.750000  47.098990  -0.038124  0.016210 
-100.80  1285.750000  37.280221  1273.500000  37.035451  0.004787  0.020533 
-86.40  530.250000  24.107792  577.500000  24.987449  -0.042654  0.031324 
-72.00  189.500000  14.365760  189.500000  14.409198  0.000000  0.053686 
-57.60  69.000000  8.817597  68.750000  8.605953  0.001815  0.089442 
-43.20  40.500000  6.698877  25.500000  5.465806  0.227273  0.128380 
-28.80  23.750000  5.031150  20.750000  4.854124  0.067416  0.157080 
-14.40  18.750000  4.643545  14.500000  3.889081  0.127820  0.179550 
0.00  19.750000  4.479114  23.500000  5.037359  -0.086705  0.154858 
14.40  20.500000  4.596194  24.500000  5.012481  -0.088889  0.150562 
28.80  24.250000  5.379356  27.500000  5.419870  -0.062802  0.147782 
43.20  37.500000  6.274949  34.000000  6.144107  0.048951  0.122847 
57.60  94.500000  10.191905  58.000000  8.015605  0.239344  0.082630 
72.00  204.750000  14.960360  165.750000  13.686215  0.105263  0.054518 
86.40  543.250000  24.324627  505.000000  23.664276  0.036489  0.032363 
100.80  1157.250000  35.312014  1083.500000  34.229010  0.032913  0.021937 
115.20  1837.000000  44.181423  1781.250000  43.742884  0.015408  0.017182 
129.60  2142.000000  47.586789  2094.750000  47.157306  0.011152  0.015812 
144.00  2250.000000  48.644179  2178.000000  47.937425  0.016260  0.015422 
158.40  2141.000000  47.484228  2095.750000  47.128122  0.010680  0.015790 
172.80  1993.000000  45.858515  2095.000000  46.983990  -0.024951  0.016056 
