# Kaon Beam-Spin Asymmetry (KIN-4)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  80.250000  9.283720  73.500000  9.034660  0.043902  0.084236 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  79.750000  9.222930  77.500000  9.048480  0.014308  0.082151 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  67.500000  8.551320  61.500000  8.116340  0.046512  0.091271 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  58.500000  7.850160  71.500000  8.638580  -0.100000  0.089381 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  59.250000  7.917540  67.250000  8.407590  -0.063241  0.091131 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  52.750000  7.619880  47.750000  7.198090  0.049751  0.104134 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  33.000000  5.958190  47.500000  7.026730  -0.180124  0.112921 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  20.250000  4.602990  27.250000  5.425630  -0.147368  0.147808 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  25.750000  5.226140  18.000000  4.387480  0.177143  0.153615 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  16.000000  4.301160  12.500000  3.791440  0.122807  0.199592 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  18.500000  4.373210  18.750000  4.506940  -0.006711  0.168558 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  11.000000  3.500000  9.750000  3.172140  0.060241  0.226710 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  15.750000  4.007800  20.000000  4.609770  -0.118881  0.169240 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  17.750000  4.250000  18.500000  4.373210  -0.020690  0.168161 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  17.500000  4.401700  16.250000  4.145780  0.037037  0.178887 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  22.750000  4.930770  18.500000  4.513870  0.103030  0.161445 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  26.750000  5.437140  18.750000  4.506940  0.175824  0.152528 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  26.750000  5.437140  28.500000  5.511350  -0.031674  0.140136 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  39.500000  6.432340  36.250000  6.299800  0.042904  0.118861 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  37.250000  6.475920  53.000000  7.449830  -0.174515  0.108379 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  70.500000  8.580500  60.250000  7.980440  0.078394  0.089388 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  77.000000  8.845900  51.000000  7.399320  0.203125  0.088712 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  82.000000  9.260130  78.750000  9.168560  0.020218  0.081065 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  88.250000  9.640410  84.750000  9.555760  0.020231  0.078464 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  106.250000  10.532700  88.000000  9.643650  0.093951  0.073233 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  485.750000  22.634300  447.250000  21.810300  0.041265  0.033667 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  436.000000  21.500000  405.000000  20.766600  0.036861  0.035521 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  419.250000  21.010400  357.750000  19.603900  0.079151  0.036896 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  331.000000  18.768300  360.750000  19.680300  -0.043007  0.039269 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  257.750000  16.524600  263.750000  16.779800  -0.011505  0.045154 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  175.250000  13.599200  167.000000  13.490700  0.024105  0.055975 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  100.250000  10.485100  112.000000  10.931600  -0.055359  0.071310 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  63.250000  8.166240  57.000000  7.874010  0.051975  0.094286 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  23.250000  5.043560  38.500000  6.354130  -0.246964  0.127975 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  20.750000  4.723610  9.250000  3.381940  0.383333  0.183702 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  3.500000  2.031010  1.250000  1.479020  0.473684  0.511078 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  8.250000  3.031090  3.750000  2.015560  0.375000  0.279751 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  4.000000  2.000000  2.500000  1.767770  0.230769  0.409953 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  2.750000  1.750000  6.000000  2.449490  -0.371429  0.325877 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  5.250000  2.727180  11.250000  3.491060  -0.363636  0.262541 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  13.000000  3.605550  12.750000  3.783190  0.009709  0.203061 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  40.250000  6.703540  19.500000  4.756570  0.347280  0.129870 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  63.500000  8.162410  48.500000  7.271520  0.133929  0.096973 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  93.000000  10.210300  106.000000  10.653600  -0.065327  0.074105 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  164.750000  13.325300  178.250000  13.709000  -0.039359  0.055719 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  265.000000  16.807700  271.250000  17.202800  -0.011655  0.044841 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  334.000000  18.814900  330.000000  18.808200  0.006024  0.040066 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  415.000000  20.856700  375.000000  20.031200  0.050633  0.036577 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  437.500000  21.345400  411.500000  20.937400  0.030624  0.035213 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  455.500000  21.934600  444.250000  21.683800  0.012503  0.034278 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  751.250000  28.123600  783.500000  28.685800  -0.021013  0.026170 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  705.250000  27.316400  767.250000  28.406600  -0.042105  0.026743 
84  3  3  -144.00  -151.20  -136.80  12.50  10.00  15.00  773.750000  28.662900  774.250000  28.682500  -0.000323  0.026195 
85  4  3  -129.60  -136.80  -122.40  12.50  10.00  15.00  677.500000  26.797900  709.500000  27.411200  -0.023071  0.027631 
86  5  3  -115.20  -122.40  -108.00  12.50  10.00  15.00  517.000000  23.441400  543.000000  23.832800  -0.024528  0.031534 
87  6  3  -100.80  -108.00  -93.60  12.50  10.00  15.00  323.750000  18.683200  325.000000  18.574200  -0.001927  0.040610 
88  7  3  -86.40  -93.60  -79.20  12.50  10.00  15.00  134.750000  12.147500  155.750000  12.934900  -0.072289  0.060966 
89  8  3  -72.00  -79.20  -64.80  12.50  10.00  15.00  48.250000  7.445640  63.250000  8.242420  -0.134529  0.099161 
90  9  3  -57.60  -64.80  -50.40  12.50  10.00  15.00  20.250000  4.866980  8.500000  3.221020  0.408696  0.186891 
91  10  3  -43.20  -50.40  -36.00  12.50  10.00  15.00  3.750000  2.015560  3.000000  1.732050  0.111111  0.389536 
92  11  3  -28.80  -36.00  -21.60  12.50  10.00  15.00  1.000000  1.000000  0.750000  1.030780  0.142857  0.832495 
93  12  3  -14.40  -21.60  -7.20  12.50  10.00  15.00  -0.500000  0.353553  1.000000  1.000000  -3.000000  4.898978 
94  13  3  0.00  -7.20  7.20  12.50  10.00  15.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
95  14  3  14.40  7.20  21.60  12.50  10.00  15.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
96  15  3  28.80  21.60  36.00  12.50  10.00  15.00  0.500000  1.060660  0.000000  0.000000  1.000000  0.000000 
97  16  3  43.20  36.00  50.40  12.50  10.00  15.00  1.750000  1.436140  1.750000  1.436140  0.000000  0.580288 
98  17  3  57.60  50.40  64.80  12.50  10.00  15.00  19.000000  4.500000  13.500000  3.758320  0.169231  0.177521 
99  18  3  72.00  64.80  79.20  12.50  10.00  15.00  53.000000  7.615770  61.000000  8.200610  -0.070175  0.097904 
100  19  3  86.40  79.20  93.60  12.50  10.00  15.00  153.750000  12.808700  140.250000  12.547400  0.045918  0.060994 
101  20  3  100.80  93.60  108.00  12.50  10.00  15.00  347.250000  19.220800  324.250000  18.713300  0.034252  0.039936 
102  21  3  115.20  108.00  122.40  12.50  10.00  15.00  529.500000  23.719700  518.000000  23.595600  0.010979  0.031940 
103  22  3  129.60  122.40  136.80  12.50  10.00  15.00  645.000000  26.172500  663.750000  26.439800  -0.014327  0.028425 
104  23  3  144.00  136.80  151.20  12.50  10.00  15.00  773.500000  28.576700  750.750000  28.103600  0.014925  0.026292 
105  24  3  158.40  151.20  165.60  12.50  10.00  15.00  781.500000  28.759800  752.500000  28.273200  0.018905  0.026287 
106  25  3  172.80  165.60  180.00  12.50  10.00  15.00  733.750000  27.799500  794.500000  28.963300  -0.039751  0.026247 
109  1  4  -172.80  -180.00  -165.60  17.50  15.00  20.00  529.250000  23.588900  502.750000  23.006800  0.025678  0.031919 
110  2  4  -158.40  -165.60  -151.20  17.50  15.00  20.00  592.250000  25.063700  579.250000  24.803000  0.011097  0.030098 
111  3  4  -144.00  -151.20  -136.80  17.50  15.00  20.00  672.500000  26.657600  663.000000  26.490600  0.007113  0.028140 
112  4  4  -129.60  -136.80  -122.40  17.50  15.00  20.00  705.000000  27.317600  725.250000  27.657500  -0.014158  0.027178 
113  5  4  -115.20  -122.40  -108.00  17.50  15.00  20.00  575.750000  24.845800  662.250000  26.494100  -0.069871  0.029279 
114  6  4  -100.80  -108.00  -93.60  17.50  15.00  20.00  366.250000  19.929600  367.250000  19.923300  -0.001363  0.038419 
115  7  4  -86.40  -93.60  -79.20  17.50  15.00  20.00  146.000000  12.639200  171.250000  13.681600  -0.079590  0.058528 
116  8  4  -72.00  -79.20  -64.80  17.50  15.00  20.00  42.750000  6.750000  31.250000  5.889610  0.155405  0.119965 
117  9  4  -57.60  -64.80  -50.40  17.50  15.00  20.00  0.250000  1.089720  4.000000  2.000000  -0.882353  0.485809 
118  10  4  -43.20  -50.40  -36.00  17.50  15.00  20.00  0.000000  0.000000  0.750000  1.030780  -1.000000  0.000000 
119  11  4  -28.80  -36.00  -21.60  17.50  15.00  20.00  0.750000  1.030780  0.000000  0.000000  1.000000  0.000000 
120  12  4  -14.40  -21.60  -7.20  17.50  15.00  20.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
121  13  4  0.00  -7.20  7.20  17.50  15.00  20.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
122  14  4  14.40  7.20  21.60  17.50  15.00  20.00  0.000000  0.000000  0.000000  0.000000  nan  nan 
123  15  4  28.80  21.60  36.00  17.50  15.00  20.00  1.000000  1.000000  0.000000  0.000000  1.000000  0.000000 
124  16  4  43.20  36.00  50.40  17.50  15.00  20.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
125  17  4  57.60  50.40  64.80  17.50  15.00  20.00  7.000000  2.645750  3.750000  2.015560  0.302326  0.298508 
126  18  4  72.00  64.80  79.20  17.50  15.00  20.00  49.000000  7.348470  20.500000  5.111260  0.410072  0.121015 
127  19  4  86.40  79.20  93.60  17.50  15.00  20.00  152.000000  12.971100  136.000000  12.237200  0.055556  0.061814 
128  20  4  100.80  93.60  108.00  17.50  15.00  20.00  324.000000  18.748300  279.000000  17.435600  0.074627  0.042347 
129  21  4  115.20  108.00  122.40  17.50  15.00  20.00  549.750000  24.188100  526.750000  23.681500  0.021366  0.031438 
130  22  4  129.60  122.40  136.80  17.50  15.00  20.00  666.250000  26.569500  655.750000  26.383000  0.007943  0.028323 
131  23  4  144.00  136.80  151.20  17.50  15.00  20.00  637.500000  25.920600  618.250000  25.601500  0.015329  0.029010 
132  24  4  158.40  151.20  165.60  17.50  15.00  20.00  601.000000  25.144600  598.000000  25.059900  0.002502  0.029608 
133  25  4  172.80  165.60  180.00  17.50  15.00  20.00  497.500000  22.953800  561.500000  24.256400  -0.060434  0.031487 
136  1  5  -172.80  -180.00  -165.60  22.50  20.00  25.00  193.000000  14.291600  196.250000  14.306900  -0.008349  0.051953 
137  2  5  -158.40  -165.60  -151.20  22.50  20.00  25.00  235.500000  15.728200  238.750000  15.860700  -0.006853  0.047098 
138  3  5  -144.00  -151.20  -136.80  22.50  20.00  25.00  324.000000  18.445900  306.250000  17.949600  0.028163  0.040822 
139  4  5  -129.60  -136.80  -122.40  22.50  20.00  25.00  401.250000  20.638300  446.250000  21.672300  -0.053097  0.035270 
140  5  5  -115.20  -122.40  -108.00  22.50  20.00  25.00  381.500000  20.239200  425.250000  21.241200  -0.054230  0.036326 
141  6  5  -100.80  -108.00  -93.60  22.50  20.00  25.00  270.500000  17.099000  271.000000  17.095300  -0.000923  0.044652 
142  7  5  -86.40  -93.60  -79.20  22.50  20.00  25.00  92.500000  10.093300  70.000000  8.803410  0.138462  0.081655 
143  8  5  -72.00  -79.20  -64.80  22.50  20.00  25.00  13.250000  3.929060  7.750000  3.250000  0.261905  0.239187 
144  9  5  -57.60  -64.80  -50.40  22.50  20.00  25.00  -0.250000  0.250000  -0.250000  0.250000  -0.000000  0.707107 
