# Kaon Beam-Spin Asymmetry (KIN-5) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  721.000000  28.301909  706.000000  27.991051  0.010512  0.027893 
-158.40  823.500000  30.068655  764.250000  29.307618  0.037317  0.026439 
-144.00  868.250000  30.990892  907.000000  31.634580  -0.021828  0.024941 
-129.60  1103.000000  35.060673  1161.000000  35.982571  -0.025618  0.022183 
-115.20  1512.500000  40.980213  1487.250000  40.736175  0.008417  0.019262 
-100.80  1874.750000  46.503345  2004.250000  47.515165  -0.033385  0.017137 
-86.40  2269.250000  51.504244  2313.000000  51.990450  -0.009548  0.015970 
-72.00  2422.750000  54.076936  2551.750000  55.313271  -0.025932  0.015547 
-57.60  2014.500000  49.813390  2048.000000  50.067453  -0.008246  0.017385 
-43.20  1543.500000  43.693558  1493.750000  43.174775  0.016380  0.020223 
-28.80  1158.250000  37.672120  1213.000000  38.574666  -0.023089  0.022732 
-14.40  957.250000  34.560648  957.500000  34.505453  -0.000131  0.025506 
0.00  895.750000  33.276293  931.750000  33.923663  -0.019699  0.025998 
14.40  976.000000  34.835347  963.000000  34.612122  0.006704  0.025325 
28.80  1214.750000  38.406543  1105.500000  37.230761  0.047085  0.023045 
43.20  1520.000000  43.646271  1511.750000  43.425970  0.002721  0.020308 
57.60  1958.000000  49.223981  1880.500000  48.372223  0.020190  0.017977 
72.00  2215.750000  51.476330  2107.750000  50.527883  0.024980  0.016681 
86.40  2034.500000  48.555324  1969.750000  47.998065  0.016170  0.017050 
100.80  1678.500000  43.607677  1613.750000  42.796765  0.019667  0.018555 
115.20  1334.750000  38.666039  1339.250000  38.683800  -0.001683  0.020454 
129.60  1013.000000  33.641477  1083.000000  34.612155  -0.033397  0.023019 
144.00  882.750000  31.353855  831.750000  30.570618  0.029746  0.025533 
158.40  698.000000  27.892679  784.500000  29.263896  -0.058347  0.027240 
172.80  670.250000  27.293534  703.500000  27.979913  -0.024204  0.028444 
