# Pion Beam-Spin Asymmetry (KIN-5) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  6194.250000  79.570375  6302.750000  80.245297  -0.008682  0.009042 
-158.40  6796.000000  83.357644  6925.250000  84.120064  -0.009420  0.008630 
-144.00  8006.750000  90.434017  8227.500000  91.716273  -0.013598  0.007933 
-129.60  9325.000000  97.775303  10081.000000  101.438389  -0.038957  0.007255 
-115.20  11858.750000  110.166091  12505.250000  113.098101  -0.026535  0.006478 
-100.80  14397.500000  121.688603  15477.250000  125.964027  -0.036143  0.005859 
-86.40  16154.500000  129.083792  17151.750000  132.955090  -0.029942  0.005561 
-72.00  15445.000000  126.629369  16443.250000  130.596463  -0.031305  0.005702 
-57.60  12715.250000  115.471587  13792.750000  119.971091  -0.040648  0.006277 
-43.20  9981.000000  102.456074  10714.250000  105.907697  -0.035431  0.007116 
-28.80  8252.500000  93.028921  8465.500000  94.193267  -0.012741  0.007918 
-14.40  6992.500000  85.531396  7113.000000  86.309085  -0.008543  0.008614 
0.00  6785.750000  84.163905  6806.000000  84.311907  -0.001490  0.008765 
14.40  7055.500000  85.913478  7064.000000  85.944752  -0.000602  0.008607 
28.80  8480.000000  94.240396  8268.000000  93.095427  0.012658  0.007909 
43.20  10363.750000  104.446471  10146.750000  103.378261  0.010580  0.007165 
57.60  12998.250000  116.620905  12015.250000  112.433084  0.039299  0.006472 
72.00  14066.250000  120.730856  13173.000000  116.990385  0.032793  0.006169 
86.40  13690.000000  118.780279  12764.500000  114.733962  0.034985  0.006239 
100.80  12275.500000  112.265872  11129.000000  107.035044  0.048986  0.006620 
115.20  10283.750000  102.684277  9813.750000  100.269911  0.023386  0.007139 
129.60  8720.750000  94.517525  8262.750000  91.988164  0.026967  0.007763 
144.00  7434.250000  87.207758  7260.000000  86.103187  0.011858  0.008339 
158.40  6687.750000  82.662322  6388.500000  80.772046  0.022885  0.008836 
172.80  6133.500000  79.185753  6158.250000  79.328053  -0.002014  0.009119 
