# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5           2       1.41421
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5           2       1.41421
     30         3         1          -144    -151.2    -136.8         2.5         0           5           3       1.73205
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5           2       1.41421
     32         5         1        -115.2    -122.4      -108         2.5         0           5         1.5       1.45774
     33         6         1        -100.8      -108     -93.6         2.5         0           5        4.75          2.25
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5        8.25       3.03109
     35         8         1           -72     -79.2     -64.8         2.5         0           5        14.5        4.0466
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5       12.75       3.94493
     37        10         1         -43.2     -50.4       -36         2.5         0           5          15       4.33013
     38        11         1         -28.8       -36     -21.6         2.5         0           5          33       6.06218
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5       26.25       5.56215
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5       30.25        5.9108
     41        14         1          14.4       7.2      21.6         2.5         0           5          35       6.32456
     42        15         1          28.8      21.6        36         2.5         0           5       32.75       6.16948
     43        16         1          43.2        36      50.4         2.5         0           5       24.25       5.37936
     44        17         1          57.6      50.4      64.8         2.5         0           5          18       4.66369
     45        18         1            72      64.8      79.2         2.5         0           5       15.75       4.16083
     46        19         1          86.4      79.2      93.6         2.5         0           5          10        3.3541
     47        20         1         100.8      93.6       108         2.5         0           5         4.5       2.26385
     48        21         1         115.2       108     122.4         2.5         0           5         4.5       2.26385
     49        22         1         129.6     122.4     136.8         2.5         0           5       -0.25          0.25
     50        23         1           144     136.8     151.2         2.5         0           5         2.5       1.76777
     51        24         1         158.4     151.2     165.6         2.5         0           5           3       1.73205
     52        25         1         172.8     165.6       180         2.5         0           5        1.25       1.47902
     55         1         2        -172.8      -180    -165.6         7.5         5          10           1             1
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10           1             1
     57         3         2          -144    -151.2    -136.8         7.5         5          10       -0.25          0.25
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10           1             1
     59         5         2        -115.2    -122.4      -108         7.5         5          10        0.75       1.03078
     60         6         2        -100.8      -108     -93.6         7.5         5          10        2.75          1.75
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10         9.5       3.37268
     62         8         2           -72     -79.2     -64.8         7.5         5          10          26       5.78792
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10          53       8.32166
     64        10         2         -43.2     -50.4       -36         7.5         5          10        75.5       10.3017
     65        11         2         -28.8       -36     -21.6         7.5         5          10      129.25       12.9976
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10      157.75       14.2061
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10         150       13.9194
     68        14         2          14.4       7.2      21.6         7.5         5          10      138.75       13.3346
     69        15         2          28.8      21.6        36         7.5         5          10       131.5       12.8306
     70        16         2          43.2        36      50.4         7.5         5          10      103.75       11.3054
     71        17         2          57.6      50.4      64.8         7.5         5          10       65.75       8.72138
     72        18         2            72      64.8      79.2         7.5         5          10          35       6.61438
     73        19         2          86.4      79.2      93.6         7.5         5          10         7.5        3.2596
     74        20         2         100.8      93.6       108         7.5         5          10           6       2.44949
     75        21         2         115.2       108     122.4         7.5         5          10           1             1
     76        22         2         129.6     122.4     136.8         7.5         5          10           5       2.23607
     77        23         2           144     136.8     151.2         7.5         5          10           1             1
     78        24         2         158.4     151.2     165.6         7.5         5          10       -0.25          0.25
     79        25         2         172.8     165.6       180         7.5         5          10           0             0
     82         1         3        -172.8      -180    -165.6        12.5        10          15       -0.25          0.25
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15           0             0
     84         3         3          -144    -151.2    -136.8        12.5        10          15        -0.5      0.353553
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15           1           1.5
     86         5         3        -115.2    -122.4      -108        12.5        10          15        0.25       1.08972
     87         6         3        -100.8      -108     -93.6        12.5        10          15        0.25       1.08972
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15         6.5       2.66927
     89         8         3           -72     -79.2     -64.8        12.5        10          15       30.25       6.11862
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15       81.75       10.4672
     91        10         3         -43.2     -50.4       -36        12.5        10          15      147.25       14.3853
     92        11         3         -28.8       -36     -21.6        12.5        10          15       192.5        17.011
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15         210       18.6078
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15         208       18.6882
     95        14         3          14.4       7.2      21.6        12.5        10          15      220.75       18.5017
     96        15         3          28.8      21.6        36        12.5        10          15       169.5       16.1284
     97        16         3          43.2        36      50.4        12.5        10          15       115.5       12.9856
     98        17         3          57.6      50.4      64.8        12.5        10          15       82.25       10.0343
     99        18         3            72      64.8      79.2        12.5        10          15       25.75       5.79332
    100        19         3          86.4      79.2      93.6        12.5        10          15        4.25       2.27761
    101        20         3         100.8      93.6       108        12.5        10          15        2.75          1.75
    102        21         3         115.2       108     122.4        12.5        10          15           1             1
    103        22         3         129.6     122.4     136.8        12.5        10          15           1             1
    104        23         3           144     136.8     151.2        12.5        10          15           1             1
    105        24         3         158.4     151.2     165.6        12.5        10          15           0             0
    106        25         3         172.8     165.6       180        12.5        10          15        1.75       1.43614
    109         1         4        -172.8      -180    -165.6        17.5        15          20       -0.25          0.25
    110         2         4        -158.4    -165.6    -151.2        17.5        15          20           0             0
    111         3         4          -144    -151.2    -136.8        17.5        15          20           0             0
    112         4         4        -129.6    -136.8    -122.4        17.5        15          20           0             0
    113         5         4        -115.2    -122.4      -108        17.5        15          20       -0.25          0.25
    114         6         4        -100.8      -108     -93.6        17.5        15          20           0             0
    115         7         4         -86.4     -93.6     -79.2        17.5        15          20         0.5       1.06066
    116         8         4           -72     -79.2     -64.8        17.5        15          20           1       2.44949
    117         9         4         -57.6     -64.8     -50.4        17.5        15          20        31.5       7.39087
    118        10         4         -43.2     -50.4       -36        17.5        15          20          83         12.52
    119        11         4         -28.8       -36     -21.6        17.5        15          20       93.75       15.0104
