#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5128                  17.0343                  31.9928                 0.998436              0.000301087                 0.889779                0.0064836                        1                       -1                        1                       -1                  1.01079                       -1                  1.34585                       -1                   1710.7                       454.389                       1.50872                0.0727364                 0.010003                     8193                       33                        1                 0.998328              0.000446872                 0.998468              0.000424832                 0.884146               0.00939697                 0.893976               0.00922821
   5129                  17.9962                  36.7302                 0.997751              0.000355632                 0.881602               0.00647844                        1                       -1                        1                       -1                  1.00625                       -1                  1.00776                       -1                  10671.1                       514.399                        1.7282                0.0806174                0.0100009                     8193                       33                        1                   0.9972              0.000571576                 0.998287              0.000442374                 0.880348               0.00931489                 0.882267               0.00924994
   5130                   15.095                   33.035                 0.998431              0.000334432                 0.896093               0.00657165                        1                       -1                        1                       -1                  1.00863                       -1                  4.13239                       -1                  1756.61                       456.487                       1.55368                0.0661817                0.0100013                     8193                       33                        1                 0.998257              0.000503064                 0.998681               0.00043956                 0.894046               0.00963222                 0.893813                0.0094226
   5131                  18.3744                  35.0034                 0.998648              0.000276014                 0.892201               0.00611272                        1                       -1                        1                       -1                  1.00953                       -1                 0.987429                       -1                  1855.02                       485.536                       1.64499                0.0725257                0.0100013                     8193                       33                        1                 0.998492              0.000418277                 0.998739              0.000380347                  0.89043               0.00871692                 0.891241               0.00890989
   5132                  18.4364                  34.3801                 0.998268              0.000316146                 0.893487               0.00619095                        1                       -1                        1                       -1                  1.00929                       -1                  1.11526                       -1                  1820.34                       475.732                       1.61412                0.0696782               0.00999905                     8193                       33                        1                 0.998098              0.000475455                 0.998711              0.000388773                 0.895533                0.0086755                 0.890226                 0.009085
   5133                  18.4615                  34.9985                 0.998393              0.000303743                 0.895548               0.00598091                        1                       -1                        1                       -1                  1.00635                       -1                  1.05592                       -1                  1850.42                       485.234                       1.64128                0.0716425                0.0100001                     8193                       33                        1                 0.998136              0.000466092                 0.998703              0.000390973                 0.903589               0.00823695                 0.886662               0.00885021
   5134                  11.9433                  33.6456                 0.998301              0.000333182                 0.898546               0.00599913                        1                       -1                        1                       -1                  1.00741                       -1                  1.13553                       -1                  1778.34                       464.386                       1.57916                0.0672869               0.00999795                     4097                       17                        1                 0.997815              0.000546299                 0.998806              0.000398142                 0.890421               0.00891742                 0.910029               0.00814555
   5135                  11.8459                  33.5522                 0.998641              0.000296568                 0.888607               0.00635755                        1                       -1                        1                       -1                  1.00954                       -1                  1.13699                       -1                  1784.08                        463.01                       1.56727                0.0679573                0.0100068                     4097                       17                        1                 0.998522              0.000445603                 0.998686              0.000415433                 0.885626               0.00940149                 0.892086               0.00881111
   5136                   10.843                  34.9143                 0.998608              0.000311235                 0.904321               0.00607562                        1                       -1                        1                       -1                  1.01972                       -1                  3.45862                       -1                  1850.84                       482.834                        1.6312                0.0718442               0.00999804                     4097                       17                        1                 0.998724              0.000425472                 0.998408              0.000480044                 0.903981               0.00865772                 0.903769               0.00878464
   5137                   11.915                  34.1631                  0.99833              0.000327532                  0.89717               0.00595676                        1                       -1                        1                       -1                  1.00834                       -1                  1.07395                       -1                  1798.92                       471.234                       1.59984                0.0691119                0.0100038                     4097                       17                        1                 0.999088              0.000344858                 0.997456              0.000583521                 0.899928                 0.008488                 0.894664               0.00854389
   5138                  11.9665                  35.0221                 0.998398              0.000320349                 0.893119               0.00625476                        1                       -1                        1                       -1                   1.0061                       -1                 0.960492                       -1                  1848.79                       485.606                       1.64137                0.0719262                0.0100005                     4097                       17                        1                 0.998175               0.00048783                  0.99856              0.000434284                  0.88601               0.00918555                 0.895928               0.00885923
   5139                  11.8944                  34.2196                 0.998841              0.000273208                 0.902481                0.0057969                        1                       -1                        1                       -1                  1.00979                       -1                   1.0765                       -1                  1808.74                       473.134                       1.60092                0.0696248                0.0100031                     4097                       17                        1                 0.998804              0.000398618                 0.998813              0.000395674                 0.903887               0.00824163                 0.899154               0.00843319
