#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4925                  1.03858                  27.3191                 0.995076              0.000408883                 0.942097               0.00283212                        1                       -1                        1                       -1                  0.89097                       -1                  1.77045                       -1                  1335.25                       545.718                       51.9251                  2.75009               0.00996932                     4097                     1025                        1                 0.995036              0.000630374                 0.995804              0.000581822                 0.942094               0.00429231                 0.942121               0.00440045
   4926                  1.06945                  27.1859                 0.993515              0.000463193                 0.941912               0.00284117                        1                       -1                        1                       -1                 0.884716                       -1                 0.900763                       -1                  1333.15                       542.962                       51.5235                  2.73401               0.00999021                     8193                     1025                        1                 0.994067              0.000636073                 0.993103              0.000686279                  0.94462               0.00398635                 0.937174               0.00426489
   4927                  1.00337                  34.1597                  0.99415              0.000439748                 0.922819               0.00335252                        1                       -1                        1                       -1                 0.844701                       -1                 0.802721                       -1                   1650.5                        679.47                       64.7689                  3.87978                0.0100092                     8193                     1025                        1                 0.994272              0.000670433                 0.994323               0.00065989                 0.923425               0.00516269                 0.919556               0.00520351
   4928                  1.00183                  34.1085                 0.994238              0.000436843                 0.931825               0.00314469                        1                       -1                        1                       -1                 0.839494                       -1                 0.809524                       -1                  1653.73                       680.376                       64.8906                   3.9032                0.0100096                     8193                     1025                        1                 0.994425              0.000661601                 0.994121              0.000674387                 0.934982               0.00479317                 0.930584               0.00482478
   4929                 0.997913                  34.0684                 0.994257              0.000436612                 0.931982               0.00316107                        1                       -1                        1                       -1                 0.843391                       -1                 0.784247                       -1                  1665.38                       680.069                       64.7406                  3.89772               0.00996877                     8193                     1025                        1                  0.99354              0.000704795                 0.994668               0.00064666                 0.933451               0.00485356                 0.929144               0.00486638
   4930                 0.969407                  34.3586                  0.99388              0.000449933                  0.93245               0.00311917                        1                       -1                        1                       -1                 0.867097                       -1                 0.833333                       -1                  1662.04                       684.997                        65.264                  3.93463               0.00999491                     8193                     1025                        1                 0.993683              0.000701864                 0.993906              0.000690035                 0.928209               0.00493065                 0.933972                0.0047528
   4931                  1.04016                  28.2347                 0.994487              0.000431848                 0.939891                0.0029021                        1                       -1                        1                       -1                   0.8777                       -1                 0.888587                       -1                  1377.43                       563.756                       53.5462                  2.88182               0.00998925                     8193                     1025                        1                 0.994694              0.000608657                 0.994125              0.000637237                 0.946032               0.00394655                 0.931515               0.00445801
   4932                  1.06042                  27.7984                 0.993649              0.000458321                 0.940793                0.0028959                        1                       -1                        1                       -1                 0.878492                       -1                 0.863517                       -1                  1354.42                       555.665                       52.9319                  2.83164               0.00998772                     8193                     1025                        1                 0.993429              0.000667176                 0.993605              0.000659593                  0.93825               0.00425105                 0.942465                0.0040992
   4933                 0.997822                  34.1435                 0.993735              0.000454544                 0.928959               0.00318661                        1                       -1                        1                       -1                 0.840865                       -1                 0.791096                       -1                  1652.82                       682.124                       65.0153                  3.91755               0.00999166                     8193                     1025                        1                 0.994365              0.000668742                 0.993404              0.000728452                 0.924871               0.00507672                 0.929958               0.00492811
   4934                   1.0082                  34.7152                 0.993572              0.000462711                 0.931923                0.0031845                        1                       -1                        1                       -1                 0.830266                       -1                 0.762069                       -1                  1674.13                       691.327                       65.6905                  3.99396               0.00998549                     8193                     1025                        1                 0.993611              0.000709891                 0.993211              0.000727905                 0.938517               0.00471552                 0.926298               0.00496898
