# Pion Beam-Spin Asymmetry (KIN-11) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  3150.750000  56.445151  3097.000000  55.964276  0.008603  0.012722 
-158.40  3232.000000  57.255996  3365.250000  58.309008  -0.020198  0.012385 
-144.00  3703.250000  61.240782  3847.500000  62.454934  -0.019104  0.011582 
-129.60  4346.750000  66.395132  4683.500000  68.859514  -0.037291  0.010586 
-115.20  5280.500000  73.211141  5870.500000  77.086818  -0.052910  0.009521 
-100.80  6516.750000  81.345323  7278.000000  85.909807  -0.055184  0.008564 
-86.40  7169.750000  85.403813  7885.500000  89.518821  -0.047542  0.008209 
-72.00  6932.250000  84.198829  7627.500000  88.243255  -0.047752  0.008368 
-57.60  5635.500000  75.992626  5989.250000  78.271536  -0.030431  0.009380 
-43.20  4322.500000  66.600526  4564.250000  68.420996  -0.027203  0.010741 
-28.80  3552.500000  60.410101  3598.750000  60.799375  -0.006467  0.011985 
-14.40  3165.750000  56.974177  3126.000000  56.698806  0.006318  0.012775 
0.00  3147.500000  56.805569  2997.500000  55.458311  0.024410  0.012915 
14.40  3152.750000  56.794052  3000.250000  55.508439  0.024785  0.012903 
28.80  3444.250000  59.530964  3251.000000  57.855450  0.028864  0.012394 
43.20  4165.750000  65.572959  3798.500000  62.612893  0.046112  0.011372 
57.60  5063.500000  72.018178  4784.000000  70.108824  0.028383  0.010203 
72.00  5740.500000  76.533469  5186.500000  72.858554  0.050700  0.009659 
86.40  5836.750000  77.157729  5216.000000  72.928055  0.056162  0.009590 
100.80  5418.250000  74.198635  4766.750000  69.593956  0.063967  0.009968 
115.20  4720.750000  69.199443  4278.000000  65.929901  0.049201  0.010609 
129.60  3917.500000  62.983129  3788.750000  61.990385  0.016707  0.011466 
144.00  3596.250000  60.360864  3217.000000  57.070110  0.055664  0.012173 
158.40  3131.000000  56.322718  2952.500000  54.755143  0.029342  0.012907 
172.80  2960.250000  54.760271  2965.500000  54.839542  -0.000886  0.013078 
