# Pion Beam-Spin Asymmetry (KIN-6)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  212.500000  14.769100  211.500000  14.692700  0.002358  0.049133 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  204.250000  14.454700  216.250000  14.864000  -0.028537  0.049288 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  231.250000  15.360300  246.500000  15.839000  -0.031920  0.046161 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  341.500000  18.765000  319.500000  18.169300  0.033283  0.039495 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  465.750000  21.818900  445.000000  21.330700  0.022783  0.033495 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  616.250000  25.193000  604.750000  24.951200  0.009419  0.029039 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  878.000000  29.987500  870.500000  29.893600  0.004289  0.024216 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  1126.250000  33.980700  1211.500000  35.261500  -0.036467  0.020933 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  1459.750000  38.698400  1496.250000  39.191000  -0.012348  0.018631 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  1750.500000  42.424900  1689.250000  41.655600  0.017807  0.017282 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  1819.500000  43.288300  1813.000000  43.364700  0.001789  0.016868 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  2070.500000  46.137000  2098.250000  46.507400  -0.006657  0.015714 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  2081.250000  46.283800  2139.000000  46.866800  -0.013684  0.015607 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  1880.750000  44.114200  2025.000000  45.593300  -0.036933  0.016234 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  1706.250000  41.948600  1670.500000  41.486400  0.010587  0.017471 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  1554.000000  39.940600  1464.250000  38.812900  0.029736  0.018444 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  1272.750000  36.115300  1159.250000  34.625700  0.046669  0.020555 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  927.500000  30.913200  947.000000  31.237000  -0.010403  0.023444 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  748.750000  27.641700  709.750000  27.042800  0.026740  0.026508 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  546.500000  23.656400  553.250000  23.778900  -0.006138  0.030499 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  379.500000  19.846300  411.500000  20.515200  -0.040455  0.036067 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  299.250000  17.505400  284.000000  17.036700  0.026147  0.041866 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  249.750000  16.048800  255.000000  16.240400  -0.010401  0.045232 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  196.750000  14.170800  211.500000  14.650100  -0.036130  0.049899 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  208.750000  14.588100  194.750000  14.055700  0.034696  0.050170 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  14.000000  3.905120  11.750000  3.648630  0.087379  0.207111 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  9.500000  3.181980  15.750000  4.160830  -0.247525  0.200227 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  21.750000  4.828300  28.500000  5.396760  -0.134328  0.143259 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  61.000000  7.968690  76.000000  8.860020  -0.109489  0.086495 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  192.750000  14.117800  226.750000  15.315400  -0.081049  0.049489 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  573.250000  24.298900  631.500000  25.389500  -0.048350  0.029143 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  1314.500000  36.913800  1440.250000  38.486200  -0.045648  0.019342 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  2458.750000  50.463500  2686.750000  52.816300  -0.044311  0.014182 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  4142.000000  65.618200  4290.250000  66.670400  -0.017581  0.011092 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  5687.500000  77.140300  5941.500000  78.721800  -0.021842  0.009476 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  7235.500000  87.127100  7087.750000  86.360100  0.010315  0.008564 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  7936.000000  91.431700  8137.000000  92.612100  -0.012505  0.008096 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  8109.500000  92.527700  8074.500000  92.223200  0.002163  0.008072 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  7361.750000  88.130900  7390.500000  88.203600  -0.001949  0.008452 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  6015.250000  79.529500  5773.750000  78.040500  0.020485  0.009450 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  4542.500000  68.906600  4383.250000  67.762000  0.017842  0.010826 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  3203.500000  57.687700  2929.250000  55.251100  0.044719  0.013013 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  1810.750000  43.342400  1740.250000  42.514000  0.019854  0.017094 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  1038.500000  32.812000  852.750000  29.821300  0.098215  0.023338 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  487.000000  22.293500  440.750000  21.355600  0.049852  0.033246 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  209.250000  14.711800  195.000000  14.186300  0.035250  0.050523 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  80.000000  9.151500  63.500000  8.162410  0.114983  0.084899 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  33.250000  5.952940  45.500000  6.882950  -0.155556  0.114358 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  17.500000  4.257350  18.000000  4.387480  -0.014085  0.172156 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  9.750000  3.172140  11.500000  3.482100  -0.082353  0.220717 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  2.500000  1.767770  1.750000  1.436140  0.176471  0.524767 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  1.000000  1.000000  1.250000  1.479020  -0.111111  0.765034 
84  3  3  -144.00  -151.20  -136.80  12.50  10.00  15.00  4.500000  2.263850  2.750000  1.750000  0.241379  0.381968 
85  4  3  -129.60  -136.80  -122.40  12.50  10.00  15.00  2.750000  1.750000  4.000000  2.000000  -0.185185  0.390771 
86  5  3  -115.20  -122.40  -108.00  12.50  10.00  15.00  5.250000  2.487470  6.750000  2.883140  -0.125000  0.313972 
87  6  3  -100.80  -108.00  -93.60  12.50  10.00  15.00  81.500000  9.130990  71.500000  8.638580  0.065359  0.082034 
88  7  3  -86.40  -93.60  -79.20  12.50  10.00  15.00  461.250000  22.015600  526.250000  23.418700  -0.065823  0.032487 
89  8  3  -72.00  -79.20  -64.80  12.50  10.00  15.00  1689.000000  42.193000  1776.750000  43.180600  -0.025319  0.017415 
90  9  3  -57.60  -64.80  -50.40  12.50  10.00  15.00  3570.250000  61.896600  4003.000000  65.262900  -0.057142  0.011860 
91  10  3  -43.20  -50.40  -36.00  12.50  10.00  15.00  6007.000000  80.882600  6470.500000  83.575600  -0.037147  0.009316 
92  11  3  -28.80  -36.00  -21.60  12.50  10.00  15.00  7756.250000  92.586100  7977.500000  93.738300  -0.014062  0.008373 
93  12  3  -14.40  -21.60  -7.20  12.50  10.00  15.00  8528.000000  97.694700  8752.750000  98.643600  -0.013006  0.008034 
