# Pion Beam-Spin Asymmetry (KIN-6) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  230.000000  15.451578  227.000000  15.313407  0.006565  0.047601 
-158.40  214.500000  14.878705  236.000000  15.604519  -0.047725  0.047806 
-144.00  258.250000  16.330610  279.500000  16.922587  -0.039517  0.043705 
-129.60  408.750000  20.562411  398.500000  20.319287  0.012697  0.035808 
-115.20  666.750000  26.188054  679.500000  26.459832  -0.009471  0.027652 
-100.80  1274.750000  36.246535  1306.750000  36.651250  -0.012396  0.019967 
-86.40  2696.000000  52.865422  2868.250000  54.421392  -0.030957  0.013630 
-72.00  5783.250000  77.752411  6235.250000  80.715149  -0.037609  0.009319 
-57.60  11472.000000  110.784730  12165.250000  113.737354  -0.029329  0.006715 
-43.20  18494.250000  143.553763  19586.500000  147.112632  -0.028682  0.005396 
-28.80  23340.750000  164.270579  23625.000000  165.310285  -0.006052  0.004962 
-14.40  25043.750000  171.468846  25698.250000  173.512790  -0.012899  0.004807 
0.00  25404.000000  172.974715  25669.000000  173.688636  -0.005189  0.004800 
14.40  23509.500000  166.718651  23364.000000  166.231022  0.003104  0.005023 
28.80  20377.500000  154.481037  19472.000000  151.305153  0.022723  0.005425 
43.20  14702.500000  127.850005  14059.750000  125.324856  0.022347  0.006223 
57.60  8437.250000  94.740102  7702.000000  90.861148  0.045557  0.008126 
72.00  4145.000000  65.935596  4059.500000  65.288811  0.010421  0.011309 
86.40  2163.750000  47.477007  1921.750000  44.953440  0.059234  0.015980 
100.80  1125.750000  34.129356  1073.000000  33.380351  0.023991  0.021707 
115.20  611.500000  25.315512  623.250000  25.454606  -0.009516  0.029075 
129.60  390.250000  20.154131  354.750000  19.269448  0.047651  0.037390 
144.00  295.250000  17.569547  300.750000  17.778163  -0.009228  0.041935 
158.40  217.250000  14.981209  243.500000  15.823254  -0.056972  0.047222 
172.80  218.500000  14.970809  205.750000  14.527998  0.030053  0.049150 
