# Kaon Beam-Spin Asymmetry (KIN-7) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  7.000000  2.645750  2.000000  1.414210  0.555556  0.277159 
-158.40  1.750000  1.436143  1.000000  1.000000  0.272727  0.598704 
-144.00  1.000000  1.000000  3.000000  1.732048  -0.500000  0.433013 
-129.60  1.500000  1.457738  2.500000  1.767769  -0.250000  0.563368 
-115.20  5.500000  2.474873  6.750000  2.657536  -0.102041  0.295838 
-100.80  19.500000  4.486088  3.750000  2.304884  0.677419  0.177557 
-86.40  43.250000  6.740732  46.250000  6.869316  -0.033520  0.107525 
-72.00  121.500000  11.330263  104.500000  10.494047  0.075221  0.068134 
-57.60  275.500000  17.388931  245.250000  16.505676  0.058089  0.045978 
-43.20  451.750000  23.147628  456.750000  23.201546  -0.005504  0.036075 
-28.80  648.000000  27.915077  666.000000  28.631275  -0.013699  0.030424 
-14.40  699.500000  29.327887  752.000000  30.385031  -0.036169  0.029076 
0.00  733.000000  30.049993  742.750000  30.381966  -0.006607  0.028955 
14.40  719.250000  29.562424  685.750000  29.172955  0.023843  0.029560 
28.80  591.000000  26.711421  601.250000  26.850291  -0.008597  0.031767 
43.20  398.000000  21.575469  402.500000  21.636204  -0.005621  0.038170 
57.60  223.000000  15.668443  186.750000  14.476274  0.088469  0.051901 
72.00  90.500000  9.804337  105.750000  10.538621  -0.077707  0.073156 
86.40  45.500000  6.973165  46.000000  6.873862  -0.005464  0.107022 
100.80  23.500000  4.911724  11.000000  3.499998  0.362319  0.165357 
115.20  11.500000  3.482097  4.750000  2.250001  0.415385  0.232594 
129.60  6.750000  2.657536  4.250000  2.277606  0.227273  0.315318 
144.00  2.750000  1.749999  4.000000  2.000000  -0.185185  0.390771 
158.40  6.750000  2.657537  2.500000  1.767766  0.459459  0.319237 
172.80  2.000000  1.414214  3.000000  1.732050  -0.200000  0.438178 
