#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4892                  2.77541                  65.2169                 0.990409              0.000563197                 0.971274               0.00189824             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.997621                       -1                 0.981176                       -1                  680.916                       105.056                       122.276                   2.2914                0.0099867                     4097                     4097                        1                 0.990595              0.000834587                 0.990959              0.000818539                 0.970141               0.00290018                 0.973928               0.00270357
   4893                   3.1707                  47.5032                 0.990535              0.000556756                 0.971943               0.00185405             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.998022                       -1                 0.983508                       -1                  498.022                        75.805                       89.4925                  1.43891               0.00999295                     4097                     4097                        1                  0.99031               0.00081029                 0.990393              0.000803377                  0.97104               0.00267739                 0.971201               0.00272127
   4894                  3.28566                  36.2594                 0.991001              0.000559151                  0.97141               0.00190597             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.998123                       -1                 0.996689                       -1                  384.768                       57.5341                       68.4897                 0.987481                0.0099983                     4097                     4097                        1                 0.991372              0.000804607                  0.99139               0.00080292                  0.97602               0.00257094                 0.968843               0.00290539
   4895                  5.12164                     45.2                 0.991362              0.000527679                 0.970797               0.00190502             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.999946                       -1                 0.985878                       -1                  468.732                       71.9976                       85.1828                 0.822324               0.00999907                     4097                     4097                        1                 0.991504               0.00076608                 0.991232              0.000781085                 0.972643               0.00269559                   0.9672               0.00295748
   4896                  5.26803                  50.6063                 0.991493              0.000521587                 0.971554               0.00186355             5.43472e-323             1.99434e-314             6.92319e-310                        0                  1.00007                       -1                 0.977906                       -1                   525.89                       80.7372                       95.3237                 0.908181                0.0100002                     4097                     4097                        1                 0.991005              0.000768479                 0.991837              0.000730121                 0.974059               0.00256854                 0.968106               0.00279729
   4897                  4.98884                  58.8052                 0.990369              0.000556018                 0.972565               0.00184966             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.999874                       -1                  0.98467                       -1                  607.642                       94.0794                       110.506                  1.11969               0.00999568                     4097                     4097                        1                 0.989545              0.000842476                 0.991111              0.000782596                 0.973316               0.00265519                 0.973741                0.0026526
   4898                  5.16886                   49.922                 0.990945              0.000545072                  0.97145               0.00190331             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.999978                       -1                 0.983575                       -1                  517.001                       79.4892                       93.9903                 0.890373               0.00999627                     4097                     4097                        1                 0.991102              0.000792724                   0.9912              0.000780918                 0.973017               0.00271188                 0.970297               0.00281928
   4899                  5.26227                  49.6194                 0.991068              0.000535707                 0.971791                0.0018641             5.43472e-323             1.99434e-314             6.92319e-310                        0                  0.99983                       -1                 0.990566                       -1                  516.377                       79.0195                       93.3591                 0.885814               0.00999502                     4097                     4097                        1                 0.992328              0.000709289                 0.990106              0.000807826                 0.972028               0.00264311                 0.971022               0.00271405
   4900                  5.58397                  33.9741                 0.990957              0.000554462                 0.976812               0.00171878             5.43472e-323             1.99434e-314             6.92319e-310                        0                  1.00007                       -1                 0.987226                       -1                  354.898                       53.6543                       64.2695                 0.522306                0.0100024                     4097                     4097                        1                 0.990173               0.00083056                 0.991644              0.000762792                 0.974803               0.00257164                 0.978272               0.00238493
   4901                   5.4291                  48.1208                 0.991647              0.000515096                 0.976447               0.00166963             5.43472e-323             1.99434e-314             6.92319e-310                        0                 0.999989                       -1                 0.984057                       -1                  499.697                       76.3883                       90.7967                 0.831147                0.0100069                     4097                     4097                        1                 0.992898              0.000689824                 0.990738              0.000791286                 0.975056               0.00248206                 0.977755               0.00237129
