#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5313                  3.13782                  30.2215                 0.997678              0.000313039                 0.915366               0.00416963             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00034                       -1                 0.958614                       -1                  1753.18                        576.17                       16.7409                 0.852038                 0.010007                     8193                      513                        1                 0.997411              0.000480775                 0.997952              0.000427131                 0.921941               0.00573902                 0.907789               0.00642466
   5314                  3.13666                  29.9546                  0.99709              0.000352885                 0.916824               0.00417449             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00036                       -1                 0.960878                       -1                  1733.91                         570.2                        16.536                 0.837485                0.0100083                     8193                      513                        1                 0.996665              0.000548194                 0.997281               0.00049644                 0.917553               0.00604529                  0.91917               0.00597515
   5315                  3.12399                  30.3286                 0.998141              0.000280191                 0.914467               0.00425018             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00198                       -1                 0.953398                       -1                  1752.96                       577.949                       16.7518                  0.85798               0.00999955                     8193                      513                        1                 0.998116              0.000411215                 0.998198              0.000402859                 0.912297               0.00629674                 0.916336               0.00606959
   5316                  3.12447                  29.9305                 0.997124              0.000351393                 0.918834               0.00412591             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00032                       -1                  0.95977                       -1                  1734.82                        570.04                       16.5532                 0.837802                0.0100009                     8193                      513                        1                 0.996852              0.000532069                 0.997349              0.000492335                 0.909854               0.00631147                 0.923077               0.00584835
   5317                  3.05644                  29.1941                 0.997389               0.00033703                 0.914163               0.00429185             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00054                       -1                 0.949427                       -1                  1692.91                       555.919                        16.144                 0.817966                0.0100101                     8193                      513                        1                 0.997388              0.000484975                 0.997373              0.000487787                 0.918304               0.00603917                 0.907432               0.00641843
   5318                  3.14153                  30.2521                  0.99729              0.000338696                 0.914995                 0.004193             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00033                       -1                 0.953802                       -1                  1752.27                       576.035                       16.7111                 0.852222                0.0100053                     8193                      513                        1                  0.99737              0.000488317                 0.997178              0.000498885                 0.920177               0.00594963                 0.909836               0.00623677
   5319                    3.121                  30.2565                 0.996819              0.000367349                 0.917063               0.00414167             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00049                       -1                 0.946705                       -1                  1754.25                       576.618                        16.732                 0.858457                0.0100047                     8193                      513                        1                 0.996318              0.000574993                  0.99739              0.000484626                 0.924684               0.00572614                 0.909882                0.0062636
   5320                  3.04543                  30.2445                 0.997798              0.000305426                 0.917596               0.00424404             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00041                       -1                 0.955313                       -1                  1750.56                       575.502                       16.7368                 0.851425                0.0100006                     8193                      257                        1                 0.998192               0.00040417                 0.997489              0.000474617                 0.917864                0.0060717                 0.914582               0.00634904
   5321                  3.02955                  30.2816                 0.996551               0.00038091                 0.912484               0.00429598             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00043                       -1                 0.951049                       -1                  1754.61                       577.004                        16.733                 0.857777                0.0100054                     8193                      257                        1                 0.996449              0.000561384                 0.996602               0.00055128                 0.912688               0.00630123                 0.910887               0.00625452
   5322                  3.04767                  28.7264                 0.997378              0.000335708                  0.91414                0.0042664             5.43472e-323             1.99434e-314             6.93945e-310                        0                  1.00042                       -1                 0.953774                       -1                  1666.19                       546.139                        15.874                 0.788762               0.00999125                     8193                      257                        1                 0.997353              0.000491571                 0.997102              0.000512257                 0.919241               0.00596988                 0.909339               0.00642676
