#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4999                  16.5621                  49.6733                  0.99765               0.00040904                 0.955901               0.00436641             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00267                       -1                  0.98771                       -1                  436.311                       28.1572                       8.35715                0.0504796                0.0100053                      513                      129                        1                 0.997784              0.000572249                 0.997964              0.000544241                  0.95837               0.00607232                 0.953613               0.00643274
   5000                  13.0271                  48.1875                 0.998072              0.000340774                 0.959216               0.00399923             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00256                       -1                 0.989271                       -1                   404.46                       26.0291                       8.02752                0.0476025               0.00999841                      257                       65                        1                 0.998647              0.000408049                 0.997631              0.000543571                 0.962723               0.00549622                 0.957361               0.00585689
   5001                  18.7072                  46.7144                 0.998295              0.000328164                  0.96185               0.00383425             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00275                       -1                 0.988021                       -1                  399.675                       25.6576                       7.79354                0.0472882                 0.010006                      513                      129                        1                 0.998828              0.000390727                 0.997929              0.000517665                 0.963884               0.00538379                 0.958861               0.00570499
   5002                  29.6542                  56.3046                 0.998009              0.000284368                 0.964747               0.00295839             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00198                       -1                 0.989749                       -1                  423.521                       27.2199                       9.18028                0.0537409                0.0100024                      513                      129                        1                 0.998011              0.000406015                  0.99802              0.000404173                   0.9645               0.00421307                 0.966084               0.00417474
   5003                  30.0482                  57.6223                 0.997651               0.00030579                 0.970005               0.00272682             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00155                       -1                 0.992138                       -1                  431.421                       27.7868                       9.40434                0.0544136                0.0100006                      513                      129                        1                 0.997454              0.000457349                 0.997904              0.000411012                 0.970005               0.00390501                 0.970262               0.00387155
   5004                  29.6206                  54.4573                 0.998101              0.000276974                 0.969575                0.0027659             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00526                       -1                 0.995957                       -1                  404.671                       26.1746                       8.87602                  0.05102                0.0100032                      513                      129                        1                 0.998159              0.000392602                 0.997944              0.000411286                 0.970277               0.00386959                 0.969126               0.00401944
   5005                  29.1842                  57.4474                 0.997944              0.000290823                  0.96913               0.00279488             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00187                       -1                 0.990159                       -1                  440.134                       28.1997                       9.38674                0.0547955                0.0100017                      513                      129                        1                 0.998141              0.000396384                 0.997644                0.0004453                 0.967022               0.00409044                 0.970244               0.00397626
   5006                  28.6879                  58.0909                  0.99755              0.000318905                 0.967156                0.0028587             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                   1.0025                       -1                 0.987242                       -1                  447.813                       28.7746                       9.53884                0.0559993               0.00999908                      513                      129                        1                 0.997409              0.000473113                 0.997811              0.000429391                 0.970939                0.0038834                 0.962963               0.00430547
   5007                  29.9525                  58.8933                 0.998413              0.000250915                 0.965881               0.00289392             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00295                       -1                 0.991939                       -1                  444.601                       28.6015                       9.61182                0.0566076                0.0100002                      513                      129                        1                 0.998376              0.000363086                 0.998381              0.000362087                 0.968277               0.00393473                 0.964706               0.00424891
   5008                   29.756                  57.8804                 0.998317              0.000259666                 0.963469               0.00301301             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                   1.0014                       -1                 0.992218                       -1                  432.069                        27.977                       9.42866                0.0553848               0.00999817                      513                      129                        1                  0.99795              0.000409937                 0.998683              0.000329354                 0.966938               0.00410084                 0.961832               0.00440725
   5009                  30.0129                  57.7724                 0.998285              0.000261586                 0.965775               0.00287211             1.38338e-322             1.99434e-314             6.90866e-310             1.08694e-322                  1.00204                       -1                 0.989605                       -1                   424.49                       27.5201                       9.40028                0.0546369               0.00999995                      513                      129                        1                 0.998207               0.00038236                 0.998379              0.000362468                 0.964827               0.00414523                  0.96642                0.0040722
