#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5013                  15.0306                  58.8083                 0.995859              0.000427127                 0.954926               0.00323615             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                   1.0008                       -1                 0.981221                       -1                  676.326                       67.3662                        32.342                 0.253284                0.0100005                     1025                      513                        1                 0.995769              0.000623835                 0.995689              0.000622256                 0.952729               0.00479964                 0.955483               0.00456738
   5014                  15.1376                   54.833                 0.995621              0.000442297                  0.95571               0.00325628             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00068                       -1                 0.985875                       -1                   619.99                       61.7627                       30.1308                 0.228303                0.0100012                     1025                      513                        1                 0.995306              0.000657348                 0.995692              0.000628383                 0.953049               0.00476711                  0.95998               0.00447437
   5015                  14.7287                  54.8628                 0.996221              0.000414789                  0.95776               0.00319304             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                   1.0006                       -1                  0.98622                       -1                  624.065                       61.9613                       30.1661                 0.229521                0.0100014                     1025                      513                        1                 0.996489              0.000577277                 0.996278              0.000588495                 0.956308               0.00463131                 0.958312               0.00457581
   5017                  15.1215                  58.5019                 0.995788              0.000429905                 0.960027               0.00302164             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00063                       -1                 0.982592                       -1                  671.357                       66.4705                       32.1288                 0.250148                0.0100008                     1025                      513                        1                 0.995575              0.000632168                 0.995828              0.000615122                 0.965567                 0.004058                  0.95537               0.00455507
   5018                  15.1286                  58.5555                 0.996682              0.000383146                 0.951391               0.00337046             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00068                       -1                 0.983353                       -1                  677.545                       67.2483                       32.2134                 0.249452               0.00999757                     1025                      513                        1                 0.996655              0.000557517                  0.99676              0.000539957                 0.951965               0.00482769                 0.950835               0.00484434
   5019                  15.0621                  58.5574                 0.996203              0.000409449                 0.954441               0.00322956             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                   1.0005                       -1                 0.986392                       -1                  677.675                       67.2722                       32.2767                 0.250983               0.00999922                     1025                      513                        1                 0.996191              0.000587769                 0.996158              0.000592877                 0.954459               0.00464799                 0.955408               0.00459932
   5020                  14.3469                  48.4047                 0.996271              0.000422269                 0.953634               0.00340889             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00364                       -1                 0.990556                       -1                  569.507                        55.694                       26.7916                  0.19748                0.0100036                     1025                      513                        1                 0.996568              0.000580065                 0.996031              0.000619857                 0.945352               0.00528298                 0.960794                0.0044679
   5021                  14.9873                  52.3408                 0.996282              0.000408082                 0.952359               0.00334377             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                   1.0179                       -1                 0.997557                       -1                  607.606                        59.913                       28.8819                 0.215369                0.0100056                     1025                      513                        1                  0.99602              0.000599968                 0.996466              0.000573274                 0.951382               0.00481387                 0.954589               0.00468375
   5022                  15.0589                  52.1913                 0.996739              0.000381616                 0.944032               0.00360524             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00723                       -1                 0.986828                       -1                  604.182                       59.1297                       28.7607                 0.214825               0.00999887                     1025                      513                        1                 0.996981              0.000525578                 0.996477              0.000571467                 0.938707               0.00543891                 0.948975                0.0049328
   5023                  14.3315                  56.7516                 0.996476              0.000401545                 0.947279               0.00357894             1.38338e-322             1.99434e-314             6.91657e-310             1.08694e-322                  1.00058                       -1                 0.986133                       -1                  684.092                       67.7884                       31.6169                 0.251836               0.00999487                     1025                      513                        1                 0.996338              0.000586385                 0.996483              0.000578154                 0.943972               0.00529415                 0.949673               0.00503271
