# Kaon Beam-Spin Asymmetry (KIN-9)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  18.750000  4.366060  9.000000  3.000000  0.351351  0.178208 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  9.000000  3.000000  9.000000  3.000000  0.000000  0.235702 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  9.750000  3.172140  8.000000  2.828430  0.098592  0.237900 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  8.000000  2.828430  7.000000  2.645750  0.066667  0.257625 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  5.000000  2.236070  10.000000  3.162280  -0.333333  0.243432 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  6.000000  2.449490  7.000000  2.645750  -0.076923  0.276528 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  5.750000  2.462210  5.000000  2.236070  0.069767  0.308075 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  3.000000  1.732050  1.750000  1.436140  0.263158  0.466954 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  3.000000  1.732050  2.000000  1.414210  0.200000  0.438177 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  5.000000  2.236070  4.000000  2.000000  0.111111  0.331269 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  1.750000  1.436140  1.000000  1.000000  0.272727  0.598703 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  0.000000  0.000000  3.000000  1.732050  -1.000000  0.000000 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  1.000000  1.000000  3.000000  1.732050  -0.500000  0.433013 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  3.000000  1.732050  2.750000  1.750000  0.043478  0.428807 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  2.750000  1.750000  2.000000  1.414210  0.157895  0.463788 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  2.000000  1.414210  2.000000  1.414210  0.000000  0.499999 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  5.750000  2.462210  4.000000  2.000000  0.179487  0.318548 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  7.000000  2.645750  5.000000  2.236070  0.166667  0.284638 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  7.000000  2.645750  8.000000  2.828430  -0.066667  0.257625 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  7.000000  2.645750  10.000000  3.162280  -0.176471  0.238729 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  17.000000  4.123110  10.750000  3.326030  0.225225  0.186594 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  15.000000  3.872980  12.000000  3.464100  0.111111  0.191258 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  11.000000  3.316620  6.000000  2.449490  0.294118  0.231808 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  11.000000  3.316620  5.000000  2.236070  0.375000  0.231756 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  75.000000  8.732120  74.750000  8.663860  0.001669  0.082142 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  57.750000  7.619880  80.750000  9.003470  -0.166065  0.083992 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  74.500000  8.667470  66.500000  8.192980  0.056738  0.084454 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  41.500000  6.490380  43.750000  6.637960  -0.026393  0.108873 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  34.750000  5.921360  44.750000  6.712860  -0.125786  0.111714 
