# Pion Beam-Spin Asymmetry (KIN-9)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  44.500000  6.717510  33.750000  5.836310  0.137380  0.112607 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  40.750000  6.408000  38.000000  6.164410  0.034921  0.112827 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  39.500000  6.334430  39.750000  6.329490  -0.003155  0.112994 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  30.000000  5.477230  25.000000  5.000000  0.090909  0.134282 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  26.500000  5.208170  25.750000  5.105140  0.014354  0.139553 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  16.750000  4.130680  24.000000  4.898980  -0.177914  0.154998 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  23.000000  4.795830  14.500000  3.889090  0.226667  0.161138 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  15.000000  3.872980  10.000000  3.162280  0.200000  0.195959 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  8.000000  2.828430  8.000000  2.828430  0.000000  0.250000 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  4.750000  2.250000  9.000000  3.000000  -0.309091  0.261938 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  9.000000  3.000000  8.000000  2.828430  0.058824  0.242116 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  3.000000  1.732050  6.000000  2.449490  -0.333333  0.314270 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  10.000000  3.162280  5.000000  2.236070  0.333333  0.243432 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  2.000000  1.414210  8.750000  3.010400  -0.627907  0.238163 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  11.000000  3.316620  4.000000  2.000000  0.466667  0.228360 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  11.750000  3.473110  5.000000  2.236070  0.402985  0.224507 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  13.000000  3.605550  8.000000  2.828430  0.238095  0.211942 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  15.000000  3.872980  12.000000  3.464100  0.111111  0.191258 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  17.000000  4.123110  19.000000  4.358900  -0.055556  0.166409 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  17.000000  4.123110  25.000000  5.000000  -0.190476  0.151478 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  36.000000  6.000000  21.000000  4.582580  0.263158  0.127785 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  25.750000  5.105140  27.750000  5.297410  -0.037383  0.137420 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  42.750000  6.562200  35.750000  6.005210  0.089172  0.112871 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  44.000000  6.633250  38.000000  6.264980  0.073171  0.111103 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  45.500000  6.791540  38.500000  6.255000  0.083333  0.109547 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  254.000000  15.976500  315.250000  17.851800  -0.107598  0.041827 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  254.500000  15.972600  257.000000  16.070200  -0.004888  0.044296 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  200.500000  14.181900  212.000000  14.688400  -0.027879  0.049468 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  176.000000  13.266500  166.500000  12.975900  0.027737  0.054170 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  98.000000  9.962430  118.750000  11.025500  -0.095732  0.068207 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  57.750000  7.619880  64.000000  8.000000  -0.051335  0.090638 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  39.750000  6.329490  45.000000  6.708200  -0.061947  0.108642 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  34.000000  5.830950  26.000000  5.099020  0.133333  0.127947 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  8.000000  2.828430  14.750000  3.881040  -0.296703  0.200961 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  6.000000  2.449490  3.000000  1.732050  0.333333  0.314270 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  1.000000  1.000000  2.000000  1.414210  -0.333333  0.544331 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  4.000000  2.000000  0.750000  1.030780  0.684211  0.388919 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  2.000000  1.414210  3.000000  1.732050  -0.200000  0.438177 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  1.000000  1.000000  1.000000  1.000000  0.000000  0.707107 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  3.000000  1.732050  5.000000  2.236070  -0.250000  0.342327 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  7.000000  2.645750  8.000000  2.828430  -0.066667  0.257625 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  9.000000  3.000000  11.000000  3.316620  -0.100000  0.222486 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  28.000000  5.291500  18.750000  4.366060  0.197861  0.144077 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  33.750000  5.836310  41.750000  6.485560  -0.105960  0.114923 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  67.500000  8.253790  56.000000  7.483310  0.093117  0.089781 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  137.750000  11.750000  114.750000  10.726700  0.091089  0.062749 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  152.250000  12.376900  161.750000  12.779400  -0.030255  0.056629 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  200.750000  14.223700  196.000000  14.044600  0.011972  0.050378 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  269.500000  16.473500  242.000000  15.596500  0.053763  0.044284 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  290.750000  17.060600  250.000000  15.850900  0.075358  0.042949 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  557.000000  23.706500  614.000000  24.829400  -0.048676  0.029285 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  510.750000  22.689500  557.750000  23.649800  -0.043987  0.030647 
84  3  3  -144.00  -151.20  -136.80  12.50  10.00  15.00  520.250000  22.829500  524.500000  22.942900  -0.004068  0.030979 
85  4  3  -129.60  -136.80  -122.40  12.50  10.00  15.00  367.750000  19.217500  430.500000  20.823700  -0.078609  0.035384 
86  5  3  -115.20  -122.40  -108.00  12.50  10.00  15.00  260.750000  16.196100  258.250000  16.138100  0.004817  0.044053 
87  6  3  -100.80  -108.00  -93.60  12.50  10.00  15.00  105.000000  10.307800  143.250000  12.007800  -0.154079  0.063012 
88  7  3  -86.40  -93.60  -79.20  12.50  10.00  15.00  49.000000  7.000000  71.000000  8.426150  -0.183333  0.089740 
89  8  3  -72.00  -79.20  -64.80  12.50  10.00  15.00  19.750000  4.479120  32.000000  5.656850  -0.236715  0.135718 
90  9  3  -57.60  -64.80  -50.40  12.50  10.00  15.00  7.000000  2.645750  4.750000  2.250000  0.191489  0.291889 
91  10  3  -43.20  -50.40  -36.00  12.50  10.00  15.00  2.000000  1.414210  1.000000  1.000000  0.333333  0.544331 
92  11  3  -28.80  -36.00  -21.60  12.50  10.00  15.00  0.000000  0.000000  1.000000  1.000000  -1.000000  0.000000 
