# Kaon Beam-Spin Asymmetry (KIN-9) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  643.000000  25.455876  589.250000  24.345218  0.043619  0.028556 
-158.40  532.750000  23.169233  605.000000  24.672849  -0.063503  0.029690 
-144.00  543.750000  23.405429  578.250000  24.092268  -0.030749  0.029925 
-129.60  445.250000  21.182236  498.500000  22.396984  -0.056424  0.032614 
-115.20  308.500000  17.617465  346.250000  18.733322  -0.057656  0.039202 
-100.80  138.500000  11.795127  155.000000  12.499996  -0.056218  0.058459 
-86.40  57.750000  7.619875  61.750000  7.877972  -0.033473  0.091666 
-72.00  8.000000  2.828427  14.750000  3.881044  -0.296703  0.200960 
-57.60  6.000000  2.449487  7.750000  2.839449  -0.127273  0.269829 
-43.20  5.750000  2.462216  4.000000  2.000000  0.179487  0.318549 
-28.80  1.000000  1.000000  3.000000  1.732048  -0.500000  0.433013 
-14.40  2.750000  1.749999  1.000000  1.000000  0.466667  0.463588 
0.00  1.000000  1.000000  3.000000  1.732050  -0.500000  0.433013 
14.40  1.000000  1.000000  2.750000  1.749999  -0.466667  0.463588 
28.80  3.000000  1.732050  4.750000  2.249998  -0.225806  0.354361 
43.20  3.750000  2.015564  3.000000  1.732048  0.111111  0.389536 
57.60  10.750000  3.326029  9.000000  2.999997  0.088608  0.225612 
72.00  21.750000  4.697070  9.500000  3.181977  0.392000  0.168645 
86.40  63.000000  7.937251  80.000000  9.013878  -0.118881  0.083316 
100.80  154.500000  12.504994  169.500000  13.091028  -0.046296  0.055818 
115.20  288.000000  17.044057  283.750000  16.928156  0.007433  0.042014 
129.60  464.000000  21.627539  430.500000  20.853651  0.037451  0.033565 
144.00  527.250000  23.009544  523.750000  22.946973  0.003330  0.030919 
158.40  569.750000  23.954380  559.750000  23.718404  0.008853  0.029844 
172.80  525.500000  22.991856  574.750000  24.032495  -0.044763  0.030199 
