# Pion Beam-Spin Asymmetry (KIN-2) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  3251.250000  57.257663  3172.750000  56.584561  0.012220  0.012530 
-158.40  3555.250000  59.895200  3691.250000  60.999472  -0.018768  0.011795 
-144.00  4166.000000  64.805448  4452.750000  67.048953  -0.033270  0.010813 
-129.60  5400.250000  73.857549  5969.250000  77.589859  -0.050046  0.009410 
-115.20  7238.250000  85.501119  8095.500000  90.414965  -0.055906  0.008103 
-100.80  9059.750000  95.753952  10016.250000  100.596593  -0.050142  0.007272 
-86.40  10032.000000  100.788146  11158.250000  106.291748  -0.053149  0.006903 
-72.00  9850.500000  100.105549  10883.500000  105.108865  -0.049822  0.006992 
-57.60  8980.000000  95.955673  9525.750000  98.741140  -0.029491  0.007437 
-43.20  7353.250000  86.900450  7916.250000  90.240977  -0.036871  0.008199 
-28.80  5855.500000  77.587846  5820.500000  77.394274  0.002998  0.009386 
-14.40  4662.750000  69.150620  4876.750000  70.787176  -0.022433  0.010371 
0.00  4380.750000  67.089985  4437.250000  67.486531  -0.006407  0.010791 
14.40  4730.250000  69.740121  4767.000000  69.951784  -0.003870  0.010401 
28.80  6007.000000  78.562071  5779.250000  77.096896  0.019323  0.009337 
43.20  8003.500000  90.721399  7586.000000  88.330370  0.026781  0.008119 
57.60  9557.750000  98.833520  8827.250000  95.115418  0.039733  0.007455 
72.00  9353.250000  97.521492  8430.000000  92.601269  0.051917  0.007552 
86.40  8697.000000  93.765669  7832.750000  89.144863  0.052285  0.007817 
100.80  7599.250000  87.658056  7015.000000  84.283707  0.039978  0.008315 
115.20  6707.500000  82.306583  5975.000000  77.653060  0.057757  0.008907 
129.60  5224.000000  72.605107  4821.500000  69.764780  0.040068  0.010015 
144.00  4001.000000  63.549164  3856.500000  62.366879  0.018390  0.011330 
158.40  3397.000000  58.540633  3362.750000  58.249960  0.005067  0.012217 
172.80  3158.250000  56.461824  3134.500000  56.226121  0.003774  0.012662 
