# Kaon Beam-Spin Asymmetry (KIN-2)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  103.750000  10.503000  108.500000  10.857000  -0.022379  0.071135 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  112.000000  10.874300  77.750000  9.113860  0.180501  0.073625 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  82.000000  9.460440  101.750000  10.407300  -0.107483  0.076201 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  106.000000  10.828200  104.500000  10.553400  0.007126  0.071819 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  116.500000  11.219400  118.250000  11.199900  -0.007455  0.067534 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  126.000000  11.608200  111.250000  10.882900  0.062171  0.066929 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  104.500000  10.671200  132.750000  11.696700  -0.119073  0.066481 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  99.000000  10.319900  107.000000  10.758700  -0.038835  0.072307 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  103.250000  10.508900  95.250000  10.243900  0.040302  0.073917 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  84.500000  9.753200  92.500000  10.093300  -0.045198  0.079256 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  83.250000  9.509860  102.500000  10.517800  -0.103634  0.075952 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  85.250000  9.614440  96.250000  10.108800  -0.060606  0.076772 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  83.000000  9.578620  77.000000  9.192390  0.037500  0.082905 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  87.750000  9.902650  92.250000  10.096400  -0.025000  0.078554 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  97.000000  10.283500  93.500000  10.142700  0.018373  0.075814 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  88.000000  9.836160  82.250000  9.588400  0.033774  0.080660 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  108.750000  10.738400  106.750000  10.819500  0.009281  0.070745 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  111.250000  10.997200  83.750000  9.633920  0.141026  0.074327 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  101.250000  10.532700  115.750000  11.115900  -0.066820  0.070472 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  123.750000  11.524400  120.250000  11.344100  0.014344  0.066266 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  109.750000  11.014200  114.250000  11.076400  -0.020089  0.069740 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  112.250000  10.928700  100.000000  10.307800  0.057715  0.070658 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  119.000000  11.135500  104.000000  10.559400  0.067265  0.068726 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  109.500000  10.729600  108.250000  10.744200  0.005741  0.069734 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  123.250000  11.366100  116.750000  11.048200  0.027083  0.066019 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  250.000000  16.085700  257.500000  16.221100  -0.014778  0.045013 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  253.250000  16.215300  245.500000  16.042900  0.015539  0.045733 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  277.500000  17.084300  270.750000  16.839300  0.012312  0.043750 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  263.750000  16.817000  290.750000  17.530300  -0.048693  0.043773 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  286.000000  17.528500  311.500000  18.190000  -0.042678  0.042250 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  304.250000  18.067600  329.750000  18.776600  -0.040221  0.041070 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  303.000000  18.076200  281.000000  17.492900  0.037671  0.043050 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  291.750000  17.841300  313.250000  18.349000  -0.035537  0.042287 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  220.750000  15.686400  241.500000  16.267300  -0.044889  0.048857 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  193.000000  14.764800  198.000000  14.764800  -0.012788  0.053407 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  163.500000  13.523100  186.250000  14.394000  -0.065046  0.056359 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  147.500000  12.723000  167.500000  13.715900  -0.063492  0.059228 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  154.000000  13.095800  173.500000  13.752300  -0.059542  0.057919 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  168.000000  13.619800  158.250000  13.245300  0.029885  0.058210 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  166.000000  13.546200  178.750000  14.153200  -0.036983  0.056774 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  223.000000  15.628500  211.250000  15.237700  0.027058  0.050249 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  245.000000  16.469700  226.000000  15.960900  0.040340  0.048672 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  294.750000  17.960000  282.000000  17.557000  0.022107  0.043536 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  291.000000  17.881600  292.250000  17.837800  -0.002143  0.043305 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  302.500000  18.079700  309.500000  18.272200  -0.011438  0.041999 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  266.250000  16.983400  303.250000  17.935600  -0.064969  0.043310 
