# Kaon Beam-Spin Asymmetry (KIN-2) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  736.750000  27.695878  731.750000  27.628056  0.003405  0.026639 
-158.40  824.750000  29.262779  798.500000  28.946039  0.016171  0.025356 
-144.00  955.000000  31.602977  967.500000  31.750964  -0.006502  0.023302 
-129.60  1114.750000  34.352003  1269.000000  36.421113  -0.064709  0.020967 
-115.20  1503.250000  39.958566  1466.000000  39.366917  0.012545  0.018889 
-100.80  1843.750000  44.416338  1874.750000  44.610101  -0.008337  0.016929 
-86.40  2070.750000  47.471657  2092.750000  47.742192  -0.005284  0.016170 
-72.00  1624.500000  42.706801  1716.000000  43.757823  -0.027391  0.018299 
-57.60  1012.500000  33.643328  1027.000000  34.033060  -0.007110  0.023463 
-43.20  608.500000  26.274996  610.500000  26.217830  -0.001641  0.030450 
-28.80  412.750000  21.431574  460.000000  22.638458  -0.054139  0.035666 
-14.40  321.250000  18.932440  378.500000  20.533524  -0.081815  0.039783 
0.00  327.250000  19.122957  358.000000  19.792695  -0.044874  0.040141 
14.40  369.750000  20.311608  353.000000  19.887190  0.023175  0.039322 
28.80  430.250000  21.907473  449.500000  22.447162  -0.021881  0.035643 
43.20  618.250000  26.323718  612.000000  26.353330  0.005080  0.030278 
57.60  1078.000000  34.575981  1030.000000  34.003687  0.022770  0.023002 
72.00  1581.000000  41.844935  1485.000000  40.697028  0.031311  0.019031 
86.40  1823.500000  44.683628  1778.750000  43.992166  0.012423  0.017405 
100.80  1605.750000  41.410277  1653.750000  41.970961  -0.014726  0.018087 
115.20  1362.500000  38.037825  1316.000000  37.296082  0.017360  0.019885 
129.60  1075.250000  33.688868  1055.750000  33.257543  0.009151  0.022213 
144.00  887.250000  30.383965  882.000000  30.426085  0.002967  0.024304 
158.40  767.000000  28.319606  807.500000  29.015121  -0.025722  0.025743 
172.80  773.500000  28.401177  702.500000  27.076267  0.048103  0.026555 
