#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5040                  6.73805                  41.5151                 0.997747              0.000306595                 0.955398               0.00280965                        1                       -1                        1                       -1                  1.00483                       -1                  2.04923                       -1                  925.101                       200.584                         22.64                 0.500155                0.0100121                     4097                      513                        1                 0.997608              0.000460407                 0.997612              0.000459552                 0.953148               0.00419053                  0.96161               0.00378267
   5041                  6.22491                  46.1595                 0.996684              0.000373093                 0.949474               0.00310968                        1                       -1                        1                       -1                  1.00074                       -1                  1.98295                       -1                  1104.02                        235.13                       25.4831                  0.61541                0.0100032                     4097                      513                        1                 0.996034              0.000591187                 0.997358              0.000482447                 0.948988               0.00454452                 0.950598               0.00443647
   5042                  5.61074                  60.3934                 0.996686              0.000368189                 0.935386                0.0035042                        1                       -1                        1                       -1                  1.00002                       -1                  0.96986                       -1                  1332.87                       300.615                       32.8211                 0.931453               0.00999966                     4097                      513                        1                 0.997113               0.00050263                 0.995935              0.000592896                 0.938173               0.00496605                 0.931148               0.00531208
   5044                   6.4725                  50.0881                 0.996635              0.000371564                 0.949116               0.00303011                        1                       -1                        1                       -1                  1.00034                       -1                 0.972136                       -1                     1114                       244.401                       27.4041                 0.652418               0.00999828                     4097                      513                        1                 0.996751              0.000527098                 0.996451              0.000554287                  0.95092               0.00433808                 0.947545               0.00441754
   5045                  6.93966                  38.9803                 0.996775               0.00036513                  0.95326               0.00286584                        1                       -1                        1                       -1                  1.00216                       -1                  1.70522                       -1                  871.975                       187.696                       21.3035                 0.455081                0.0100039                     4097                      513                        1                 0.996834              0.000520428                 0.996647              0.000530228                 0.956099               0.00397458                 0.949692               0.00426704
   5046                  6.50548                  49.9543                 0.997554              0.000315814                 0.947753               0.00308943                        1                       -1                        1                       -1                  1.00036                       -1                 0.967767                       -1                  1120.15                       244.796                       27.3174                 0.646378                0.0100055                     4097                      513                        1                 0.997681              0.000446213                 0.997276              0.000481516                 0.945669               0.00462494                 0.951083               0.00427391
   5047                  6.70532                  43.6993                 0.996942              0.000355541                 0.949974               0.00296852                        1                       -1                        1                       -1                  1.00087                       -1                  1.18057                       -1                  987.046                       212.838                       23.8884                 0.541018               0.00999724                     4097                      513                        1                 0.996812              0.000517105                 0.997008              0.000505734                 0.949395               0.00430779                 0.950608               0.00420449
   5048                  6.46724                  44.1197                 0.996206              0.000395549                 0.952557               0.00296516                        1                       -1                        1                       -1                  1.00259                       -1                  1.45944                       -1                  1002.76                       217.506                       24.1863                 0.566542                0.0100079                     4097                      513                        1                 0.996054              0.000581775                 0.996328              0.000559986                 0.954231               0.00419566                 0.954054               0.00421186
   5049                  7.27682                  35.4883                 0.996555              0.000390027                 0.959552                0.0026385                        1                       -1                        1                       -1                  1.00564                       -1                  2.58069                       -1                  808.285                       170.197                       19.4102                 0.361529                0.0100025                     4097                      513                        1                 0.997185              0.000505563                 0.995776              0.000616183                 0.959089               0.00381494                  0.96097               0.00370452
   5050                   6.6881                  44.0963                 0.997219              0.000339796                 0.951335               0.00297271                        1                       -1                        1                       -1                  1.00118                       -1                  1.09486                       -1                  1029.18                       219.495                       24.2684                 0.547978                0.0100085                     4097                      513                        1                 0.997247              0.000486653                  0.99698              0.000510491                 0.954904               0.00411667                 0.950095                0.0043602
