# Pion Beam-Spin Asymmetry (KIN-3)
#
# histogram parameters:
# ybins      =  8    | th_xq_CM [deg]
# xbins      =  25    | phi_xq   [deg]
# ybin width =  5.000  (or +/- 2.500 deg)
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  Np[f,9]/  Np_err[f,10]/  Nn[f,11]/  Nn_err[f,12]/  Asy[f,13]/  Asy_err[f,14]/
28  1  1  -172.80  -180.00  -165.60  2.50  0.00  5.00  213.750000  14.630900  223.500000  15.012500  -0.022298  0.047927 
29  2  1  -158.40  -165.60  -151.20  2.50  0.00  5.00  165.250000  12.939800  206.000000  14.396200  -0.109764  0.051845 
30  3  1  -144.00  -151.20  -136.80  2.50  0.00  5.00  185.000000  13.647300  182.250000  13.534700  0.007488  0.052335 
31  4  1  -129.60  -136.80  -122.40  2.50  0.00  5.00  194.750000  14.011200  199.000000  14.195100  -0.010794  0.050651 
32  5  1  -115.20  -122.40  -108.00  2.50  0.00  5.00  175.250000  13.320600  182.500000  13.532400  -0.020266  0.053072 
33  6  1  -100.80  -108.00  -93.60  2.50  0.00  5.00  152.750000  12.422300  180.000000  13.462900  -0.081893  0.054874 
34  7  1  -86.40  -93.60  -79.20  2.50  0.00  5.00  165.750000  12.934900  153.000000  12.419700  0.040000  0.056211 
35  8  1  -72.00  -79.20  -64.80  2.50  0.00  5.00  161.500000  12.732800  139.000000  11.842700  0.074875  0.057715 
36  9  1  -57.60  -64.80  -50.40  2.50  0.00  5.00  119.500000  10.960200  118.250000  10.917300  0.005258  0.065067 
37  10  1  -43.20  -50.40  -36.00  2.50  0.00  5.00  127.750000  11.371600  107.750000  10.455300  0.084926  0.065364 
38  11  1  -28.80  -36.00  -21.60  2.50  0.00  5.00  85.500000  9.280360  105.750000  10.298700  -0.105882  0.072096 
39  12  1  -14.40  -21.60  -7.20  2.50  0.00  5.00  94.000000  9.759610  100.500000  10.056100  -0.033419  0.072016 
40  13  1  0.00  -7.20  7.20  2.50  0.00  5.00  97.250000  9.908960  102.250000  10.158100  -0.025063  0.071109 
41  14  1  14.40  7.20  21.60  2.50  0.00  5.00  108.500000  10.446300  92.500000  9.650130  0.079602  0.070532 
42  15  1  28.80  21.60  36.00  2.50  0.00  5.00  118.000000  10.862800  110.500000  10.541600  0.032823  0.066215 
43  16  1  43.20  36.00  50.40  2.50  0.00  5.00  113.750000  10.738400  121.250000  11.053800  -0.031915  0.065552 
44  17  1  57.60  50.40  64.80  2.50  0.00  5.00  117.500000  10.925900  119.500000  10.960200  -0.008439  0.065299 
45  18  1  72.00  64.80  79.20  2.50  0.00  5.00  122.250000  11.155200  177.750000  13.390800  -0.185000  0.057140 
46  19  1  86.40  79.20  93.60  2.50  0.00  5.00  153.500000  12.465000  165.500000  12.888900  -0.037618  0.056177 
47  20  1  100.80  93.60  108.00  2.50  0.00  5.00  166.500000  12.975900  180.250000  13.460600  -0.039654  0.053883 
48  21  1  115.20  108.00  122.40  2.50  0.00  5.00  167.000000  13.019200  178.000000  13.435000  -0.031884  0.054200 
49  22  1  129.60  122.40  136.80  2.50  0.00  5.00  168.000000  12.961500  194.250000  14.015600  -0.072464  0.052539 
50  23  1  144.00  136.80  151.20  2.50  0.00  5.00  203.250000  14.289400  210.500000  14.573100  -0.017523  0.049320 
51  24  1  158.40  151.20  165.60  2.50  0.00  5.00  211.750000  14.605200  186.750000  13.722700  0.062735  0.050192 
52  25  1  172.80  165.60  180.00  2.50  0.00  5.00  230.500000  15.243900  203.500000  14.330900  0.062212  0.048117 
55  1  2  -172.80  -180.00  -165.60  7.50  5.00  10.00  821.750000  28.715200  779.500000  28.020100  0.026386  0.025049 
56  2  2  -158.40  -165.60  -151.20  7.50  5.00  10.00  817.250000  28.669500  850.750000  29.258500  -0.020084  0.024553 
57  3  2  -144.00  -151.20  -136.80  7.50  5.00  10.00  731.500000  27.104000  752.250000  27.489800  -0.013985  0.026016 
58  4  2  -129.60  -136.80  -122.40  7.50  5.00  10.00  702.750000  26.585900  723.000000  26.935100  -0.014203  0.026542 
59  5  2  -115.20  -122.40  -108.00  7.50  5.00  10.00  589.500000  24.343900  590.000000  24.367000  -0.000424  0.029202 
60  6  2  -100.80  -108.00  -93.60  7.50  5.00  10.00  512.500000  22.707400  559.750000  23.744700  -0.044066  0.030610 
61  7  2  -86.40  -93.60  -79.20  7.50  5.00  10.00  410.000000  20.310100  473.750000  21.830300  -0.072136  0.033652 
62  8  2  -72.00  -79.20  -64.80  7.50  5.00  10.00  356.250000  18.965400  347.000000  18.694900  0.013153  0.037864 
63  9  2  -57.60  -64.80  -50.40  7.50  5.00  10.00  285.750000  16.950300  278.500000  16.744400  0.012849  0.042223 
64  10  2  -43.20  -50.40  -36.00  7.50  5.00  10.00  240.000000  15.532200  218.000000  14.849200  0.048035  0.046871 
65  11  2  -28.80  -36.00  -21.60  7.50  5.00  10.00  187.000000  13.720400  207.250000  14.428700  -0.051363  0.050439 
66  12  2  -14.40  -21.60  -7.20  7.50  5.00  10.00  157.000000  12.629300  180.500000  13.504600  -0.069630  0.054662 
67  13  2  0.00  -7.20  7.20  7.50  5.00  10.00  157.250000  12.626900  160.750000  12.740200  -0.011006  0.056405 
68  14  2  14.40  7.20  21.60  7.50  5.00  10.00  176.500000  13.308800  180.000000  13.462900  -0.009818  0.053098 
69  15  2  28.80  21.60  36.00  7.50  5.00  10.00  207.250000  14.472000  172.750000  13.202700  0.090789  0.051335 
70  16  2  43.20  36.00  50.40  7.50  5.00  10.00  211.000000  14.611600  230.500000  15.243900  -0.044168  0.047785 
71  17  2  57.60  50.40  64.80  7.50  5.00  10.00  288.000000  17.044100  284.250000  16.924500  0.006553  0.041973 
72  18  2  72.00  64.80  79.20  7.50  5.00  10.00  378.250000  19.536800  353.000000  18.854700  0.034530  0.037106 
73  19  2  86.40  79.20  93.60  7.50  5.00  10.00  472.250000  21.781600  440.500000  21.062400  0.034785  0.033177 
74  20  2  100.80  93.60  108.00  7.50  5.00  10.00  560.500000  23.740800  533.750000  23.163800  0.024446  0.030303 
75  21  2  115.20  108.00  122.40  7.50  5.00  10.00  704.000000  26.603600  634.250000  25.277200  0.052120  0.027386 
76  22  2  129.60  122.40  136.80  7.50  5.00  10.00  710.250000  26.738300  656.750000  25.706300  0.039137  0.027112 
77  23  2  144.00  136.80  151.20  7.50  5.00  10.00  740.500000  27.292400  770.000000  27.861300  -0.019530  0.025815 
78  24  2  158.40  151.20  165.60  7.50  5.00  10.00  832.500000  28.928800  779.500000  28.020100  0.032878  0.024971 
79  25  2  172.80  165.60  180.00  7.50  5.00  10.00  798.250000  28.358200  784.000000  28.066900  0.009006  0.025215 
82  1  3  -172.80  -180.00  -165.60  12.50  10.00  15.00  1243.500000  35.378300  1313.750000  36.336100  -0.027471  0.019824 
83  2  3  -158.40  -165.60  -151.20  12.50  10.00  15.00  1256.000000  35.510600  1214.000000  34.896300  0.017004  0.020154 
84  3  3  -144.00  -151.20  -136.80  12.50  10.00  15.00  1221.000000  35.050000  1325.000000  36.520500  -0.040848  0.019865 
85  4  3  -129.60  -136.80  -122.40  12.50  10.00  15.00  1227.250000  35.170100  1266.500000  35.701900  -0.015739  0.020094 
86  5  3  -115.20  -122.40  -108.00  12.50  10.00  15.00  1043.750000  32.427800  1121.000000  33.611800  -0.035685  0.021561 
87  6  3  -100.80  -108.00  -93.60  12.50  10.00  15.00  871.500000  29.658500  995.000000  31.662300  -0.066167  0.023194 
88  7  3  -86.40  -93.60  -79.20  12.50  10.00  15.00  681.500000  26.260700  741.250000  27.289000  -0.041996  0.026600 
