#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Acceptance Cuts--- 
# SHMS Momentum Acceptance (P.gtr.dp): [-10.000, 22.000] %
# HMS  Momentum Acceptance (H.gtr.dp): [-8.000, 8.000] %
#                                     
# ---Particle Identification (PID) Cuts---
# NOTE: Coincidence time background selection is done by averaging a sample (left) and (right) of the main coincidence peak, where the sample is assumed to have the same structure on both sides.
# The sample background is then scaled to the background underneath the main coin peak, and subtracted.
#                                              
# --> electrons (HMS): 
# HMS Cherenkov NPE Sum (H.cer.npeSum) >= 2.000
# HMS Calorimeter (H.cal.etottracknorm) Etot/Etrak >= 0.800
#                                              
# --> Kaons     (SHMS): 
# SHMS Aerogel NPE Sum   (P.aero.npeSum)  >= 1.500
# SHMS Heavy Gas NPE Sum (P.hgcer.npeSum) <= 1.500
# SHMS Hodoscope Beta    (P.gtr.beta):  [0.700, 1.300]
# eK Coincidence Time (CTime.eKCoinTime_ROC2): abs( eK_coin_peak - offset(43.530) ) <= 2.200 ns
# eK Coincidence Time Background: abs( eK_coin_peak - offset(43.530) ) > 2.200 && abs( eK_coin_peak - offset(43.530) ) <= (5.000 x 2.200) ns
# Kaon Missing Mass: [1.070, 1.155] GeV/c^2
#                                              
# --> Pions     (SHMS): 
# SHMS Heavy Gas NPE Sum (P.hgcer.npeSum) >= 1.500
# SHMS Hodoscope Beta    (P.gtr.beta):  [0.500, 1.500]
# ePi Coincidence Time (CTime.ePiCoinTime_ROC2): abs( ePi_coin_peak - offset(43.390) ) <= 2.200 ns
# ePi Coincidence Time Background: abs( ePi_coin_peak - offset(43.390) ) > 2.200 && abs( ePi_coin_peak - offset(43.390) ) <= (5.000 x 2.200) ns
# Pion Missing Mass: [0.890, 0.980] GeV/c^2
#                                              
# --> Protons   (SHMS): 
# SHMS Aerogel NPE Sum   (P.aero.npeSum)  <= 1.500
# SHMS Heavy Gas NPE Sum (P.hgcer.npeSum) <= 1.500
# SHMS Hodoscope Beta    (P.gtr.beta):  [0.500, 1.500]
# eP Coincidence Time (CTime.epCoinTime_ROC2): abs( eP_coin_peak - offset(43.870) ) <= 3.300 ns
# eP Coincidence Time Background: abs( eP_coin_peak - offset(43.870) ) > 3.300 && abs( eP_coin_peak - offset(43.870) ) <= (5.000 x 3.300) ns
# Proton Missing Mass: [-0.300, 0.300] GeV/c^2
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/      cpuLT_err_Bi[f,12]/     cpuLT_err_Bay[f,13]/               tLT[f,14]/        tLT_err_Bi[f,15]/       tLT_err_Bay[f,16]/          S1X_rate[f,17]/     shms_Ps1_3of4_rate[f,18]/    hms_Ps3_elreal_rate[f,19]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/         edtm_accp[f,31]/       edtm_scaler[f,32]/        trig5_accp[f,33]/      trig5_scaler[f,34]/
   5096                  109.976                  34.4087                 0.918874                0.0002856                 0.889621              0.000795023                        1                       -1                        1                       -1                  1.00013                     -nan                     -nan                 0.946718               0.00125627               0.00125652                  2052.51                       682.749                        18.877                  1.14807                0.0100001                     8193                      257                        1                 0.919547              0.000405459                 0.918073              0.000409333                 0.888065               0.00114219                 0.891101               0.00112506                    30259                    31962              3.66993e+06              3.66943e+06
   5097                  118.555                  35.1703                 0.997274              5.02352e-05                 0.886229              0.000777091                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                 0.945801               0.00123317                0.0012334                  2092.11                        697.76                       19.2881                  1.18357                     0.01                     8193                      257                        1                 0.997226               7.2222e-05                 0.997327              7.09365e-05                 0.886686               0.00110689                 0.885801               0.00110873                    31882                    33709              3.99067e+06               3.9897e+06
   5098                  123.452                  35.1964                 0.997263               4.9293e-05                 0.887751              0.000752822                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                  0.94549               0.00121217               0.00121238                  2097.19                        698.52                        19.308                  1.18552                0.0100003                     8193                      257                        1                 0.997244              7.04711e-05                 0.997294              6.99294e-05                 0.888378                0.0010688                 0.886976               0.00107867                    33164                    35076              4.15923e+06              4.15823e+06
   5099                  92.1357                  34.6581                 0.997254              5.74117e-05                 0.889132              0.000870926                        1                       -1                        1                       -1                  1.00021                     -nan                     -nan                 0.949299               0.00134548               0.00134583                  2066.86                        687.78                       19.0258                  1.15915                0.0100011                     8193                      257                        1                 0.997206               8.2592e-05                 0.997295              8.12325e-05                 0.889064               0.00123937                 0.889231               0.00124452                    25239                    26587              3.08215e+06               3.0815e+06
   5100                  110.818                   34.894                 0.997236              5.24372e-05                 0.888505              0.000793966                        1                       -1                        1                       -1                  1.00021                     -nan                     -nan                 0.950189               0.00122075               0.00122102                  2079.46                       692.394                       19.1479                  1.16982                0.0100004                     8193                      257                        1                  0.99713              7.60973e-05                 0.997322              7.36433e-05                 0.888758               0.00113141                 0.888661               0.00112984                    30178                    31760              3.71596e+06              3.71519e+06
   5101                  110.144                  35.1364                 0.997267              5.23104e-05                 0.888106              0.000800036                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                 0.948384               0.00124964               0.00124991                  4817.65                       695.471                       19.2173                  1.17657                0.0099998                     8193                      257                        1                 0.997265              7.46079e-05                 0.997279              7.44021e-05                 0.886773               0.00114687                 0.889656               0.00113276                    29729                    31347              3.68918e+06              3.68828e+06
   5102                  118.992                   35.072                 0.997244              5.05958e-05                 0.889796              0.000763776                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                  0.94889                0.0011956               0.00119584                  2082.65                       693.981                       19.1848                  1.17268               0.00999973                     8193                      257                        1                 0.997262              7.19148e-05                 0.997234              7.21938e-05                 0.890196               0.00108813                 0.889393               0.00108869                    32193                    33927               3.9796e+06              3.97866e+06
   5103                  107.924                  34.9208                   0.9973              5.25149e-05                 0.888179              0.000805887                        1                       -1                        1                       -1                  1.00025                     -nan                     -nan                 0.945059               0.00129615               0.00129641                  2077.63                       692.284                       19.1729                  1.17105                0.0100002                     8193                      257                        1                 0.997375              7.38329e-05                 0.997251              7.55568e-05                 0.888652                0.0011492                 0.887638               0.00114888                    29208                    30906              3.62008e+06              3.61918e+06
   5104                  113.562                  34.7185                 0.997264              5.16504e-05                 0.890787              0.000779356                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                 0.947507               0.00123313               0.00123338                  2062.46                       687.418                       19.0356                   1.1588               0.00999986                     8193                      257                        1                 0.997282              7.33632e-05                 0.997242              7.39953e-05                 0.890777               0.00111083                 0.890754               0.00111134                    30992                    32709              3.79128e+06              3.79036e+06
   5119                  90.6171                  34.8455                 0.997241              5.79931e-05                 0.890525              0.000870358                        1                       -1                        1                       -1                  1.00024                     -nan                     -nan                 0.947441               0.00138368               0.00138403                  2059.25                       689.343                       19.1099                  1.16733                0.0100014                     8193                      257                        1                 0.997274              8.22267e-05                 0.997201              8.32645e-05                 0.890487               0.00124575                 0.890494               0.00123643                    24642                    26009               3.0364e+06              3.03569e+06
