# Pion Beam-Spin Asymmetry (KIN-12) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  12.250000  3.631462  10.250000  3.344768  0.088889  0.218692 
-158.40  12.250000  3.799672  6.500000  2.669273  0.306667  0.233118 
-144.00  18.750000  4.506942  16.250000  4.145782  0.071429  0.174368 
-129.60  25.500000  5.111263  19.000000  4.500003  0.146067  0.151828 
-115.20  34.500000  5.926638  36.250000  6.299798  -0.024735  0.122106 
-100.80  80.500000  9.144673  94.000000  9.823443  -0.077364  0.076716 
-86.40  212.750000  14.893339  295.000000  17.428448  -0.161989  0.044599 
-72.00  884.750000  30.167238  939.750000  31.205965  -0.030145  0.023776 
-57.60  2335.000000  49.434313  2421.500000  50.307800  -0.018186  0.014826 
-43.20  4585.250000  70.258033  4996.750000  73.132193  -0.042945  0.010575 
-28.80  6432.750000  84.146093  6776.250000  86.152092  -0.026005  0.009115 
-14.40  7203.250000  89.654498  7378.500000  90.562824  -0.012018  0.008739 
0.00  7101.500000  89.377716  7119.500000  89.366476  -0.001266  0.008888 
14.40  6765.500000  87.284746  6540.750000  85.883989  0.016891  0.009201 
28.80  5659.750000  79.096823  5308.750000  76.723954  0.032001  0.010042 
43.20  3684.500000  62.869881  3509.000000  61.422713  0.024397  0.012215 
57.60  1803.750000  43.420216  1649.250000  41.625513  0.044744  0.017404 
72.00  681.750000  26.543585  662.500000  26.374663  0.014320  0.027837 
86.40  278.500000  17.003682  232.500000  15.672415  0.090020  0.045105 
100.80  98.000000  10.210291  103.250000  10.389300  -0.026087  0.072373 
115.20  51.750000  7.470770  38.500000  6.547898  0.146814  0.109137 
129.60  20.000000  4.743417  28.000000  5.408325  -0.166667  0.148689 
144.00  15.500000  4.168336  9.000000  3.201564  0.265306  0.207277 
158.40  7.750000  3.051641  12.500000  3.622846  -0.234568  0.231011 
172.80  16.250000  4.145777  9.000000  3.201562  0.287129  0.200834 
