# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5        8.75        3.0104
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5        5.75       2.70416
     30         3         1          -144    -151.2    -136.8         2.5         0           5       10.75       3.50892
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5         0.5       1.90394
     32         5         1        -115.2    -122.4      -108         2.5         0           5          21       4.97494
     33         6         1        -100.8      -108     -93.6         2.5         0           5          22       5.19615
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5          38       6.55744
     35         8         1           -72     -79.2     -64.8         2.5         0           5        35.5       6.60492
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5          39             7
     37        10         1         -43.2     -50.4       -36         2.5         0           5       67.75       8.90576
     38        11         1         -28.8       -36     -21.6         2.5         0           5       71.25       9.20258
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5       58.75       8.67828
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5       63.25        8.9687
     41        14         1          14.4       7.2      21.6         2.5         0           5        53.5       8.16241
     42        15         1          28.8      21.6        36         2.5         0           5       56.75       8.26514
     43        16         1          43.2        36      50.4         2.5         0           5          41       6.96419
     44        17         1          57.6      50.4      64.8         2.5         0           5       24.75       5.92136
     45        18         1            72      64.8      79.2         2.5         0           5          46       7.31437
     46        19         1          86.4      79.2      93.6         2.5         0           5       24.25       5.37936
     47        20         1         100.8      93.6       108         2.5         0           5        10.5       3.85681
     48        21         1         115.2       108     122.4         2.5         0           5       13.25       3.92906
     49        22         1         129.6     122.4     136.8         2.5         0           5        8.25       3.23071
     50        23         1           144     136.8     151.2         2.5         0           5         9.5       3.37268
     51        24         1         158.4     151.2     165.6         2.5         0           5        9.25       3.19179
     52        25         1         172.8     165.6       180         2.5         0           5         6.5       2.66927
     55         1         2        -172.8      -180    -165.6         7.5         5          10        -0.5      0.353553
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10           1             1
     57         3         2          -144    -151.2    -136.8         7.5         5          10         0.5       1.06066
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10         2.5       2.09165
     59         5         2        -115.2    -122.4      -108         7.5         5          10       10.25       3.52668
     60         6         2        -100.8      -108     -93.6         7.5         5          10          20             5
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10        40.5       7.32291
     62         8         2           -72     -79.2     -64.8         7.5         5          10        80.5       10.0561
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10      136.25       13.0743
     64        10         2         -43.2     -50.4       -36         7.5         5          10         181       15.6445
     65        11         2         -28.8       -36     -21.6         7.5         5          10       209.5       17.1792
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10       227.5       18.3201
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10      239.75       19.0739
     68        14         2          14.4       7.2      21.6         7.5         5          10      211.25       17.6334
     69        15         2          28.8      21.6        36         7.5         5          10      212.75       16.8986
     70        16         2          43.2        36      50.4         7.5         5          10      117.75       13.4374
     71        17         2          57.6      50.4      64.8         7.5         5          10      108.25       11.9033
     72        18         2            72      64.8      79.2         7.5         5          10       60.75       9.07262
     73        19         2          86.4      79.2      93.6         7.5         5          10       36.25       6.59071
     74        20         2         100.8      93.6       108         7.5         5          10       10.75        4.0078
     75        21         2         115.2       108     122.4         7.5         5          10        4.25       2.53722
     76        22         2         129.6     122.4     136.8         7.5         5          10         5.5       2.47487
     77        23         2           144     136.8     151.2         7.5         5          10        -0.5      0.353553
     78        24         2         158.4     151.2     165.6         7.5         5          10         1.5       1.45774
     79        25         2         172.8     165.6       180         7.5         5          10          -1           0.5
     82         1         3        -172.8      -180    -165.6        12.5        10          15        -0.5      0.353553
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15       -0.75      0.433013
     84         3         3          -144    -151.2    -136.8        12.5        10          15        1.75       1.43614
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15           0       1.11803
     86         5         3        -115.2    -122.4      -108        12.5        10          15        2.75          1.75
     87         6         3        -100.8      -108     -93.6        12.5        10          15        3.75       2.30489
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15       22.25       5.30919
     89         8         3           -72     -79.2     -64.8        12.5        10          15       59.75       9.42404
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15      125.75       13.9127
     91        10         3         -43.2     -50.4       -36        12.5        10          15         200       17.9583
     92        11         3         -28.8       -36     -21.6        12.5        10          15      271.25       21.3527
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15         281       22.4388
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15      280.75       22.9361
     95        14         3          14.4       7.2      21.6        12.5        10          15         234       21.4534
     96        15         3          28.8      21.6        36        12.5        10          15      206.25       19.2597
     97        16         3          43.2        36      50.4        12.5        10          15       164.5       16.3592
     98        17         3          57.6      50.4      64.8        12.5        10          15         113       12.9132
     99        18         3            72      64.8      79.2        12.5        10          15          45       8.51469
    100        19         3          86.4      79.2      93.6        12.5        10          15        16.5       4.70372
    101        20         3         100.8      93.6       108        12.5        10          15        4.25       2.53722
    102        21         3         115.2       108     122.4        12.5        10          15        2.75          1.75
    103        22         3         129.6     122.4     136.8        12.5        10          15       -0.25          0.25
    104        23         3           144     136.8     151.2        12.5        10          15         0.5       1.06066
    105        24         3         158.4     151.2     165.6        12.5        10          15           0             0
    106        25         3         172.8     165.6       180        12.5        10          15           0             0
    109         1         4        -172.8      -180    -165.6        17.5        15          20       -0.25          0.25
    110         2         4        -158.4    -165.6    -151.2        17.5        15          20           1             1
    111         3         4          -144    -151.2    -136.8        17.5        15          20        0.75       1.03078
    112         4         4        -129.6    -136.8    -122.4        17.5        15          20           0             0
    113         5         4        -115.2    -122.4      -108        17.5        15          20       -0.25          0.25
    114         6         4        -100.8      -108     -93.6        17.5        15          20       -0.75      0.433013
    115         7         4         -86.4     -93.6     -79.2        17.5        15          20        2.25       2.10654
    116         8         4           -72     -79.2     -64.8        17.5        15          20       18.25       5.62917
    117         9         4         -57.6     -64.8     -50.4        17.5        15          20          81       11.8743
    118        10         4         -43.2     -50.4       -36        17.5        15          20         141       16.7257
    119        11         4         -28.8       -36     -21.6        17.5        15          20         169        19.564
    120        12         4         -14.4     -21.6      -7.2        17.5        15          20         131       19.8368
    121        13         4   1.42109e-14      -7.2       7.2        17.5        15          20      142.75       19.8258
    122        14         4          14.4       7.2      21.6        17.5        15          20      155.25       19.9672
    123        15         4          28.8      21.6        36        17.5        15          20      121.25       17.5979
    124        16         4          43.2        36      50.4        17.5        15          20      128.25       15.5865
    125        17         4          57.6      50.4      64.8        17.5        15          20       69.25       10.6154
    126        18         4            72      64.8      79.2        17.5        15          20       33.75       6.54313
    127        19         4          86.4      79.2      93.6        17.5        15          20        3.75       2.30489
    128        20         4         100.8      93.6       108        17.5        15          20         0.5       1.06066
    129        21         4         115.2       108     122.4        17.5        15          20       -0.25          0.25
    130        22         4         129.6     122.4     136.8        17.5        15          20         1.5       1.45774
    131        23         4           144     136.8     151.2        17.5        15          20        -0.5      0.353553
    132        24         4         158.4     151.2     165.6        17.5        15          20        -0.5      0.353553
    133        25         4         172.8     165.6       180        17.5        15          20           0             0
