# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5           8       2.82843
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5           9             3
     30         3         1          -144    -151.2    -136.8         2.5         0           5        8.75        3.0104
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5        1.25       1.47902
     32         5         1        -115.2    -122.4      -108         2.5         0           5           8       2.82843
     33         6         1        -100.8      -108     -93.6         2.5         0           5           8       2.82843
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5        1.75       1.43614
     35         8         1           -72     -79.2     -64.8         2.5         0           5        5.75       2.46221
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5        4.75          2.25
     37        10         1         -43.2     -50.4       -36         2.5         0           5           8       2.82843
     38        11         1         -28.8       -36     -21.6         2.5         0           5           3       1.73205
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5        2.75          1.75
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5           5       2.23607
     41        14         1          14.4       7.2      21.6         2.5         0           5           6       2.44949
     42        15         1          28.8      21.6        36         2.5         0           5           6       2.44949
     43        16         1          43.2        36      50.4         2.5         0           5           5       2.23607
     44        17         1          57.6      50.4      64.8         2.5         0           5        6.75       2.65754
     45        18         1            72      64.8      79.2         2.5         0           5        5.75       2.46221
     46        19         1          86.4      79.2      93.6         2.5         0           5        11.5        3.4821
     47        20         1         100.8      93.6       108         2.5         0           5        2.75          1.75
     48        21         1         115.2       108     122.4         2.5         0           5         5.5       2.47487
     49        22         1         129.6     122.4     136.8         2.5         0           5          11       3.31662
     50        23         1           144     136.8     151.2         2.5         0           5        3.75       2.01556
     51        24         1         158.4     151.2     165.6         2.5         0           5           5       2.23607
     52        25         1         172.8     165.6       180         2.5         0           5         5.5       2.47487
     55         1         2        -172.8      -180    -165.6         7.5         5          10          17       4.12311
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10       12.75       3.78319
     57         3         2          -144    -151.2    -136.8         7.5         5          10        21.5       4.70372
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10          16       4.15331
     59         5         2        -115.2    -122.4      -108         7.5         5          10       17.25       4.26468
     60         6         2        -100.8      -108     -93.6         7.5         5          10          20       4.60977
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10       15.25       4.02337
     62         8         2           -72     -79.2     -64.8         7.5         5          10          20       4.60977
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10         8.5       3.02076
     64        10         2         -43.2     -50.4       -36         7.5         5          10       11.25       3.49106
     65        11         2         -28.8       -36     -21.6         7.5         5          10          16             4
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10       13.25       3.76663
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10          12       3.64005
     68        14         2          14.4       7.2      21.6         7.5         5          10        8.75        3.0104
     69        15         2          28.8      21.6        36         7.5         5          10          15       4.03113
     70        16         2          43.2        36      50.4         7.5         5          10          11           3.5
     71        17         2          57.6      50.4      64.8         7.5         5          10        6.25       2.68095
     72        18         2            72      64.8      79.2         7.5         5          10           5           2.5
     73        19         2          86.4      79.2      93.6         7.5         5          10          15       4.03113
     74        20         2         100.8      93.6       108         7.5         5          10       28.25       5.40255
     75        21         2         115.2       108     122.4         7.5         5          10       10.25       3.34477
     76        22         2         129.6     122.4     136.8         7.5         5          10        8.25       3.03109
     77        23         2           144     136.8     151.2         7.5         5          10        17.5        4.4017
     78        24         2         158.4     151.2     165.6         7.5         5          10          16             4
     79        25         2         172.8     165.6       180         7.5         5          10        19.5       4.48609
     82         1         3        -172.8      -180    -165.6        12.5        10          15        21.5       4.83477
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15          20       4.60977
     84         3         3          -144    -151.2    -136.8        12.5        10          15       23.75       5.03115
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15          30       5.70088
     86         5         3        -115.2    -122.4      -108        12.5        10          15       33.25       5.84701
     87         6         3        -100.8      -108     -93.6        12.5        10          15        35.5       6.11351
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15          18       4.38748
     89         8         3           -72     -79.2     -64.8        12.5        10          15          15       4.03113
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15        12.5       3.62284
     91        10         3         -43.2     -50.4       -36        12.5        10          15       11.25       3.49106
     92        11         3         -28.8       -36     -21.6        12.5        10          15         8.5       3.02076
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15         8.5       3.02076
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15        9.75       3.17214
     95        14         3          14.4       7.2      21.6        12.5        10          15         9.5       3.18198
     96        15         3          28.8      21.6        36        12.5        10          15        6.75       2.65754
     97        16         3          43.2        36      50.4        12.5        10          15          18       4.38748
     98        17         3          57.6      50.4      64.8        12.5        10          15       13.75          3.75
     99        18         3            72      64.8      79.2        12.5        10          15       15.25       4.02337
    100        19         3          86.4      79.2      93.6        12.5        10          15       33.25       5.84701
    101        20         3         100.8      93.6       108        12.5        10          15       19.25       4.63006
    102        21         3         115.2       108     122.4        12.5        10          15          23       4.92443
    103        22         3         129.6     122.4     136.8        12.5        10          15          20       4.60977
    104        23         3           144     136.8     151.2        12.5        10          15       27.75        5.4141
    105        24         3         158.4     151.2     165.6        12.5        10          15       24.25       5.01871
