# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1     -172.8      -180    -165.6         2.5         0           5           0       8.12404
     29         2         1     -158.4    -165.6    -151.2         2.5         0           5           0       8.12404
     30         3         1       -144    -151.2    -136.8         2.5         0           5           0       8.83176
     31         4         1     -129.6    -136.8    -122.4         2.5         0           5           0       9.16515
     32         5         1     -115.2    -122.4      -108         2.5         0           5           0       11.6619
     33         6         1     -100.8      -108     -93.6         2.5         0           5           0       9.69536
     34         7         1      -86.4     -93.6     -79.2         2.5         0           5           0       10.4881
     35         8         1        -72     -79.2     -64.8         2.5         0           5           0       10.0995
     36         9         1      -57.6     -64.8     -50.4         2.5         0           5           0       10.9545
     37        10         1      -43.2     -50.4       -36         2.5         0           5           0        10.583
     38        11         1      -28.8       -36     -21.6         2.5         0           5           0       11.4018
     39        12         1      -14.4     -21.6      -7.2         2.5         0           5           0       11.1355
     40        13         11.15463e-14      -7.2       7.2         2.5         0           5           0       11.3137
     41        14         1       14.4       7.2      21.6         2.5         0           5           0       10.6771
     42        15         1       28.8      21.6        36         2.5         0           5           0       8.83176
     43        16         1       43.2        36      50.4         2.5         0           5           0       9.89949
     44        17         1       57.6      50.4      64.8         2.5         0           5           0       9.48683
     45        18         1         72      64.8      79.2         2.5         0           5           0       11.0454
     46        19         1       86.4      79.2      93.6         2.5         0           5           0        10.198
     47        20         1      100.8      93.6       108         2.5         0           5           0       10.4881
     48        21         1      115.2       108     122.4         2.5         0           5           0       9.16515
     49        22         1      129.6     122.4     136.8         2.5         0           5           0        8.7178
     50        23         1        144     136.8     151.2         2.5         0           5           0        10.198
     51        24         1      158.4     151.2     165.6         2.5         0           5           0             8
     52        25         1      172.8     165.6       180         2.5         0           5           0       9.16515
     55         1         2     -172.8      -180    -165.6         7.5         5          10           0       13.8564
     56         2         2     -158.4    -165.6    -151.2         7.5         5          10           0       14.5602
     57         3         2       -144    -151.2    -136.8         7.5         5          10           0       14.1421
     58         4         2     -129.6    -136.8    -122.4         7.5         5          10           0       15.2971
     59         5         2     -115.2    -122.4      -108         7.5         5          10           0       15.2971
     60         6         2     -100.8      -108     -93.6         7.5         5          10           0       15.4919
     61         7         2      -86.4     -93.6     -79.2         7.5         5          10           0       16.9115
     62         8         2        -72     -79.2     -64.8         7.5         5          10           0       16.0624
     63         9         2      -57.6     -64.8     -50.4         7.5         5          10           0       16.1245
     64        10         2      -43.2     -50.4       -36         7.5         5          10           0       16.7332
     65        11         2      -28.8       -36     -21.6         7.5         5          10           0       17.7764
     66        12         2      -14.4     -21.6      -7.2         7.5         5          10           0       16.9706
     67        13         21.15463e-14      -7.2       7.2         7.5         5          10           0       17.6068
     68        14         2       14.4       7.2      21.6         7.5         5          10           0       16.7332
     69        15         2       28.8      21.6        36         7.5         5          10           0       18.2757
     70        16         2       43.2        36      50.4         7.5         5          10           0       17.3205
     71        17         2       57.6      50.4      64.8         7.5         5          10           0       18.7083
     72        18         2         72      64.8      79.2         7.5         5          10           0       16.7332
     73        19         2       86.4      79.2      93.6         7.5         5          10           0       15.6844
     74        20         2      100.8      93.6       108         7.5         5          10           0       14.2127
     75        21         2      115.2       108     122.4         7.5         5          10           0       16.3707
     76        22         2      129.6     122.4     136.8         7.5         5          10           0       14.9666
     77        23         2        144     136.8     151.2         7.5         5          10           0       13.5647
     78        24         2      158.4     151.2     165.6         7.5         5          10           0       14.3527
     79        25         2      172.8     165.6       180         7.5         5          10           0        12.083
     82         1         3     -172.8      -180    -165.6        12.5        10          15           0       14.3527
     83         2         3     -158.4    -165.6    -151.2        12.5        10          15           0       13.5647
     84         3         3       -144    -151.2    -136.8        12.5        10          15           0       15.6205
     85         4         3     -129.6    -136.8    -122.4        12.5        10          15           0       15.6844
     86         5         3     -115.2    -122.4      -108        12.5        10          15           0       16.8523
     87         6         3     -100.8      -108     -93.6        12.5        10          15           0         17.72
     88         7         3      -86.4     -93.6     -79.2        12.5        10          15           0       19.3907
     89         8         3        -72     -79.2     -64.8        12.5        10          15           0       20.5426
     90         9         3      -57.6     -64.8     -50.4        12.5        10          15           0       22.3607
     91        10         3      -43.2     -50.4       -36        12.5        10          15           0       21.3073
     92        11         3      -28.8       -36     -21.6        12.5        10          15           0       21.4942
     93        12         3      -14.4     -21.6      -7.2        12.5        10          15           0       20.1494
     94        13         31.15463e-14      -7.2       7.2        12.5        10          15           0       20.2485
     95        14         3       14.4       7.2      21.6        12.5        10          15           0       19.1833
     96        15         3       28.8      21.6        36        12.5        10          15           0        20.199
     97        16         3       43.2        36      50.4        12.5        10          15           0       20.0998
     98        17         3       57.6      50.4      64.8        12.5        10          15           0       21.3542
     99        18         3         72      64.8      79.2        12.5        10          15           0       20.6882
    100        19         3       86.4      79.2      93.6        12.5        10          15           0       19.3907
    101        20         3      100.8      93.6       108        12.5        10          15           0       18.2757
    102        21         3      115.2       108     122.4        12.5        10          15           0       17.5499
    103        22         3      129.6     122.4     136.8        12.5        10          15           0       16.6132
    104        23         3        144     136.8     151.2        12.5        10          15           0       13.6382
