# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1     -172.8      -180    -165.6         2.5         0           5           0       9.27362
     29         2         1     -158.4    -165.6    -151.2         2.5         0           5           0       9.38083
     30         3         1       -144    -151.2    -136.8         2.5         0           5           0       9.38083
     31         4         1     -129.6    -136.8    -122.4         2.5         0           5           0       9.16515
     32         5         1     -115.2    -122.4      -108         2.5         0           5           0       8.48528
     33         6         1     -100.8      -108     -93.6         2.5         0           5           0       9.89949
     34         7         1      -86.4     -93.6     -79.2         2.5         0           5           0       9.79796
     35         8         1        -72     -79.2     -64.8         2.5         0           5           0       10.0995
     36         9         1      -57.6     -64.8     -50.4         2.5         0           5           0       10.3923
     37        10         1      -43.2     -50.4       -36         2.5         0           5           0       9.89949
     38        11         1      -28.8       -36     -21.6         2.5         0           5           0       10.7703
     39        12         1      -14.4     -21.6      -7.2         2.5         0           5           0       11.0454
     40        13         11.15463e-14      -7.2       7.2         2.5         0           5           0       10.9545
     41        14         1       14.4       7.2      21.6         2.5         0           5           0       10.7703
     42        15         1       28.8      21.6        36         2.5         0           5           0       10.7703
     43        16         1       43.2        36      50.4         2.5         0           5           0       9.27362
     44        17         1       57.6      50.4      64.8         2.5         0           5           0       9.89949
     45        18         1         72      64.8      79.2         2.5         0           5           0       9.89949
     46        19         1       86.4      79.2      93.6         2.5         0           5           0       8.83176
     47        20         1      100.8      93.6       108         2.5         0           5           0       9.05539
     48        21         1      115.2       108     122.4         2.5         0           5           0       9.79796
     49        22         1      129.6     122.4     136.8         2.5         0           5           0       8.83176
     50        23         1        144     136.8     151.2         2.5         0           5           0       9.48683
     51        24         1      158.4     151.2     165.6         2.5         0           5           0        8.3666
     52        25         1      172.8     165.6       180         2.5         0           5           0       7.74597
     55         1         2     -172.8      -180    -165.6         7.5         5          10           0       13.0384
     56         2         2     -158.4    -165.6    -151.2         7.5         5          10           0       14.3527
     57         3         2       -144    -151.2    -136.8         7.5         5          10           0       14.7648
     58         4         2     -129.6    -136.8    -122.4         7.5         5          10           0       15.2971
     59         5         2     -115.2    -122.4      -108         7.5         5          10           0       14.8997
     60         6         2     -100.8      -108     -93.6         7.5         5          10           0       16.0624
     61         7         2      -86.4     -93.6     -79.2         7.5         5          10           0       16.6733
     62         8         2        -72     -79.2     -64.8         7.5         5          10           0       16.9115
     63         9         2      -57.6     -64.8     -50.4         7.5         5          10           0         17.72
     64        10         2      -43.2     -50.4       -36         7.5         5          10           0       17.8885
     65        11         2      -28.8       -36     -21.6         7.5         5          10           0       18.7617
     66        12         2      -14.4     -21.6      -7.2         7.5         5          10           0         17.72
     67        13         21.15463e-14      -7.2       7.2         7.5         5          10           0       17.7764
     68        14         2       14.4       7.2      21.6         7.5         5          10           0       18.2209
     69        15         2       28.8      21.6        36         7.5         5          10           0       16.9115
     70        16         2       43.2        36      50.4         7.5         5          10           0       16.6733
     71        17         2       57.6      50.4      64.8         7.5         5          10           0       16.7929
     72        18         2         72      64.8      79.2         7.5         5          10           0       16.3707
     73        19         2       86.4      79.2      93.6         7.5         5          10           0       17.0294
     74        20         2      100.8      93.6       108         7.5         5          10           0       15.6844
     75        21         2      115.2       108     122.4         7.5         5          10           0       15.0333
     76        22         2      129.6     122.4     136.8         7.5         5          10           0       15.0333
     77        23         2        144     136.8     151.2         7.5         5          10           0       13.3417
     78        24         2      158.4     151.2     165.6         7.5         5          10           0       13.9284
     79        25         2      172.8     165.6       180         7.5         5          10           0       13.2665
     82         1         3     -172.8      -180    -165.6        12.5        10          15           0       14.3527
     83         2         3     -158.4    -165.6    -151.2        12.5        10          15           0       15.2315
     84         3         3       -144    -151.2    -136.8        12.5        10          15           0       14.1421
     85         4         3     -129.6    -136.8    -122.4        12.5        10          15           0       15.2315
     86         5         3     -115.2    -122.4      -108        12.5        10          15           0       16.6132
     87         6         3     -100.8      -108     -93.6        12.5        10          15           0       18.3303
     88         7         3      -86.4     -93.6     -79.2        12.5        10          15           0       19.2354
     89         8         3        -72     -79.2     -64.8        12.5        10          15           0       19.2354
     90         9         3      -57.6     -64.8     -50.4        12.5        10          15           0       21.8174
     91        10         3      -43.2     -50.4       -36        12.5        10          15           0       20.7846
     92        11         3      -28.8       -36     -21.6        12.5        10          15           0       19.9499
     93        12         3      -14.4     -21.6      -7.2        12.5        10          15           0        20.199
     94        13         31.15463e-14      -7.2       7.2        12.5        10          15           0       21.2603
     95        14         3       14.4       7.2      21.6        12.5        10          15           0        20.347
     96        15         3       28.8      21.6        36        12.5        10          15           0       20.9284
     97        16         3       43.2        36      50.4        12.5        10          15           0       21.7256
     98        17         3       57.6      50.4      64.8        12.5        10          15           0       20.9284
     99        18         3         72      64.8      79.2        12.5        10          15           0       18.7617
    100        19         3       86.4      79.2      93.6        12.5        10          15           0       18.2757
    101        20         3      100.8      93.6       108        12.5        10          15           0       17.3781
    102        21         3      115.2       108     122.4        12.5        10          15           0       17.2047
    103        22         3      129.6     122.4     136.8        12.5        10          15           0       15.1658
    104        23         3        144     136.8     151.2        12.5        10          15           0       14.3527
    105        24         3      158.4     151.2     165.6        12.5        10          15           0       13.6382
    106        25         3      172.8     165.6       180        12.5        10          15           0       14.7648
    109         1         4     -172.8      -180    -165.6        17.5        15          20           0       9.48683
    110         2         4     -158.4    -165.6    -151.2        17.5        15          20           0        11.225
    111         3         4       -144    -151.2    -136.8        17.5        15          20           0       13.4907
    112         4         4     -129.6    -136.8    -122.4        17.5        15          20           0       13.9284
    113         5         4     -115.2    -122.4      -108        17.5        15          20           0       16.9706
    114         6         4     -100.8      -108     -93.6        17.5        15          20           0       18.0555
    115         7         4      -86.4     -93.6     -79.2        17.5        15          20           0       19.6977
    116         8         4        -72     -79.2     -64.8        17.5        15          20           0       21.3073
    117         9         4      -57.6     -64.8     -50.4        17.5        15          20           0       23.7908
    118        10         4      -43.2     -50.4       -36        17.5        15          20           0       22.6716
    119        11         4      -28.8       -36     -21.6        17.5        15          20           0       22.3607
    120        12         4      -14.4     -21.6      -7.2        17.5        15          20           0       21.4009
    121        13         41.15463e-14      -7.2       7.2        17.5        15          20           0       19.4422
    122        14         4       14.4       7.2      21.6        17.5        15          20           0       21.4942
    123        15         4       28.8      21.6        36        17.5        15          20           0       21.4476
    124        16         4       43.2        36      50.4        17.5        15          20           0       22.2261
    125        17         4       57.6      50.4      64.8        17.5        15          20           0       21.7715
    126        18         4         72      64.8      79.2        17.5        15          20           0       19.3391
    127        19         4       86.4      79.2      93.6        17.5        15          20           0       17.8326
    128        20         4      100.8      93.6       108        17.5        15          20           0       16.6132
    129        21         4      115.2       108     122.4        17.5        15          20           0       14.6969
    130        22         4      129.6     122.4     136.8        17.5        15          20           0       13.0384
    131        23         4        144     136.8     151.2        17.5        15          20           0       11.6619
    132        24         4      158.4     151.2     165.6        17.5        15          20           0        10.583
    133        25         4      172.8     165.6       180        17.5        15          20           0       10.0995
    136         1         5     -172.8      -180    -165.6        22.5        20          25           0       4.47214
    137         2         5     -158.4    -165.6    -151.2        22.5        20          25           0        5.2915
    138         3         5       -144    -151.2    -136.8        22.5        20          25           0       6.63325
