#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5128                  17.0343                  31.9928                 0.998419              0.000304207                 0.887544               0.00662654             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00638                       -1                 0.956628                       -1                   1710.7                       454.389                       1.50872                0.0727364                 0.010003                     8193                       33                        1                 0.998313              0.000450856                  0.99845              0.000429795                 0.882123               0.00959267                 0.891358               0.00945607
   5129                  17.9962                  36.7302                  0.99775              0.000355792                 0.881476               0.00648533             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00613                       -1                 0.952245                       -1                  10671.1                       514.399                        1.7282                0.0806174                0.0100009                     8193                       33                        1                 0.997199              0.000571776                 0.998286              0.000442627                 0.880261               0.00932165                 0.882096               0.00926341
   5130                   15.095                   33.035                 0.998425              0.000335701                 0.895746               0.00659357             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00645                       -1                 0.958862                       -1                  1756.61                       456.487                       1.55368                0.0661817                0.0100013                     8193                       33                        1                 0.998251              0.000504897                 0.998676              0.000441371                  0.89358               0.00967458                 0.893635               0.00943838
   5131                  18.3744                  35.0034                 0.998646              0.000276295                 0.892398               0.00611136             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00885                       -1                  0.96381                       -1                  1855.02                       485.536                       1.64499                0.0725257                0.0100013                     8193                       33                        1                  0.99849              0.000418763                 0.998737              0.000380696                 0.890278               0.00872903                 0.891813               0.00889293
   5132                  18.4364                  34.3801                 0.998267              0.000316456                 0.893694               0.00618939             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00808                       -1                 0.958971                       -1                  1820.34                       475.732                       1.61412                0.0696782               0.00999905                     8193                       33                        1                 0.998096               0.00047602                  0.99871              0.000389093                 0.895382               0.00868802                 0.890813               0.00906747
   5133                  18.4615                  34.9985                 0.998393              0.000303743                 0.895548               0.00598091             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00635                       -1                 0.956398                       -1                  1850.42                       485.234                       1.64128                0.0716425                0.0100001                     8193                       33                        1                 0.998136              0.000466092                 0.998703              0.000390973                 0.903589               0.00823695                 0.886662               0.00885021
   5134                  11.9433                  33.6456                 0.998298               0.00033388                 0.898757               0.00599714             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00569                       -1                 0.964215                       -1                  1778.34                       464.386                       1.57916                0.0672869               0.00999795                     4097                       17                        1                  0.99781               0.00054742                 0.998803              0.000398989                 0.890988               0.00890076                 0.909897               0.00815758
   5135                  11.8459                  33.5522                 0.998631              0.000298714                 0.887174               0.00643933             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00617                       -1                 0.961223                       -1                  1784.08                        463.01                       1.56727                0.0679573                0.0100068                     4097                       17                        1                 0.998513              0.000448496                 0.998675              0.000418845                 0.884375               0.00950432                 0.890431               0.00894627
   5136                   10.843                  34.9143                 0.998597              0.000313746                 0.903981               0.00612193             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.01618                       -1                 0.972947                       -1                  1850.84                       482.834                        1.6312                0.0718442               0.00999804                     4097                       17                        1                 0.998713              0.000429062                 0.998395              0.000483826                 0.902767               0.00876722                 0.904298               0.00881004
   5137                   11.915                  34.1631                 0.998322               0.00032916                 0.896756               0.00600092             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00593                       -1                 0.961307                       -1                  1798.92                       471.234                       1.59984                0.0691119                0.0100038                     4097                       17                        1                 0.999083              0.000346666                 0.997444              0.000586425                 0.898983               0.00856819                 0.894737                0.0085947
   5138                  11.9665                  35.0221                 0.998398              0.000320349                 0.893119               0.00625476             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                   1.0061                       -1                 0.960492                       -1                  1848.79                       485.606                       1.64137                0.0719262                0.0100005                     4097                       17                        1                 0.998175               0.00048783                  0.99856              0.000434284                  0.88601               0.00918555                 0.895928               0.00885923
   5139                  11.8944                  34.2196                 0.998835              0.000274587                 0.901974               0.00582702             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00669                       -1                 0.957147                       -1                  1808.74                       473.134                       1.60092                0.0696248                0.0100031                     4097                       17                        1                 0.998798              0.000400534                 0.998807               0.00039772                 0.903409                0.0082826                 0.898653               0.00847503
   5140                  11.9409                  34.9055                 0.998904              0.000265904                 0.902269               0.00598102             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00587                       -1                 0.960538                       -1                  1837.31                       482.997                       1.63421                0.0712145                0.0100002                     4097                       17                        1                 0.998551              0.000436743                 0.999332               0.00029878                 0.896755               0.00872578                 0.911128               0.00828733
   5141                  11.9454                  35.5431                 0.998913              0.000263744                 0.898409                0.0060604             1.38338e-322             1.99434e-314             6.91769e-310             1.08694e-322                  1.00635                       -1                 0.955965                       -1                   1870.6                       492.455                       1.66624                0.0735473                0.0100005                     4097                       17                        1                 0.998815              0.000394997                 0.998946              0.000372701                 0.893393               0.00894623                 0.901107               0.00854305
