#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4914                  1.95254                  41.3445                 0.991313              0.000538741                 0.958885               0.00221358             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.923135                       -1                 0.923729                       -1                  827.317                       242.127                       78.1903                  2.17299               0.00999445                     4097                     2049                        1                 0.991523              0.000815658                 0.992053              0.000786872                 0.958136               0.00341821                 0.958904               0.00335547
   4916                  1.81775                   49.161                 0.992434              0.000498906                  0.96041               0.00217277             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.997947                       -1                   0.9729                       -1                    988.5                       287.948                       92.7459                   2.5429                0.0099796                     4097                     1025                        1                 0.991975              0.000775767                 0.992391              0.000753413                 0.959947               0.00327035                 0.959944               0.00333797
   4917                  2.15864                  39.2564                 0.993717              0.000448775                 0.968708               0.00187341             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.999697                       -1                 0.976364                       -1                  807.082                       230.176                       74.4757                  1.68303                0.0100021                     4097                     1025                        1                 0.994237              0.000640342                 0.993138              0.000700304                  0.96732                0.0028662                 0.968888               0.00276076
   4918                  1.72315                  49.4241                 0.991243              0.000538962                 0.963549               0.00209754             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                  1.04553                       -1                  1.01719                       -1                  993.681                       289.757                       93.4385                  2.57491                0.0100102                     4097                     1025                        1                 0.990865              0.000837393                  0.99162              0.000799032                 0.964335               0.00314012                 0.964126               0.00317088
   4919                  1.92801                  43.2974                 0.991483              0.000532322                 0.956191               0.00231862             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.880864                       -1                 0.941573                       -1                  869.439                       253.982                       81.6783                  2.38923               0.00999338                     4097                     1025                        1                 0.990167              0.000883001                 0.992718              0.000763335                 0.955675               0.00364346                 0.959002                0.0034284
   4920                  1.87625                   44.766                 0.990054              0.000576172                 0.952124               0.00247891             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.844588                       -1                 0.918854                       -1                  882.237                       263.322                       84.4526                   2.6567               0.00999703                     4097                     1025                        1                 0.990218              0.000889248                 0.989804              0.000890841                 0.955859               0.00370419                  0.95231               0.00377023
   4921                  1.94145                  39.7632                  0.99084              0.000557441                 0.965056               0.00206988             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.942615                       -1                  0.93865                       -1                  796.883                       232.786                       75.2019                  1.99192                0.0100153                     4097                     1025                        1                 0.991122              0.000846496                 0.991124              0.000838656                 0.964584               0.00319336                 0.969706               0.00294245
   4922                  2.15103                  31.4733                 0.992689              0.000496308                 0.967143               0.00197777             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.993374                       -1                 0.979502                       -1                  642.561                       183.155                       59.5179                    1.305               0.00999346                     4097                     1025                        1                 0.992949              0.000698106                 0.992495              0.000718881                 0.969161               0.00271523                 0.964978               0.00294941
   4923                  1.98398                  38.4124                  0.99207              0.000511893                  0.96522               0.00202494             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                 0.988113                       -1                 0.978682                       -1                  775.947                       224.192                       72.5755                  1.81932               0.00999041                     4097                     1025                        1                 0.991983              0.000738061                 0.991757              0.000746258                 0.965806               0.00285946                 0.964651               0.00293554
   4924                   1.8944                  38.7318                 0.992471              0.000499702                 0.962647               0.00211809             1.38338e-322             1.99434e-314             6.95133e-310             1.08694e-322                  1.02497                       -1                 0.989775                       -1                  778.371                       225.997                       73.0215                  1.84712                0.0099978                     4097                     1025                        1                 0.991763              0.000748809                 0.993043              0.000685458                 0.962917               0.00304824                 0.961604               0.00305463
