#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4982                  20.0485                  38.2032                 0.997793              0.000312175                 0.971722               0.00220141             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00177                       -1                 0.988569                       -1                  459.653                       62.9131                       6.25082                0.0644626                0.0100022                     1025                      129                        1                 0.997746              0.000450897                 0.997911              0.000435628                  0.96975               0.00326191                 0.974035               0.00301836
   4983                  4.96015                  53.5925                 0.997943              0.000570589                 0.960854               0.00527843             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00135                       -1                 0.985946                       -1                  776.565                       104.671                       9.00383                 0.119737               0.00999427                     1025                      129                        1                 0.998661              0.000669568                 0.997311              0.000950732                 0.960961               0.00765619                 0.963359               0.00747936
   4984                  20.6138                   36.755                  0.99803              0.000293704                 0.970404               0.00223723             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00313                       -1                 0.992512                       -1                  441.469                       59.9966                        6.0005                0.0598794                 0.010001                     1025                      129                        1                 0.998576              0.000356062                 0.997377              0.000487037                 0.968119               0.00336055                 0.972297               0.00305925
   4985                  20.5975                  30.1517                 0.998714              0.000238768                 0.975136               0.00208657             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00157                       -1                 0.992973                       -1                  357.037                       48.6273                       4.92662                0.0466104               0.00999955                     1025                      129                        1                 0.998556              0.000360913                 0.998816              0.000328404                  0.97093                0.0032501                  0.97867               0.00275363
   4986                  19.5131                  22.8996                 0.998564              0.000271317                 0.977437               0.00204279             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00172                       -1                 0.994954                       -1                   265.55                        35.844                       3.73992                0.0299373                 0.010001                     1025                      129                        1                 0.997906              0.000468237                 0.999163              0.000295922                 0.977264               0.00291101                 0.977038                0.0029644
   4987                  21.1998                    17.29                 0.998541              0.000266454                 0.976059               0.00200205             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00254                       -1                 0.994944                       -1                  205.592                       26.9813                        2.8335                0.0205386                0.0100006                     1025                      129                        1                 0.998711               0.00035741                 0.998321              0.000407261                 0.974974               0.00292904                 0.976279               0.00283517
   4990                  15.5452                  39.1914                 0.997519              0.000315137                 0.970089               0.00258389             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00178                       -1                 0.989161                       -1                  485.322                       66.0712                       6.40957                 0.070816                0.0100013                     1025                       65                        1                 0.997872              0.000417268                 0.997276              0.000474248                 0.969444               0.00376113                 0.969448               0.00373249
   4991                  15.3955                  51.4179                 0.997473               0.00031345                 0.962475               0.00289513             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00127                       -1                 0.987312                       -1                  655.105                       90.5961                       8.46904                  0.10523                0.0100027                     1025                       65                        1                 0.997499              0.000449194                 0.997375              0.000456933                  0.95843               0.00438191                 0.966833               0.00388187
   4995                  13.8122                  53.3098                 0.997397              0.000325375                 0.961754               0.00305237             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.01284                       -1                 0.994213                       -1                  739.966                        105.13                       8.90234                 0.130475                0.0100041                     1025                       65                        1                 0.997582              0.000449026                 0.997155              0.000487987                 0.958395               0.00453945                  0.96557                0.0041753
   4996                  14.4755                  53.4967                 0.998203              0.000267835                 0.964876               0.00285839             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00354                       -1                 0.982255                       -1                  724.369                       100.662                       8.90026                 0.122164               0.00999679                     1025                       65                        1                 0.998366               0.00036546                 0.997983              0.000403421                 0.964149                0.0041397                 0.964419               0.00408137
   4997                  14.4292                  53.7791                 0.998068              0.000278891                 0.959547               0.00312099             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00152                       -1                 0.984352                       -1                  719.133                       100.398                       8.91316                 0.122211                0.0100035                     1025                       65                        1                 0.998078              0.000400855                 0.998178              0.000388505                  0.95301               0.00479587                 0.964957                0.0042187
   4998                    13.91                  55.7032                 0.997645              0.000309182                 0.960128               0.00313264             5.43472e-323             1.99434e-314             6.94776e-310                        0                  1.00143                       -1                 0.981578                       -1                  812.411                       112.903                       9.36562                 0.136967               0.00999932                     1025                       65                        1                 0.997574              0.000450528                 0.997643              0.000445525                 0.958078               0.00462954                 0.960526               0.00446951
