#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/     tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/    hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   5040                  6.73805                  41.5151                 0.997776              0.000305528                 0.955647               0.00281078             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00038                       -1                 0.980308                       -1                  925.101                       200.584                         22.64                 0.500155                0.0100121                     4097                      513                        1                 0.997592              0.000463487                 0.997688              0.000453448                 0.953225                0.0042005                 0.962087               0.00377248
   5041                  6.22491                  46.1595                 0.996682              0.000373265                 0.949464               0.00311028             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00034                       -1                 0.971831                       -1                  1104.02                        235.13                       25.4831                  0.61541                0.0100032                     4097                      513                        1                 0.996033              0.000591396                 0.997356              0.000482703                 0.948967               0.00454636                 0.950598               0.00443647
   5042                  5.61074                  60.3934                 0.996686              0.000368189                 0.935386                0.0035042             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00002                       -1                  0.96986                       -1                  1332.87                       300.615                       32.8211                 0.931453               0.00999966                     4097                      513                        1                 0.997113               0.00050263                 0.995935              0.000592896                 0.938173               0.00496605                 0.931148               0.00531208
   5044                   6.4725                  50.0881                 0.996635              0.000371564                 0.949116               0.00303011             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00034                       -1                 0.972136                       -1                     1114                       244.401                       27.4041                 0.652418               0.00999828                     4097                      513                        1                 0.996751              0.000527098                 0.996451              0.000554287                  0.95092               0.00433808                 0.947545               0.00441754
   5045                  6.93966                  38.9803                 0.996769              0.000365841                 0.953095               0.00287595             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00047                       -1                 0.975295                       -1                  871.975                       187.696                       21.3035                 0.455081                0.0100039                     4097                      513                        1                 0.996829              0.000521275                 0.996639              0.000531431                 0.955957               0.00398749                 0.949491               0.00428409
   5046                  6.50548                  49.9543                 0.997554              0.000315814                 0.947753               0.00308943             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00036                       -1                 0.967767                       -1                  1120.15                       244.796                       27.3174                 0.646378                0.0100055                     4097                      513                        1                 0.997681              0.000446213                 0.997276              0.000481516                 0.945669               0.00462494                 0.951083               0.00427391
   5047                  6.70532                  43.6993                 0.996939              0.000355821                 0.949921               0.00297166             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00033                       -1                  0.97588                       -1                  987.046                       212.838                       23.8884                 0.541018               0.00999724                     4097                      513                        1                 0.996809              0.000517627                 0.997006              0.000506037                 0.949358               0.00431095                 0.950538               0.00421052
   5048                  6.46724                  44.1197                 0.996193              0.000396924                 0.952532               0.00297258             5.43472e-323             1.99434e-314             6.92738e-310                        0                   1.0003                       -1                 0.978187                       -1                  1002.76                       217.506                       24.1863                 0.566542                0.0100079                     4097                      513                        1                  0.99604              0.000583878                 0.996315              0.000561906                 0.954001               0.00421674                 0.954246               0.00421201
   5049                  7.27682                  35.4883                 0.996536              0.000392226                 0.959743               0.00264299             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00046                       -1                 0.980985                       -1                  808.285                       170.197                       19.4102                 0.361529                0.0100025                     4097                      513                        1                 0.997169              0.000508425                 0.995751              0.000619748                 0.959527               0.00380736                 0.960951               0.00372314
   5050                   6.6881                  44.0963                 0.997216              0.000340178                 0.951273               0.00297649             5.43472e-323             1.99434e-314             6.92738e-310                        0                  1.00037                       -1                 0.971014                       -1                  1029.18                       219.495                       24.2684                 0.547978                0.0100085                     4097                      513                        1                 0.997244              0.000487156                 0.996976              0.000511153                 0.954836               0.00412286                 0.950038               0.00436519
