#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
# BCM4A  | Beam Current Threshold: > 10.00 uA 
#                                     
# DAQ Mode: coin | Trigger: trig5              
# electron arm: HMS                        
#                                              
#---Cuts still need to be defined (testing for now) . . . --- 
#                       
# Units: charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
#! Run[i,0]/             charge[f,1]/        avg_current[f,2]/            hTrkEff[f,3]/        hTrkEff_err[f,4]/            pTrkEff[f,5]/        pTrkEff_err[f,6]/    tgt_boil_factor[f,7]/      tgt_boil_factor_err[f,8]/      hadAbs_factor[f,9]/      hadAbs_factor_err[f,10]/             cpuLT[f,11]/         cpuLT_err[f,12]/               tLT[f,13]/           tLT_err[f,14]/          S1X_rate[f,15]/     shms_Ps1_3of4_rate[f,16]/     hms_Ps3_elreal_rate[f,17]/     coin_Ps5_rate[f,18]/         edtm_rate[f,19]/        Ps1_factor[f,20]/        Ps3_factor[f,21]/        Ps5_factor[f,22]/       hTrkEff_pos[f,23]/   hTrkEff_err_pos[f,24]/       hTrkEff_neg[f,25]/   hTrkEff_err_neg[f,26]/       pTrkEff_pos[f,27]/   pTrkEff_err_pos[f,28]/       pTrkEff_neg[f,29]/   pTrkEff_err_neg[f,30]/
   4999                  16.5621                  49.6733                 0.997664              0.000406695                  0.95611               0.00434574                        1                       -1                        1                       -1                  1.00671                       -1                  2.22572                       -1                  436.311                       28.1572                       8.35715                0.0504796                0.0100053                      513                      129                        1                 0.997797               0.00056872                 0.997975              0.000541328                 0.958444               0.00606159                 0.953982               0.00638151
   5000                  13.0271                  48.1875                 0.998076              0.000340139                 0.959311               0.00398984                        1                       -1                        1                       -1                  1.00373                       -1                  1.61043                       -1                   404.46                       26.0291                       8.02752                0.0476025               0.00999841                      257                       65                        1                 0.998648              0.000407598                 0.997637              0.000542084                 0.962783               0.00548732                 0.957498                0.0058381
   5001                  18.7072                  46.7144                 0.998183              0.000337353                 0.961876               0.00381243                        1                       -1                        1                       -1                  1.00808                       -1                  7.65036                       -1                  399.675                       25.6576                       7.79354                0.0472882                 0.010006                      513                      129                        1                 0.998708              0.000408457                 0.997817              0.000529486                 0.963521               0.00537853                 0.959216               0.00565577
   5002                  29.6542                  56.3046                 0.998012               0.00028393                 0.964825               0.00295179                        1                       -1                        1                       -1                   1.0035                       -1                  1.11655                       -1                  423.521                       27.2199                       9.18028                0.0537409                0.0100024                      513                      129                        1                 0.998015              0.000405276                 0.998023               0.00040364                 0.964589               0.00420257                 0.966136               0.00416831
   5003                  30.0482                  57.6223                 0.997652              0.000305693                 0.970012               0.00272615                        1                       -1                        1                       -1                  1.00176                       -1                  1.06846                       -1                  431.421                       27.7868                       9.40434                0.0544136                0.0100006                      513                      129                        1                 0.997454              0.000457236                 0.997905              0.000410847                 0.970005               0.00390501                 0.970277               0.00386959
   5004                  29.6206                  54.4573                 0.998106              0.000276293                 0.969644               0.00275966                        1                       -1                        1                       -1                  1.00677                       -1                  1.22661                       -1                  404.671                       26.1746                       8.87602                  0.05102                0.0100032                      513                      129                        1                 0.998164              0.000391357                 0.997947              0.000410509                 0.970307                0.0038657                 0.969239               0.00400477
   5005                  29.1842                  57.4474                  0.99795               0.00028994                 0.968994                0.0027957                        1                       -1                        1                       -1                   1.0037                       -1                  1.42747                       -1                  440.134                       28.1997                       9.38674                0.0547955                0.0100017                      513                      129                        1                 0.998147              0.000395149                 0.997651              0.000443918                 0.967089               0.00408216                 0.969889               0.00398829
   5006                  28.6879                  58.0909                 0.997554              0.000318442                 0.967221               0.00285302                        1                       -1                        1                       -1                  1.00362                       -1                  1.65897                       -1                  447.813                       28.7746                       9.53884                0.0559993               0.00999908                      513                      129                        1                 0.997412                0.0004725                 0.997814              0.000428669                 0.970954               0.00388139                 0.963092               0.00429044
   5007                  29.9525                  58.8933                 0.998413              0.000250915                 0.965881               0.00289392                        1                       -1                        1                       -1                  1.00295                       -1                 0.991939                       -1                  444.601                       28.6015                       9.61182                0.0566076                0.0100002                      513                      129                        1                 0.998376              0.000363086                 0.998381              0.000362087                 0.968277               0.00393473                 0.964706               0.00424891
   5008                   29.756                  57.8804                 0.998317              0.000259635                 0.963478               0.00301226                        1                       -1                        1                       -1                  1.00158                       -1                  1.19261                       -1                  432.069                        27.977                       9.42866                0.0553848               0.00999817                      513                      129                        1                 0.997951               0.00040987                 0.998683              0.000329327                 0.966955               0.00409876                 0.961832               0.00440725
   5009                  30.0129                  57.7724                 0.998285              0.000261586                 0.965775               0.00287211                        1                       -1                        1                       -1                  1.00204                       -1                 0.989605                       -1                   424.49                       27.5201                       9.40028                0.0546369               0.00999995                      513                      129                        1                 0.998207               0.00038236                 0.998379              0.000362468                 0.964827               0.00414523                  0.96642                0.0040722
