# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5        59.5       7.75403
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5          70        8.3666
     30         3         1          -144    -151.2    -136.8         2.5         0           5          71       8.42615
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5       67.75          8.25
     32         5         1        -115.2    -122.4      -108         2.5         0           5       69.25        8.3778
     33         6         1        -100.8      -108     -93.6         2.5         0           5          61       7.81025
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5       80.25       9.01041
     35         8         1           -72     -79.2     -64.8         2.5         0           5       72.75       8.54766
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5       86.75       9.33073
     37        10         1         -43.2     -50.4       -36         2.5         0           5       60.25       7.82224
     38        11         1         -28.8       -36     -21.6         2.5         0           5        67.5       8.25379
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5        63.5       8.00781
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5        62.5        8.0234
     41        14         1          14.4       7.2      21.6         2.5         0           5        54.5       7.42462
     42        15         1          28.8      21.6        36         2.5         0           5        70.5       8.43356
     43        16         1          43.2        36      50.4         2.5         0           5        82.5       9.11729
     44        17         1          57.6      50.4      64.8         2.5         0           5          66       8.12404
     45        18         1            72      64.8      79.2         2.5         0           5       56.75       7.55397
     46        19         1          86.4      79.2      93.6         2.5         0           5        72.5       8.55132
     47        20         1         100.8      93.6       108         2.5         0           5       65.75       8.12788
     48        21         1         115.2       108     122.4         2.5         0           5       69.75       8.37033
     49        22         1         129.6     122.4     136.8         2.5         0           5          83       9.11043
     50        23         1           144     136.8     151.2         2.5         0           5       63.75       8.00391
     51        24         1         158.4     151.2     165.6         2.5         0           5       76.75       8.77852
     52        25         1         172.8     165.6       180         2.5         0           5          72       8.48528
     55         1         2        -172.8      -180    -165.6         7.5         5          10      135.25       11.6699
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10       139.5       11.8901
     57         3         2          -144    -151.2    -136.8         7.5         5          10      172.25       13.1601
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10         176       13.3604
     59         5         2        -115.2    -122.4      -108         7.5         5          10       193.5       13.9777
     60         6         2        -100.8      -108     -93.6         7.5         5          10         222       14.9833
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10      210.25       14.5752
     62         8         2           -72     -79.2     -64.8         7.5         5          10         218       14.8071
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10       159.5       12.7033
     64        10         2         -43.2     -50.4       -36         7.5         5          10      160.75       12.7402
     65        11         2         -28.8       -36     -21.6         7.5         5          10         148       12.2678
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10      158.75       12.7107
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10         117       10.9316
     68        14         2          14.4       7.2      21.6         7.5         5          10       144.5       12.0986
     69        15         2          28.8      21.6        36         7.5         5          10         158       12.6194
     70        16         2          43.2        36      50.4         7.5         5          10      163.25       12.8136
     71        17         2          57.6      50.4      64.8         7.5         5          10      175.75       13.3159
     72        18         2            72      64.8      79.2         7.5         5          10      166.75       12.9735
     73        19         2          86.4      79.2      93.6         7.5         5          10      178.75        13.428
     74        20         2         100.8      93.6       108         7.5         5          10         168       13.0096
     75        21         2         115.2       108     122.4         7.5         5          10         179       13.4722
     76        22         2         129.6     122.4     136.8         7.5         5          10         161       12.7377
     77        23         2           144     136.8     151.2         7.5         5          10      176.25       13.3112
     78        24         2         158.4     151.2     165.6         7.5         5          10         141       11.8743
     79        25         2         172.8     165.6       180         7.5         5          10      141.75        11.919
     82         1         3        -172.8      -180    -165.6        12.5        10          15        87.5       9.38749
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15      131.25       11.4973
     84         3         3          -144    -151.2    -136.8        12.5        10          15      130.25       11.4537
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15       191.5       13.9059
     86         5         3        -115.2    -122.4      -108        12.5        10          15      212.25       14.6863
     87         6         3        -100.8      -108     -93.6        12.5        10          15      265.75       16.3497
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15      284.25       16.9614
     89         8         3           -72     -79.2     -64.8        12.5        10          15         269       16.4773
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15       223.5       15.0541
     91        10         3         -43.2     -50.4       -36        12.5        10          15      182.75       13.6679
     92        11         3         -28.8       -36     -21.6        12.5        10          15      151.75       12.4825
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15       144.5       12.0986
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15       128.5       11.4182
     95        14         3          14.4       7.2      21.6        12.5        10          15         126       11.4455
     96        15         3          28.8      21.6        36        12.5        10          15      167.25       13.1125
     97        16         3          43.2        36      50.4        12.5        10          15       196.5        14.173
     98        17         3          57.6      50.4      64.8        12.5        10          15      202.75       14.2938
     99        18         3            72      64.8      79.2        12.5        10          15      225.25       15.1224
    100        19         3          86.4      79.2      93.6        12.5        10          15      228.25       15.2213
    101        20         3         100.8      93.6       108        12.5        10          15      207.75       14.4676
    102        21         3         115.2       108     122.4        12.5        10          15       185.5       13.6885
    103        22         3         129.6     122.4     136.8        12.5        10          15      167.75        13.012
