# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5        63.5       8.00781
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5       58.25       7.69334
     30         3         1          -144    -151.2    -136.8         2.5         0           5        61.5       7.88194
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5       70.75       8.42986
     32         5         1        -115.2    -122.4      -108         2.5         0           5       66.75       8.18917
     33         6         1        -100.8      -108     -93.6         2.5         0           5        68.5       8.31414
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5       75.25       8.72855
     35         8         1           -72     -79.2     -64.8         2.5         0           5       72.25       8.55497
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5       66.25        8.1968
     37        10         1         -43.2     -50.4       -36         2.5         0           5        55.5       7.49166
     38        11         1         -28.8       -36     -21.6         2.5         0           5       80.75       9.07262
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5       71.25       8.49632
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5       71.25       8.49632
     41        14         1          14.4       7.2      21.6         2.5         0           5        53.5       7.44144
     42        15         1          28.8      21.6        36         2.5         0           5          63       8.09321
     43        16         1          43.2        36      50.4         2.5         0           5       70.25       8.43727
     44        17         1          57.6      50.4      64.8         2.5         0           5        61.5       7.88194
     45        18         1            72      64.8      79.2         2.5         0           5       56.25       7.56224
     46        19         1          86.4      79.2      93.6         2.5         0           5        83.5       9.17197
     47        20         1         100.8      93.6       108         2.5         0           5        64.5       8.14709
     48        21         1         115.2       108     122.4         2.5         0           5        69.5       8.37407
     49        22         1         129.6     122.4     136.8         2.5         0           5          73       8.61684
     50        23         1           144     136.8     151.2         2.5         0           5       72.75       8.54766
     51        24         1         158.4     151.2     165.6         2.5         0           5        69.5       8.37407
     52        25         1         172.8     165.6       180         2.5         0           5       61.75       7.87798
     55         1         2        -172.8      -180    -165.6         7.5         5          10       126.5        11.275
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10      141.25       11.9242
     57         3         2          -144    -151.2    -136.8         7.5         5          10      154.75       12.5524
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10         186       13.6839
     59         5         2        -115.2    -122.4      -108         7.5         5          10      164.25       12.9011
     60         6         2        -100.8      -108     -93.6         7.5         5          10       180.5       13.5046
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10         191            14
     62         8         2           -72     -79.2     -64.8         7.5         5          10         201       14.2215
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10      157.75       12.6219
     64        10         2         -43.2     -50.4       -36         7.5         5          10       153.5        12.515
     65        11         2         -28.8       -36     -21.6         7.5         5          10         148       12.2168
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10      133.75        11.686
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10         112       10.7005
     68        14         2          14.4       7.2      21.6         7.5         5          10         126       11.2805
     69        15         2          28.8      21.6        36         7.5         5          10       155.5       12.5449
     70        16         2          43.2        36      50.4         7.5         5          10         144        12.052
     71        17         2          57.6      50.4      64.8         7.5         5          10      159.75       12.7009
     72        18         2            72      64.8      79.2         7.5         5          10       178.5       13.4304
     73        19         2          86.4      79.2      93.6         7.5         5          10      203.75       14.3287
     74        20         2         100.8      93.6       108         7.5         5          10      181.25       13.5439
     75        21         2         115.2       108     122.4         7.5         5          10      170.75       13.1268
     76        22         2         129.6     122.4     136.8         7.5         5          10      177.75       13.4374
     77        23         2           144     136.8     151.2         7.5         5          10         138       11.8004
     78        24         2         158.4     151.2     165.6         7.5         5          10         126       11.2805
     79        25         2         172.8     165.6       180         7.5         5          10      149.25        12.306
     82         1         3        -172.8      -180    -165.6        12.5        10          15       110.5       10.5416
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15      104.25       10.2561
     84         3         3          -144    -151.2    -136.8        12.5        10          15       126.5        11.275
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15      161.25       12.7843
     86         5         3        -115.2    -122.4      -108        12.5        10          15       208.5       14.5473
     87         6         3        -100.8      -108     -93.6        12.5        10          15       233.5       15.3826
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15         239       15.5804
     89         8         3           -72     -79.2     -64.8        12.5        10          15      238.25       15.5463
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15       182.5       13.6702
     91        10         3         -43.2     -50.4       -36        12.5        10          15      167.75         13.06
     92        11         3         -28.8       -36     -21.6        12.5        10          15         148       12.2678
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15      114.75       10.8426
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15       120.5       11.1187
     95        14         3          14.4       7.2      21.6        12.5        10          15         135       11.7792
     96        15         3          28.8      21.6        36        12.5        10          15      152.75       12.5225
