# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5         638       25.3821
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5       594.5       24.5229
     30         3         1          -144    -151.2    -136.8         2.5         0           5      625.25       25.1234
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5      660.75       25.8324
     32         5         1        -115.2    -122.4      -108         2.5         0           5      640.25       25.4202
     33         6         1        -100.8      -108     -93.6         2.5         0           5      615.25       24.9487
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5         654       25.6953
     35         8         1           -72     -79.2     -64.8         2.5         0           5      652.25       25.6552
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5         605        24.774
     37        10         1         -43.2     -50.4       -36         2.5         0           5       599.5       24.5739
     38        11         1         -28.8       -36     -21.6         2.5         0           5         621       25.0948
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5      597.75       24.5828
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5         650       25.6418
     41        14         1          14.4       7.2      21.6         2.5         0           5      586.75        24.358
     42        15         1          28.8      21.6        36         2.5         0           5         595       24.5713
     43        16         1          43.2        36      50.4         2.5         0           5      622.75       25.0861
     44        17         1          57.6      50.4      64.8         2.5         0           5       655.5       25.7366
     45        18         1            72      64.8      79.2         2.5         0           5       644.5       25.5954
     46        19         1          86.4      79.2      93.6         2.5         0           5         631       25.2933
     47        20         1         100.8      93.6       108         2.5         0           5         634       25.3032
     48        21         1         115.2       108     122.4         2.5         0           5       658.5       25.7706
     49        22         1         129.6     122.4     136.8         2.5         0           5         642       25.4608
     50        23         1           144     136.8     151.2         2.5         0           5         636       25.3427
     51        24         1         158.4     151.2     165.6         2.5         0           5      613.75       24.9061
     52        25         1         172.8     165.6       180         2.5         0           5      616.25       24.9186
     55         1         2        -172.8      -180    -165.6         7.5         5          10     1272.75       35.8199
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10      1383.5        37.338
