# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5       697.5       28.6466
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5       676.5       28.4539
     30         3         1          -144    -151.2    -136.8         2.5         0           5         709       29.0517
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5      780.25       30.3511
     32         5         1        -115.2    -122.4      -108         2.5         0           5       813.5       30.9899
     33         6         1        -100.8      -108     -93.6         2.5         0           5       829.5       31.4663
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5      854.75       32.0361
     35         8         1           -72     -79.2     -64.8         2.5         0           5      881.25       32.4374
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5         854       32.0975
     37        10         1         -43.2     -50.4       -36         2.5         0           5      854.25       32.0965
     38        11         1         -28.8       -36     -21.6         2.5         0           5      846.75       31.8129
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5         833       31.5317
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5      836.25       31.8738
     41        14         1          14.4       7.2      21.6         2.5         0           5         823       31.4722
     42        15         1          28.8      21.6        36         2.5         0           5      867.75       32.0439
     43        16         1          43.2        36      50.4         2.5         0           5      755.25       30.3922
     44        17         1          57.6      50.4      64.8         2.5         0           5      800.25        31.204
     45        18         1            72      64.8      79.2         2.5         0           5       778.5       30.8079
     46        19         1          86.4      79.2      93.6         2.5         0           5      781.75       30.5297
     47        20         1         100.8      93.6       108         2.5         0           5       767.5       30.2593
     48        21         1         115.2       108     122.4         2.5         0           5         821       31.0604
     49        22         1         129.6     122.4     136.8         2.5         0           5      737.25       29.3801
     50        23         1           144     136.8     151.2         2.5         0           5       653.5       28.0245
     51        24         1         158.4     151.2     165.6         2.5         0           5      685.25       28.5909
     52        25         1         172.8     165.6       180         2.5         0           5       675.5       28.2821
     55         1         2        -172.8      -180    -165.6         7.5         5          10     1092.25       35.4886
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10     1251.25       38.1076
     57         3         2          -144    -151.2    -136.8         7.5         5          10     1423.75       40.9153
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10      1639.5       44.3156
     59         5         2        -115.2    -122.4      -108         7.5         5          10     2020.75       48.9496
     60         6         2        -100.8      -108     -93.6         7.5         5          10     2336.25        52.782
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10     2368.75       53.3766
     62         8         2           -72     -79.2     -64.8         7.5         5          10     2474.25       54.5109
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10        2342       53.5327
     64        10         2         -43.2     -50.4       -36         7.5         5          10        2138       51.5679
     65        11         2         -28.8       -36     -21.6         7.5         5          10        2274       52.6925
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10      2071.5       50.8392
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10      2209.5       52.0829
     68        14         2          14.4       7.2      21.6         7.5         5          10     2140.75       51.3426
     69        15         2          28.8      21.6        36         7.5         5          10        2104       50.7592
     70        16         2          43.2        36      50.4         7.5         5          10     2034.75       50.2127
     71        17         2          57.6      50.4      64.8         7.5         5          10      2032.5       49.9187
     72        18         2            72      64.8      79.2         7.5         5          10      1997.5       49.4533
     73        19         2          86.4      79.2      93.6         7.5         5          10     1873.25       47.4914
     74        20         2         100.8      93.6       108         7.5         5          10     1663.25       44.7821
     75        21         2         115.2       108     122.4         7.5         5          10      1517.5       42.3748
     76        22         2         129.6     122.4     136.8         7.5         5          10        1260       38.7621
     77        23         2           144     136.8     151.2         7.5         5          10     1126.75       36.5317
     78        24         2         158.4     151.2     165.6         7.5         5          10        1069       35.2704
     79        25         2         172.8     165.6       180         7.5         5          10     1036.25       34.6545
     82         1         3        -172.8      -180    -165.6        12.5        10          15      427.25       22.2921
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15       593.5       26.3937
     84         3         3          -144    -151.2    -136.8        12.5        10          15      937.25       33.1578
     85         4         3        -129.6    -136.8    -122.4        12.5        10          15        1523       42.2847
     86         5         3        -115.2    -122.4      -108        12.5        10          15     2203.25       51.1658
     87         6         3        -100.8      -108     -93.6        12.5        10          15     2900.25          58.8
     88         7         3         -86.4     -93.6     -79.2        12.5        10          15      3168.5        62.493
     89         8         3           -72     -79.2     -64.8        12.5        10          15      3251.5       63.4104
     90         9         3         -57.6     -64.8     -50.4        12.5        10          15      3192.5       62.9732
     91        10         3         -43.2     -50.4       -36        12.5        10          15      2936.5       60.6908
     92        11         3         -28.8       -36     -21.6        12.5        10          15     2706.25        58.734
     93        12         3         -14.4     -21.6      -7.2        12.5        10          15      2577.5       57.5815
     94        13         3   1.42109e-14      -7.2       7.2        12.5        10          15        2620       57.8252
     95        14         3          14.4       7.2      21.6        12.5        10          15      2490.5        56.766
     96        15         3          28.8      21.6        36        12.5        10          15     2539.75       57.2391
     97        16         3          43.2        36      50.4        12.5        10          15      2496.5       56.6536
     98        17         3          57.6      50.4      64.8        12.5        10          15        2484       56.0714
     99        18         3            72      64.8      79.2        12.5        10          15     2323.25       53.8673
    100        19         3          86.4      79.2      93.6        12.5        10          15      2003.5       49.5517
    101        20         3         100.8      93.6       108        12.5        10          15     1472.25       42.5669
    102        21         3         115.2       108     122.4        12.5        10          15        1113       36.4074
    103        22         3         129.6     122.4     136.8        12.5        10          15       809.5       30.6411
    104        23         3           144     136.8     151.2        12.5        10          15       561.5       25.5612
    105        24         3         158.4     151.2     165.6        12.5        10          15         469       23.0543
    106        25         3         172.8     165.6       180        12.5        10          15       414.5       21.7399
    109         1         4        -172.8      -180    -165.6        17.5        15          20        37.5       7.28869
    110         2         4        -158.4    -165.6    -151.2        17.5        15          20          73       9.51315
    111         3         4          -144    -151.2    -136.8        17.5        15          20       196.5       15.0291
    112         4         4        -129.6    -136.8    -122.4        17.5        15          20      599.75        26.269
    113         5         4        -115.2    -122.4      -108        17.5        15          20     1553.75       42.6212
    114         6         4        -100.8      -108     -93.6        17.5        15          20     2589.75       55.7231
    115         7         4         -86.4     -93.6     -79.2        17.5        15          20     3405.25         64.42
    116         8         4           -72     -79.2     -64.8        17.5        15          20        3155       63.4232
    117         9         4         -57.6     -64.8     -50.4        17.5        15          20      3083.5       62.9911
    118        10         4         -43.2     -50.4       -36        17.5        15          20        2672        59.672
    119        11         4         -28.8       -36     -21.6        17.5        15          20     2492.25       58.3047
    120        12         4         -14.4     -21.6      -7.2        17.5        15          20        2170        55.599
    121        13         4   1.42109e-14      -7.2       7.2        17.5        15          20     2251.25          56.2
    122        14         4          14.4       7.2      21.6        17.5        15          20     2270.25       56.4242
    123        15         4          28.8      21.6        36        17.5        15          20      2329.5       56.3593
    124        16         4          43.2        36      50.4        17.5        15          20     2227.25       55.0744
    125        17         4          57.6      50.4      64.8        17.5        15          20      2098.5       52.5155
    126        18         4            72      64.8      79.2        17.5        15          20      1719.5       47.5145
    127        19         4          86.4      79.2      93.6        17.5        15          20     1292.75       40.1318
    128        20         4         100.8      93.6       108        17.5        15          20       779.5       31.1067
    129        21         4         115.2       108     122.4        17.5        15          20      398.75       22.1148
    130        22         4         129.6     122.4     136.8        17.5        15          20      176.25       14.7373
    131        23         4           144     136.8     151.2        17.5        15          20       67.25       9.25675
    132        24         4         158.4     151.2     165.6        17.5        15          20       62.75        8.8353
    133        25         4         172.8     165.6       180        17.5        15          20        49.5       7.75403
    136         1         5        -172.8      -180    -165.6        22.5        20          25        21.5       5.55653
    137         2         5        -158.4    -165.6    -151.2        22.5        20          25          23       5.74456
    138         3         5          -144    -151.2    -136.8        22.5        20          25       22.75       5.85769
    139         4         5        -129.6    -136.8    -122.4        22.5        20          25          81       10.0499
    140         5         5        -115.2    -122.4      -108        22.5        20          25      445.25       23.2366
    141         6         5        -100.8      -108     -93.6        22.5        20          25     1450.75       42.1582
    142         7         5         -86.4     -93.6     -79.2        22.5        20          25        2446       55.3602
    143         8         5           -72     -79.2     -64.8        22.5        20          25      2535.5       57.3138
    144         9         5         -57.6     -64.8     -50.4        22.5        20          25     2282.25       55.4814
    145        10         5         -43.2     -50.4       -36        22.5        20          25     2060.25       54.2327
    146        11         5         -28.8       -36     -21.6        22.5        20          25     2027.75       54.7888
    147        12         5         -14.4     -21.6      -7.2        22.5        20          25     1854.75        53.538
    148        13         5   1.42109e-14      -7.2       7.2        22.5        20          25     1744.75       52.4887
    149        14         5          14.4       7.2      21.6        22.5        20          25      1863.5       53.2717
    150        15         5          28.8      21.6        36        22.5        20          25        1756       51.5728
    151        16         5          43.2        36      50.4        22.5        20          25      1575.5       47.7611
    152        17         5          57.6      50.4      64.8        22.5        20          25     1455.75       44.2415
    153        18         5            72      64.8      79.2        22.5        20          25         973       36.4246
    154        19         5          86.4      79.2      93.6        22.5        20          25      573.75       27.3462
    155        20         5         100.8      93.6       108        22.5        20          25       263.5       18.1073
    156        21         5         115.2       108     122.4        22.5        20          25         109       11.5217
    157        22         5         129.6     122.4     136.8        22.5        20          25        37.5       6.93722
    158        23         5           144     136.8     151.2        22.5        20          25       24.25       5.49432
    159        24         5         158.4     151.2     165.6        22.5        20          25        21.5       5.20817
    160        25         5         172.8     165.6       180        22.5        20          25        17.5        4.9371
    163         1         6        -172.8      -180    -165.6        27.5        25          30       12.75        4.1003
    164         2         6        -158.4    -165.6    -151.2        27.5        25          30       10.25       3.69966
    165         3         6          -144    -151.2    -136.8        27.5        25          30       19.75       5.12957
    166         4         6        -129.6    -136.8    -122.4        27.5        25          30       20.25       5.11737
    167         5         6        -115.2    -122.4      -108        27.5        25          30        52.5       8.40387
    168         6         6        -100.8      -108     -93.6        27.5        25          30      460.75       23.9492
    169         7         6         -86.4     -93.6     -79.2        27.5        25          30     1239.75       40.0476
    170         8         6           -72     -79.2     -64.8        27.5        25          30      1400.5       43.7878
    171         9         6         -57.6     -64.8     -50.4        27.5        25          30     1304.75        43.302
    172        10         6         -43.2     -50.4       -36        27.5        25          30     1383.75        46.223
    173        11         6         -28.8       -36     -21.6        27.5        25          30      1514.5       49.8761
    174        12         6         -14.4     -21.6      -7.2        27.5        25          30      1228.5       46.6543
    175        13         6   1.42109e-14      -7.2       7.2        27.5        25          30     1211.75         45.78
    176        14         6          14.4       7.2      21.6        27.5        25          30      1203.5       46.2912
    177        15         6          28.8      21.6        36        27.5        25          30     1222.75       44.8672
    178        16         6          43.2        36      50.4        27.5        25          30        1041         39.95
    179        17         6          57.6      50.4      64.8        27.5        25          30      696.25       31.7756
    180        18         6            72      64.8      79.2        27.5        25          30      379.75       23.0502
    181        19         6          86.4      79.2      93.6        27.5        25          30         142       14.1686
    182        20         6         100.8      93.6       108        27.5        25          30       64.25       8.74285
    183        21         6         115.2       108     122.4        27.5        25          30       18.75       5.03115
    184        22         6         129.6     122.4     136.8        27.5        25          30       10.75        4.0078
    185        23         6           144     136.8     151.2        27.5        25          30       10.25       3.86491
    186        24         6         158.4     151.2     165.6        27.5        25          30        12.5       4.25735
    187        25         6         172.8     165.6       180        27.5        25          30           9       3.57071
    190         1         7        -172.8      -180    -165.6        32.5        30          35        8.75       3.40037
    191         2         7        -158.4    -165.6    -151.2        32.5        30          35           4             3
    192         3         7          -144    -151.2    -136.8        32.5        30          35         9.5       3.72492
    193         4         7        -129.6    -136.8    -122.4        32.5        30          35        22.5       5.06211
    194         5         7        -115.2    -122.4      -108        32.5        30          35        25.5       5.90551
    195         6         7        -100.8      -108     -93.6        32.5        30          35       78.25       10.2072
    196         7         7         -86.4     -93.6     -79.2        32.5        30          35      382.75       22.4291
    197         8         7           -72     -79.2     -64.8        32.5        30          35         432       25.4116
    198         9         7         -57.6     -64.8     -50.4        32.5        30          35      491.75       28.2986
    199        10         7         -43.2     -50.4       -36        32.5        30          35         733       36.0798
    200        11         7         -28.8       -36     -21.6        32.5        30          35         874       41.2644
    201        12         7         -14.4     -21.6      -7.2        32.5        30          35      634.75       37.5674
    202        13         7   1.42109e-14      -7.2       7.2        32.5        30          35      570.75       34.7284
    203        14         7          14.4       7.2      21.6        32.5        30          35      712.25       37.7252
    204        15         7          28.8      21.6        36        32.5        30          35      784.25       37.5691
    205        16         7          43.2        36      50.4        32.5        30          35       479.5       29.0495
    206        17         7          57.6      50.4      64.8        32.5        30          35      246.25       19.3245
    207        18         7            72      64.8      79.2        32.5        30          35          94       11.6833
    208        19         7          86.4      79.2      93.6        32.5        30          35       26.25       6.09816
    209        20         7         100.8      93.6       108        32.5        30          35       10.25        4.3229
    210        21         7         115.2       108     122.4        32.5        30          35        8.75       3.57946
    211        22         7         129.6     122.4     136.8        32.5        30          35        2.75        2.3585
    212        23         7           144     136.8     151.2        32.5        30          35         7.5       3.44601
    213        24         7         158.4     151.2     165.6        32.5        30          35           4       2.78388
    214        25         7         172.8     165.6       180        32.5        30          35        12.5       4.10792
    217         1         8        -172.8      -180    -165.6        37.5        35          40        1.75       2.41091
    218         2         8        -158.4    -165.6    -151.2        37.5        35          40        7.75       3.43693
