# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 8   | ylabel: th_xq_CM [deg] 
# xbins      = 25   | xlabel: phi_xq [deg] 
# ybin width = 5.000 
# xbin width = 14.400 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     28         1         1        -172.8      -180    -165.6         2.5         0           5         194        15.174
     29         2         1        -158.4    -165.6    -151.2         2.5         0           5      193.75       15.2172
     30         3         1          -144    -151.2    -136.8         2.5         0           5       194.5        15.211
     31         4         1        -129.6    -136.8    -122.4         2.5         0           5      234.75       16.6227
     32         5         1        -115.2    -122.4      -108         2.5         0           5      238.25       16.8207
     33         6         1        -100.8      -108     -93.6         2.5         0           5      214.75       16.2807
     34         7         1         -86.4     -93.6     -79.2         2.5         0           5      266.25       17.7394
     35         8         1           -72     -79.2     -64.8         2.5         0           5      261.25       17.6334
     36         9         1         -57.6     -64.8     -50.4         2.5         0           5      254.75       17.3943
     37        10         1         -43.2     -50.4       -36         2.5         0           5      226.75        16.869
     38        11         1         -28.8       -36     -21.6         2.5         0           5       254.5       17.3602
     39        12         1         -14.4     -21.6      -7.2         2.5         0           5       230.5       16.6546
     40        13         1   1.42109e-14      -7.2       7.2         2.5         0           5       257.5       17.5178
     41        14         1          14.4       7.2      21.6         2.5         0           5       239.5       16.9963
     42        15         1          28.8      21.6        36         2.5         0           5         243       16.8967
     43        16         1          43.2        36      50.4         2.5         0           5      207.75       16.0254
     44        17         1          57.6      50.4      64.8         2.5         0           5         228       16.8226
     45        18         1            72      64.8      79.2         2.5         0           5       219.5       16.3592
     46        19         1          86.4      79.2      93.6         2.5         0           5       227.5       16.4507
     47        20         1         100.8      93.6       108         2.5         0           5         201       15.8035
     48        21         1         115.2       108     122.4         2.5         0           5         224       16.3248
     49        22         1         129.6     122.4     136.8         2.5         0           5      203.75       15.5824
     50        23         1           144     136.8     151.2         2.5         0           5      177.75       14.5538
     51        24         1         158.4     151.2     165.6         2.5         0           5      200.75       15.4859
     52        25         1         172.8     165.6       180         2.5         0           5      193.25       15.1802
     55         1         2        -172.8      -180    -165.6         7.5         5          10       312.5        19.023
     56         2         2        -158.4    -165.6    -151.2         7.5         5          10      390.75       21.4432
     57         3         2          -144    -151.2    -136.8         7.5         5          10      413.25       21.8904
     58         4         2        -129.6    -136.8    -122.4         7.5         5          10       455.5       23.5558
     59         5         2        -115.2    -122.4      -108         7.5         5          10      574.75       26.1259
     60         6         2        -100.8      -108     -93.6         7.5         5          10       699.5       28.8769
     61         7         2         -86.4     -93.6     -79.2         7.5         5          10      691.75       28.7804
     62         8         2           -72     -79.2     -64.8         7.5         5          10         734       29.6268
     63         9         2         -57.6     -64.8     -50.4         7.5         5          10       645.5       28.2821
     64        10         2         -43.2     -50.4       -36         7.5         5          10      568.25       26.8177
     65        11         2         -28.8       -36     -21.6         7.5         5          10       601.5       27.4021
     66        12         2         -14.4     -21.6      -7.2         7.5         5          10      583.75       27.1166
     67        13         2   1.42109e-14      -7.2       7.2         7.5         5          10      613.25       27.5307
     68        14         2          14.4       7.2      21.6         7.5         5          10         588        27.097
     69        15         2          28.8      21.6        36         7.5         5          10         614       27.4363
     70        16         2          43.2        36      50.4         7.5         5          10         547       26.4244
     71        17         2          57.6      50.4      64.8         7.5         5          10      582.25       26.8456
     72        18         2            72      64.8      79.2         7.5         5          10      580.25       26.5977
     73        19         2          86.4      79.2      93.6         7.5         5          10      467.25       24.0715
     74        20         2         100.8      93.6       108         7.5         5          10         466       23.8956
     75        21         2         115.2       108     122.4         7.5         5          10         421       22.4109
     76        22         2         129.6     122.4     136.8         7.5         5          10      374.75       21.0372
     77        23         2           144     136.8     151.2         7.5         5          10      346.75       20.1758
     78        24         2         158.4     151.2     165.6         7.5         5          10      315.25       19.3956
     79        25         2         172.8     165.6       180         7.5         5          10         293       18.6882
     82         1         3        -172.8      -180    -165.6        12.5        10          15      120.25       11.9347
     83         2         3        -158.4    -165.6    -151.2        12.5        10          15       171.5        14.261
     84         3         3          -144    -151.2    -136.8        12.5        10          15      247.75       17.1555
