# Pion Beam-Spin Asymmetry (KIN-10) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  7094.250000  84.566192  7146.250000  84.865705  -0.003652  0.008413 
-158.40  7135.500000  84.778365  7472.500000  86.815160  -0.023070  0.008304 
-144.00  6600.250000  81.608415  7150.250000  84.903936  -0.039999  0.008558 
-129.60  5459.750000  74.280322  6212.250000  79.132466  -0.064471  0.009280 
-115.20  3517.750000  59.607573  3919.000000  62.950374  -0.053955  0.011640 
-100.80  1386.750000  37.444120  1630.750000  40.571674  -0.080862  0.018238 
-86.40  397.250000  20.079534  417.750000  20.629164  -0.025153  0.035310 
-72.00  68.250000  8.392703  76.750000  8.849433  -0.058621  0.083996 
-57.60  30.750000  5.684409  20.750000  4.589387  0.194175  0.138694 
-43.20  11.500000  3.482095  14.500000  3.889087  -0.115385  0.199557 
-28.80  4.750000  2.250000  11.000000  3.316627  -0.396825  0.236542 
-14.40  5.750000  2.462214  7.750000  2.839457  -0.148148  0.275596 
0.00  1.750000  1.436140  3.000000  2.061553  -0.263158  0.498122 
14.40  10.000000  3.162278  7.750000  2.839457  0.126761  0.238101 
28.80  13.000000  3.605550  11.750000  3.473106  0.050505  0.202148 
43.20  9.750000  3.172145  8.000000  2.828427  0.098592  0.237900 
57.60  30.750000  5.573371  27.500000  5.303303  0.055794  0.131914 
72.00  96.500000  9.918423  87.250000  9.457138  0.050340  0.074498 
86.40  605.250000  24.823088  574.500000  24.111692  0.026065  0.029321 
100.80  1720.500000  41.756725  1548.750000  39.595645  0.052535  0.017577 
115.20  3257.500000  57.385767  2889.000000  54.062524  0.059953  0.012804 
129.60  4950.000000  70.692957  4442.250000  67.012555  0.054061  0.010356 
144.00  6178.250000  78.988531  5694.250000  75.747489  0.040766  0.009210 
158.40  6930.250000  83.583399  6538.000000  81.204970  0.029124  0.008649 
172.80  7032.250000  84.161690  6962.750000  83.803705  0.004966  0.008487 
